analysis,model_tier,model_type,organ,organ_label,term,term_type,exposure_label,exposure_window,endpoint,n,people,centers,adverse_events,coefficient,std_error,conf_low,conf_high,hazard_ratio,hr_conf_low,hr_conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
Initial-listing prior-year cause-specific Cox,Unadjusted,Single-pollutant NO2,KI,Kidney,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,600708,600708,NA,124065,-0.15818196005102003,0.004313411873787371,-0.16663624732364327,-0.1497276727783968,0.8536944295529867,0.8465074747002107,0.8609424025557489,2.0324776665640604e-294,0.5320157470872766,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2,KI,Kidney,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564725,564725,NA,123423,-0.06879131356629657,0.005950035106329493,-0.08045338237470238,-0.05712924475789077,0.9335214730191629,0.9226979165669046,0.9444719934237308,6.457307891427657e-31,0.5301635903416511,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2,KI,Kidney,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564725,564725,NA,123423,-0.13264438637905024,0.004829010029674717,-0.14210924603721267,-0.12317952672088779,0.8757764747828697,0.8675264774790512,0.8841049278540681,4.208021806420571e-166,0.5301635903416511,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564725,564725,NA,123423,-0.04676128690164889,0.006482375989619302,-0.05946674384130272,-0.034055829961995056,0.954315177935142,0.9422668692467143,0.9665175424935035,5.449047051024517e-13,0.5303513415812673,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564725,564725,NA,123423,-0.15242153859964622,0.005339053649742305,-0.16288608375314112,-0.14195699344615131,0.8586262603322962,0.8496879761668829,0.8676585706885732,2.9388337289212505e-179,0.5303513415812673,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,o3_prior_10ppb,pollutant,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564725,564725,NA,123423,-0.058047895639426673,0.006739915229861436,-0.0712581294899551,-0.04483766178889826,0.9436047518015166,0.9312214853738359,0.9561526893518331,7.144953459739461e-18,0.5303513415812673,None,model_based,none
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,KI,Kidney,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,-0.07351456240870963,0.007130664126800651,-0.08749066409723891,-0.059538460720180354,0.929122615429735,0.9162274254210998,0.9421992952309098,6.374127840261585e-25,0.6410530984354635,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,KI,Kidney,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.04849553957480995,2.6874883381258736e-4,0.04796879186053728,0.04902228728908262,1.0496906897430889,1.0491379131712524,1.050243757565422,0,0.6410530984354635,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,KI,Kidney,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.07152307296408118,0.005953895688607957,0.059853437414409585,0.08319270851375278,1.0741429340767359,1.061680932439505,1.0867512145818083,3.0429129105265116e-33,0.6410530984354635,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,KI,Kidney,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.09134730281609837,0.013389072380111762,0.06510472095107932,0.11758988468111743,1.0956494613312855,1.067270784143871,1.1247827261368304,8.945304297476163e-12,0.6410530984354635,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,KI,Kidney,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.15570956765940822,0.04387780667075777,0.06970906658472299,0.24171006873409345,1.1684867874509857,1.072196198171484,1.2734249335858518,3.871246364678429e-4,0.6410530984354635,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,KI,Kidney,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.3507908695506065,0.19311272480518785,-0.02771007106756168,0.7292918101687746,1.4201902898200978,0.9726703311951918,2.0736115769265107,0.06929243422902466,0.6410530984354635,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,KI,Kidney,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.33850611972101996,0.030768495978754,0.27819986760266213,0.3988123718393778,1.4028503339802088,1.320750145996207,1.490054016283285,3.749465487570593e-28,0.6410530984354635,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,KI,Kidney,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.29977895734997645,0.04515130546497672,0.21128239863862208,0.3882755160613308,1.3495604641825407,1.235261141875424,1.4744359591198686,3.148973070284339e-11,0.6410530984354635,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,KI,Kidney,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.22836021786634053,0.012287718978919601,0.20427628866765812,0.25244414706502294,1.256537871310875,1.2266370125484887,1.2871676020586833,4.2956221647062255e-77,0.6410530984354635,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,KI,Kidney,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.33272598273927734,0.01677140253609646,0.29985403376852826,0.3655979317100264,1.3947650564016263,1.3496617881522834,1.4413755947127207,1.374646955182619e-87,0.6410530984354635,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,KI,Kidney,o3_prior_10ppb,pollutant,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.04927733653484383,0.008473409486232469,0.032669453941828186,0.06588521912785947,1.0505116556057987,1.0332089596416432,1.0681041122082398,6.044337388154171e-9,0.6417390825329516,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,KI,Kidney,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.04867727038309488,2.683747577923104e-4,0.04815125585782195,0.049203284908367804,1.0498814682152229,1.049329360534187,1.0504338663893136,0,0.6417390825329516,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,KI,Kidney,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.07218596971142979,0.0059535227527582075,0.060517065116023706,0.08385487430683589,1.074855215992522,1.0623857271513286,1.0874710623646826,7.793904768386082e-34,0.6417390825329516,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,KI,Kidney,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.08714107321178709,0.013399423353550727,0.06087820343882766,0.11340394298474651,1.0910505868724465,1.0627694646379884,1.1200842917708342,7.85533435985956e-11,0.6417390825329516,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,KI,Kidney,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.15864256505461527,0.043875160956447015,0.07264724957997912,0.24463788052925142,1.1719189870106472,1.0753511394362216,1.2771587454085893,2.994542123299495e-4,0.6417390825329516,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,KI,Kidney,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.3559873607716463,0.19311411569135364,-0.02251630598340687,0.7344910275266994,1.4275895045200726,0.9777352941278706,2.0844208096566166,0.06527002576669731,0.6417390825329516,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,KI,Kidney,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.3398079393239809,0.030787613510734366,0.27946421684294154,0.40015166180502026,1.4046777812902838,1.32242109154667,1.4920509676255118,2.52889315660205e-28,0.6417390825329516,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,KI,Kidney,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.30475899658603117,0.045156489666484854,0.21625227683972087,0.3932657163323415,1.3562980911440439,1.2414155198840515,1.4818120786928706,1.4891649186220036e-11,0.6417390825329516,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,KI,Kidney,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.22147453991971333,0.012331301417605519,0.1973051891412065,0.24564389069822015,1.2479154757880977,1.218115739680261,1.2784442265890124,3.9825907530417013e-72,0.6417390825329516,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,KI,Kidney,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.319107655064621,0.01668375317009092,0.28640749885124284,0.3518078112779992,1.3758994394763233,1.331634984431206,1.4216352751950851,1.509208334743187e-81,0.6417390825329516,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,KI,Kidney,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,600141,600141,278,123941,-0.10037492204030316,0.005642055427761913,-0.1114333506787165,-0.08931649340188981,0.9044982381320308,0.8945510106341674,0.9145560768009935,8.374666920032383e-71,0.6409128894816506,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,KI,Kidney,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,600141,600141,278,123941,0.048352623592738314,2.6781404076800557e-4,0.04782770807283302,0.04887753911264361,1.0495406828867366,1.0489899072615008,1.0500917476985387,0,0.6409128894816506,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,KI,Kidney,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,600141,600141,278,123941,0.0704395516738613,0.005937681804929915,0.05880169533619867,0.08207740801152394,1.0729797076430316,1.0605649049186516,1.0855398360574948,1.839445714519713e-32,0.6409128894816506,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,KI,Kidney,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,600141,600141,278,123941,0.08762146161586068,0.013359266045164972,0.06143730016733734,0.11380562306438402,1.091574840835318,1.0633638217048909,1.1205342976915098,5.422323596388326e-11,0.6409128894816506,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,KI,Kidney,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,600141,600141,278,123941,0.1380291167421734,0.04376651393550248,0.05224674942858855,0.2238114840557583,1.14800897606892,1.0536356944460954,1.2508351948228689,0.001611811288081389,0.6409128894816506,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,KI,Kidney,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,600141,600141,278,123941,0.34911902701283165,0.16521418795617698,0.02529921861872475,0.6729388354069386,1.4178179389329768,1.0256219598022729,1.9599889498735943,0.0345896581158416,0.6409128894816506,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,KI,Kidney,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,600141,600141,278,123941,0.30501521651122115,0.030805555016927957,0.24463632867804236,0.36539410434439995,1.356645646262864,1.2771567634497838,1.4410818328617412,4.1087536492064973e-23,0.6409128894816506,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,KI,Kidney,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,600141,600141,278,123941,0.2933215018714787,0.04514674588044953,0.20483387994579763,0.3818091237971598,1.340873814581238,1.227321165369226,1.464932437703663,8.190016140876946e-11,0.6409128894816506,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,KI,Kidney,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,600141,600141,278,123941,0.21325980225957192,0.012289209554493787,0.1891729515327641,0.23734665298637975,1.2377061683355786,1.2082499030859182,1.2678805561857391,1.858466548201295e-67,0.6409128894816506,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,KI,Kidney,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,600141,600141,278,123941,0.37778334747709236,0.017031438408647986,0.3444017281961423,0.4111649667580424,1.4590468024599306,1.4111454185571812,1.5085742006271379,5.178855053580045e-109,0.6409128894816506,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,Kidney,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,-0.009874633840370609,0.008276855689484865,-0.026097270991760943,0.006348003311019727,0.9901739602751373,0.9742403196775329,1.0063681945861878,0.23285304884845057,0.6415020508929791,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,Kidney,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,-0.09717712675637738,0.00659050771513603,-0.110094521878044,-0.08425973163471076,0.907395267917615,0.8957494633733818,0.9191924817219463,3.3125242032422907e-49,0.6415020508929791,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,Kidney,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.04843524319362615,2.6884577447336134e-4,0.047908305475658365,0.04896218091159394,1.0496273991012526,1.0490744565307961,1.0501806331147845,0,0.6415020508929791,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,Kidney,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.0711994569724988,0.005953899028705541,0.05952981487623594,0.08286909906876166,1.0737953804860065,1.0613374041511647,1.0863995885222397,5.864008199978081e-33,0.6415020508929791,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,Kidney,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.08699333506618984,0.013390302782873427,0.06074834161175792,0.11323832852062175,1.0908894089883432,1.0626314604144909,1.1198988049711505,8.207834289164785e-11,0.6415020508929791,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,Kidney,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.14158105853844383,0.043883206610287495,0.055569973582280344,0.22759214349460732,1.1520938875226747,1.05714298656619,1.2555731273198045,0.0012539515917752693,0.6415020508929791,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,Kidney,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.3131341965273761,0.19313007838286503,-0.06540075710303933,0.6916691501577916,1.36770505998238,0.936692002174825,1.997046122693671,0.10493955218444011,0.6415020508929791,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,Kidney,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.3030093216249878,0.030887634431874245,0.24246955813851426,0.3635490851114613,1.3539270851840142,1.2743924536943638,1.4384254604465163,1.0191531856803576e-22,0.6415020508929791,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,Kidney,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.29867936712847143,0.04515335564585281,0.21017879006259993,0.38717994419434293,1.3480773162697062,1.2338986490532926,1.4728214931066377,3.721128884332993e-11,0.6415020508929791,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,Kidney,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.21271887111152704,0.012329180388672638,0.18855367754972868,0.2368840646733254,1.2370368355647914,1.2075018969901943,1.2672941850927624,1.0571299854158694e-66,0.6415020508929791,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,Kidney,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.379024175971984,0.01707429833821342,0.3455585512290857,0.41248980071488234,1.4608583529871302,1.412778808669697,1.5105741354528044,3.549348978654567e-109,0.6415020508929791,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,-0.01028465897566891,0.008673075719139249,-0.027283887385181838,0.006714569433844018,0.9897680472860576,0.9730849557655195,1.0067371626948838,0.23569556268651834,0.6415131501058156,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,-0.09668096648124098,0.007298871737713187,-0.11098675508715883,-0.08237517787532314,0.9078455931109002,0.8949506023932576,0.9209263826705832,4.758035890154523e-40,0.6415131501058156,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,o3_prior_10ppb,pollutant,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.0014954325806914674,0.00945407077279174,-0.017034546133980342,0.02002541129536328,1.0014965512975789,0.9831097214081108,1.0202272649937294,0.8743159910354856,0.6415131501058156,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.04843615029003189,2.6890663249204254e-4,0.04790909329034749,0.048963207289716294,1.0496283512149254,1.0490752830073884,1.050181710997764,0,0.6415131501058156,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.07119918355428922,0.005953898300253488,0.05952954288579239,0.08286882422278606,1.0737950868908364,1.0613371154775728,1.086399289929726,5.867148237997514e-33,0.6415131501058156,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.08690830534152304,0.013401021462507764,0.06064230327500782,0.11317430740803826,1.090796654905738,1.0625187867158217,1.1198271100986925,8.861411493494099e-11,0.6415131501058156,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.1415070138240999,0.04388566659240371,0.055491107302988604,0.22752292034521115,1.152008584218044,1.0570596169197304,1.2554862156018205,0.0012621613858593245,0.6415131501058156,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
