analysis,model_tier,model_type,organ,organ_label,term,term_type,exposure_label,exposure_window,endpoint,n,people,centers,adverse_events,coefficient,std_error,conf_low,conf_high,hazard_ratio,hr_conf_low,hr_conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,KI,Kidney,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.13440515242023823,0.031092440061498326,0.07346396989970151,0.19534633494077497,1.1438561618685825,1.0762297593071477,1.2157319640436701,1.540894122170967e-5,0.671751321555448,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,KI,Kidney,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.15340062468544854,0.045186444028234615,0.0648351943901087,0.24196605498078838,1.1657919304257722,1.0669831650820258,1.2737509545817136,6.866940051109072e-4,0.671751321555448,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,KI,Kidney,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.2504888755814629,0.012318530524123239,0.22634455575418133,0.2746331954087444,1.2846532988255552,1.2540076664069237,1.3160478539274336,6.392640491778558e-92,0.671751321555448,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,KI,Kidney,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.09898070950201229,0.01719645711014553,0.06527565356612705,0.13268576543789753,1.104045001775575,1.0674532311225942,1.1418911202917519,8.619260942960384e-9,0.671751321555448,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,KI,Kidney,kidney_no_dialysis_time,organ_severity,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,-0.435795071530169,0.007179617549706723,-0.44986712192759415,-0.42172302113274385,0.6467502498950836,0.6377128840508888,0.6559156890202869,0,0.671751321555448,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,KI,Kidney,kidney_dialysis_years,organ_severity,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.06170771112355215,0.0012741947979406532,0.05921028931958847,0.06420513292751584,1.0636514058139168,1.0609983339000029,1.0663111118481265,0,0.671751321555448,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,KI,Kidney,kidney_diabetes,organ_severity,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.5594577279293992,0.0062147543340639825,0.5472768094346337,0.5716386464241646,1.749723416848402,1.7285394604721467,1.7711669912536425,0,0.671751321555448,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,-0.039230731850676534,0.008733550361238442,-0.056348490558703876,-0.02211297314264919,0.9615288282238382,0.9452096818378011,0.9781297264199617,7.05717059096721e-6,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,-0.10568574071581073,0.007323026066729354,-0.12003887180660026,-0.0913326096250212,0.8997073450397568,0.886885961187539,0.9127140829183995,3.256140985081328e-47,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,o3_prior_10ppb,pollutant,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,-0.010397899333226119,0.009465741599499401,-0.028950752868244944,0.008154954201792707,0.9896559719443299,0.9714643051192172,1.00818829641392,0.2719962602157245,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.04605905081090989,2.8347436871005373e-4,0.04550344104823819,0.046614660573581594,1.0471362433755964,1.0465546058526354,1.0477182041518367,0,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.012551315540136356,0.005977652513369602,8.351166139319369e-4,0.024267514466340775,1.012630413884032,1.0008354654209028,1.0245643670228095,0.035754671826590805,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.019305488525769878,0.013436246945207701,-0.007029555486837216,0.04564053253837697,1.0194930444782453,0.9929950940460954,1.0466980894180264,0.1507687189156373,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.10220334979305411,0.043911462650691985,0.01613688299769782,0.1882698165884104,1.1076086808250765,1.0162677856666131,1.2071591829847856,0.019939370608137535,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.403380712460596,0.1931501265482667,0.02480646442599327,0.7819549604951987,1.4968766627947172,1.0251167047749126,2.185741128968757,0.036758973299684534,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.1356048974978978,0.031111512930531396,0.07462633215405627,0.19658346284173933,1.1452293212242148,1.077481455477642,1.217236910690284,1.3085372779209061e-5,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.15255856825301448,0.04519268226077488,0.06398091102189571,0.24113622548413324,1.1648106810235432,1.066072048341283,1.2726943969101996,7.361850060899795e-4,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.25127396985052264,0.012339981516747135,0.22708760607769826,0.27546033362334704,1.2856622687846329,1.2549398034786285,1.3171368577159,3.5909918909985914e-92,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.09856117816958808,0.017202254660255392,0.0648447590354875,0.13227759730368865,1.1035819174509078,1.0669933704464303,1.1414251318310027,1.0069740636005281e-8,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,kidney_no_dialysis_time,organ_severity,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,-0.43592016048354276,0.007180508338315433,-0.449993956826641,-0.4218463641404445,0.6466693536429492,0.6376320049308752,0.6558347913955858,0,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,kidney_dialysis_years,organ_severity,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.061732003876559936,0.0012743406068607224,0.05923429628711292,0.06422971146600695,1.0636772451486578,1.0610238055582957,1.0663373205389168,0,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,Kidney,kidney_diabetes,organ_severity,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,564179,564179,277,123299,0.5593596063482942,0.0062153701628174796,0.547177480829172,0.5715417318674164,1.7495517396430016,1.7283677755848037,1.7709953477072715,0,0.6716998577466177,age + sex + race + zcta_svi_proxy + strata(listing_center) + kidney_no_dialysis_time + kidney_dialysis_years + kidney_diabetes,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Unadjusted,Single-pollutant PM2.5,LI,Liver,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208792,208792,NA,42137,0.03801791485084592,0.008830043995537896,0.020711028619591645,0.055324801082100195,1.038749841760291,1.020926990325754,1.0568838359467265,1.6659531613945665e-5,0.5136740641538378,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Single-pollutant O3,LI,Liver,o3_prior_10ppb,pollutant,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208792,208792,NA,42137,-0.030047671836179478,0.010239258441032954,-0.050116618380604064,-0.009978725291754888,0.9703992717307134,0.9511185001336815,0.9900708969945856,0.00334025846818229,0.5064276891627377,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Single-pollutant NO2,LI,Liver,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,222766,222766,NA,42883,0.025311751011073046,0.007312789376459261,0.010978683833212894,0.0396448181889332,1.025634813379617,1.0110391707354287,1.0404411627801438,5.375752623120102e-4,0.5137312400533063,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2,LI,Liver,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208792,208792,NA,42137,0.0338870053665509,0.010436168424697141,0.013432115254144502,0.05434189547895729,1.0344677108241378,1.0135227313817865,1.0558455292648237,0.001165982965128081,0.514565478501112,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2,LI,Liver,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208792,208792,NA,42137,0.0064690417953057,0.008700879812486543,-0.010584682637167926,0.023522766227779324,1.0064900112391968,0.9894711379946096,1.0238016085819344,0.45718335807128607,0.514565478501112,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2 + O3,LI,Liver,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208792,208792,NA,42137,0.04870761238448706,0.01116065769610299,0.0268327233001252,0.07058250146884892,1.049913324203478,1.0271959624407272,1.0731331008357665,1.2757468853075623e-5,0.5131905322815741,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2 + O3,LI,Liver,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208792,208792,NA,42137,-0.006219758523585389,0.009321884852937907,-0.024490652835343685,0.012051135788172906,0.9937995441344359,0.9758068099027045,1.0121240433034975,0.50463089765203,0.5131905322815741,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2 + O3,LI,Liver,o3_prior_10ppb,pollutant,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208792,208792,NA,42137,-0.04198871556082498,0.01117391778221479,-0.06388959441396597,-0.020087836707683993,0.9588806009412509,0.9381085662394719,0.9801125796635622,1.714525791523893e-4,0.5131905322815741,None,model_based,none
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LI,Liver,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.024926882510483417,0.011519076350822305,0.0023494928628716993,0.047504272158095134,1.025240154797539,1.0023522550840773,1.048650681113212,0.03046700597082882,0.5517715235335523,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LI,Liver,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.023595746999081065,4.8127170582261815e-4,0.022652454455668734,0.024539039542493396,1.0238763291395374,1.0229109696126868,1.0248425997124553,0,0.5517715235335523,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LI,Liver,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,-0.09618614181600489,0.010078401244805453,-0.11593980825582358,-0.076432475376186207,0.9082949286645865,0.8905288241674575,0.9264154680328135,1.3770609741040057e-21,0.5517715235335523,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LI,Liver,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.22991116967783531,0.030470365543308616,0.17018925321295042,0.2896330861427202,1.2584882130506692,1.1855291953000435,1.3359372242086602,4.5089304080584476e-14,0.5517715235335523,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LI,Liver,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.1255110804077868,0.08019026935993512,-0.03166184753768603,0.28268400835325963,1.1337277310565093,0.9688341403438906,1.3266858739209022,0.11754399938675103,0.5517715235335523,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LI,Liver,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.43061917242014547,0.1348410817482802,0.16633065219351628,0.6949076926467747,1.5382096457430072,1.1809635253526247,2.0035241253961127,0.001405442546471407,0.5517715235335523,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LI,Liver,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.300513297743914,0.05635677942192752,0.19005401007693606,0.41097258541089193,1.3505518649137014,1.2093149110848316,1.50828400700496,9.695718998476699e-8,0.5517715235335523,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LI,Liver,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.26854826172031715,0.12865134114793705,0.016391633070360512,0.5207048903702738,1.308064104931222,1.0165267129383266,1.6832137127648001,0.03685097248035991,0.5517715235335523,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LI,Liver,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.15982129944735676,0.025349770304975323,0.11013574964960512,0.2095068492451084,1.173301182686897,1.1164296151016313,1.2330698206793387,2.888554238534798e-10,0.5517715235335523,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LI,Liver,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.3380838237192938,0.02820782314689353,0.2827964903513825,0.3933711570872051,1.4022580409634373,1.3268351105919443,1.4819683303145137,4.23471114888057e-33,0.5517715235335523,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LI,Liver,o3_prior_10ppb,pollutant,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.03357412132143108,0.01444667160664138,0.0052586449724139755,0.06188959767044819,1.0341440930122945,1.0052724959143056,1.0638448872905268,0.020125284402912183,0.5516978304288747,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LI,Liver,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.02354043246839003,4.800147287615536e-4,0.022599603600017386,0.024481261336762677,1.0238196954672523,1.0228569093212665,1.0247833878564814,0,0.5516978304288747,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LI,Liver,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,-0.09575943448348516,0.010077846376967164,-0.1155120133823408,-0.07600685558462952,0.9086825874732842,0.8909098693318978,0.9268098527142219,2.0594856412935762e-21,0.5516978304288747,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LI,Liver,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.22652261721343597,0.03049278282470016,0.16675676287702368,0.28628847154984827,1.254230976722811,1.1814668537567994,1.3314764929451608,1.0964620260388873e-13,0.5516978304288747,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LI,Liver,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.11879426721677809,0.08021572385066744,-0.03842855153053008,0.27601708596408625,1.1261382109058455,0.9623004571784957,1.31787038092094,0.13862391446692673,0.5516978304288747,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LI,Liver,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.4167654690040131,0.134852734878017,0.15245410864309983,0.6810768293649264,1.5170466767413526,1.1646890117090543,1.976004406562472,0.001998043780810586,0.5516978304288747,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LI,Liver,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.2870697611281705,0.056400339170332485,0.17652509635431884,0.3976144259020222,1.332517168134283,1.193064367949992,1.488270080870468,3.583302871864099e-7,0.5516978304288747,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LI,Liver,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.2657885502170922,0.12864870076162466,0.013637096724307851,0.5179400037098765,1.3044592019079722,1.0137305060555608,1.678566245444646,0.03882823411896969,0.5516978304288747,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LI,Liver,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.15336273251690394,0.02543577699749725,0.10350860960180933,0.20321685543199855,1.1657477568783776,1.1090553418488414,1.2253381606742122,1.6455915284731515e-9,0.5516978304288747,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LI,Liver,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.35294781245426776,0.028211936278622483,0.2976524173481677,0.4082432075603678,1.4232568652126778,1.346693619181248,1.5041729429196842,6.534165251157304e-36,0.5516978304288747,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LI,Liver,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,222559,222559,161,42847,-0.0031279133332199898,0.008989133214026975,-0.02074661443271286,0.01449078776627288,0.9968769734911745,0.9794671159599581,1.0145962882102009,0.7278656672374078,0.5486253327513047,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
