analysis,model_tier,model_type,organ,organ_label,exposure,exposure_label,exposure_window,endpoint,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LI,Liver,o3_prior_10ppb,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,1.0341440930122945,1.0052730189612624,1.0638443337684287,0.020125284402912183,0.5516978304288747,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LI,Liver,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,222559,222559,161,42847,0.9968769734911745,0.9794674330603013,1.0145959597369711,0.7278656672374078,0.5486253327513047,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LI,Liver,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,1.044468641570454,1.0167156190746258,1.0729792311216155,0.001543209652129775,0.5516289383827946,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LI,Liver,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.9736934792519352,0.953262779020188,0.9945620582314382,0.013741972345708542,0.5516289383827946,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LI,Liver,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,1.040044020184507,1.011901753661813,1.0689689587029438,0.005026747599271783,0.5517838721078496,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LI,Liver,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,0.9804523716537115,0.9582817631504086,1.003135914765924,0.09071045005421768,0.5517838721078496,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LI,Liver,o3_prior_10ppb,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208592,208592,158,42101,1.0249525787819398,0.9941084506852493,1.056753705320188,0.11389306766834213,0.5517838721078496,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LI,Liver,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208591,208591,158,42101,1.0420908772675694,1.0188120831496437,1.0659015675659071,3.47755414072045e-4,0.7355633261186557,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,LI,Liver,o3_prior_10ppb,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208591,208591,158,42101,1.0444981221409815,1.0154128880781854,1.0744164664099014,0.002515482836998041,0.7355339745819466,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant NO2,LI,Liver,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,222557,222557,161,42847,1.0086003525945597,0.9909671819208019,1.0265472861392608,0.34128493921194214,0.7394817222553979,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,LI,Liver,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208591,208591,158,42101,1.0560058591125876,1.0279385327761437,1.084839549178533,7.345133863683325e-5,0.7355495308964024,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,LI,Liver,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208591,208591,158,42101,0.9810939881035446,0.9604981471966734,1.0021314630353217,0.07785531202219455,0.7355495308964024,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LI,Liver,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208591,208591,158,42101,1.0483492789816007,1.0199639330484702,1.0775245821256056,7.478861936419836e-4,0.735605193989233,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LI,Liver,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208591,208591,158,42101,0.9929245524348055,0.9703777831724889,1.0159951968444962,0.5445850581670492,0.735605193989233,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LI,Liver,o3_prior_10ppb,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,208591,208591,158,42101,1.0424955032256427,1.011110083838143,1.0748551434876783,0.007621766111307925,0.735605193989233,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Unadjusted,Single-pollutant PM2.5,LU,Lung,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46843,46843,NA,5588,1.1097389635254047,1.0551450121699066,1.1671576446481193,5.221538277342486e-5,0.518609713925402,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Single-pollutant O3,LU,Lung,o3_prior_10ppb,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46843,46843,NA,5588,0.9698207655391371,0.9118959512776719,1.0314250391759006,0.32943628525466384,0.5047444286990961,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Single-pollutant NO2,LU,Lung,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50458,50458,NA,5681,1.1544106573037252,1.1053740280813242,1.2056226506512173,8.952198218962323e-11,0.5333272341773301,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2,LU,Lung,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46843,46843,NA,5588,1.0351372978100257,0.975635229466915,1.0982682799419947,0.25290339207034407,0.5308651482158702,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2,LU,Lung,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46843,46843,NA,5588,1.1239577780837566,1.0674986690067554,1.1834029620761812,8.830805900613316e-6,0.5308651482158702,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2 + O3,LU,Lung,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46843,46843,NA,5588,1.0452827764454133,0.9807040749610056,1.1141139418400763,0.17347329205045567,0.5316760824188722,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2 + O3,LU,Lung,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46843,46843,NA,5588,1.1163480979530742,1.057575127654276,1.1783872778547824,6.646795096473671e-5,0.5316760824188722,None,model_based,none
Initial-listing prior-year cause-specific Cox,Unadjusted,Multipollutant PM2.5 + NO2 + O3,LU,Lung,o3_prior_10ppb,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46843,46843,NA,5588,0.9731811527163181,0.9110900938808035,1.0395037355396455,0.4189902108569636,0.5316760824188722,None,model_based,none
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant PM2.5,LU,Lung,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.1497483619402376,1.0759423036290021,1.228617270020525,3.7510202816248535e-5,0.5279567209195573,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant O3,LU,Lung,o3_prior_10ppb,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,0.9703010041394214,0.891891761196912,1.0556034707288977,0.4831290560265037,0.5214161822108438,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Single-pollutant NO2,LU,Lung,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,1.1317560948018548,1.076224278957754,1.190153282326596,1.4236552542286075e-6,0.5322719818178069,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.0923281895114079,1.0103670903479436,1.1809379828378719,0.026477724288355528,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2,LU,Lung,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.0780674104526653,1.015606584031752,1.1443696405219241,0.013567639895150654,0.5316887251957079,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.092045821522682,1.0084706133273633,1.1825471764322266,0.03018852791724197,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.078441070934491,1.0121741946482188,1.149046428596754,0.019598123703860798,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LU,Lung,o3_prior_10ppb,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.001440538530566,0.9161298035424357,1.0946954769231412,0.9747210759432454,0.5317145268969257,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LU,Lung,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.4809208220241472,1.3848532046125352,1.5836526743773434,1.7678521554051326e-30,0.6549869682153849,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,LU,Lung,o3_prior_10ppb,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.0118206589571965,0.9283545912485535,1.102790954602467,0.7890630644812985,0.6527530030099418,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant NO2,LU,Lung,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,50401,50401,84,5675,1.3377235933671394,1.2706337251808977,1.408355828109571,1.5073846420105926e-28,0.6580422811242888,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,LU,Lung,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.3355145718294918,1.2354672791792063,1.443663625599102,3.282869647042975e-13,0.657192436019483,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,LU,Lung,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.1750183595766,1.1063355503635055,1.2479650905988167,1.534742753144915e-7,0.657192436019483,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LU,Lung,pm25_prior_5ug,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.317058544486234,1.216639050497926,1.4257665072432706,1.0034248013963881e-11,0.6572140016205008,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LU,Lung,no2_prior_10ppb,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.1976628529486701,1.123520451137024,1.2766979968023826,3.1659639728342635e-8,0.6572140016205008,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,LU,Lung,o3_prior_10ppb,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,46788,46788,84,5582,1.0837800762182996,0.990340244761337,1.1860360717652207,0.0802985620453791,0.6572140016205008,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
