year,month,rows,zips,dates,missing_values,zonal_mean_values,nearest_fill_values,mean,p01,p50,p99,output
2013,1,1032300,33300,31,0,1000680,31620,30.2672990072408,6.12306992929753,31.1000004634261,48.6857375063471,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_01.csv.gz
2013,2,932400,33300,28,0,903840,28560,36.9685842350569,17.2151977053227,37.284167222244,54.2434852665073,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_02.csv.gz
2013,3,1032300,33300,31,0,1000680,31620,44.1533034761976,24.950000371784,44.0881547398906,63.0518527913977,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_03.csv.gz
2013,4,999000,33300,30,0,968400,30600,47.0489566965883,23.7523717825093,48.0231855555088,66.1500009857118,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_04.csv.gz
2013,5,1032300,33300,31,0,1000680,31620,45.5793794680598,18.6266543624155,45.9100006841123,71.6288968730932,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_05.csv.gz
2013,6,999000,33300,30,0,968400,30600,43.3880846477152,17.4888010328042,43.5779244361012,71.3800065111158,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_06.csv.gz
2013,7,1032300,33300,31,0,1000680,31620,41.1645951579625,14.5511884656775,40.9852068396834,72.7717182272402,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_07.csv.gz
2013,8,1032300,33300,31,0,1000680,31620,41.4232700009393,17.3196055711752,41.1495666736455,68.3643638899955,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_08.csv.gz
2013,9,999000,33300,30,0,968400,30600,40.3995449961311,15.9917460041277,39.9666672622164,69.1000049207209,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_09.csv.gz
2013,10,1032300,33300,31,0,1000680,31620,32.4674500896475,9.93268906203575,31.8084314335719,58.7584636611257,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_10.csv.gz
2013,11,999000,33300,30,0,968400,30600,29.0044740811947,10.15454560586,29.1043780241717,46.9035987818154,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_11.csv.gz
2013,12,1032300,33300,31,0,1000680,31620,27.2313335450043,4.62857149754252,27.8189677696315,44.9675116884195,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2013_12.csv.gz
