year,month,rows,zips,dates,missing_values,zonal_mean_values,nearest_fill_values,mean,p01,p50,p99,output
2005,1,1032300,33300,31,0,1000680,31620,25.8489463271239,3.69130045026158,26.9688362761376,43.9560033000071,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_01.csv.gz
2005,2,932400,33300,28,0,903840,28560,31.205294183724,7.50000011175871,32.2000004798174,50.5000007525086,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_02.csv.gz
2005,3,1032300,33300,31,0,1000680,31620,41.1820113880756,18.1275833422224,41.3226278806386,62.2616505472534,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_03.csv.gz
2005,4,999000,33300,30,0,968400,30600,50.1453135231467,24.3463892101529,49.2000007331371,79.5901448779244,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_04.csv.gz
2005,5,1032300,33300,31,0,1000680,31620,49.5681904264512,21.7499974339268,49.9323459925242,77.50000115484,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_05.csv.gz
2005,6,999000,33300,30,0,968400,30600,51.0581938268712,17.3624979002308,51.1500007621944,88.4543760247222,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_06.csv.gz
2005,7,1032300,33300,31,0,1000680,31620,49.769360556149,17.0071272375529,50.1556416564682,85.6800061547803,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_07.csv.gz
2005,8,1032300,33300,31,0,1000680,31620,48.2696983699763,19.6000002920628,48.0343619597018,83.3000012412667,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_08.csv.gz
2005,9,999000,33300,30,0,968400,30600,47.2968534426086,17.6000002622604,46.5611513876776,81.0088274103342,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_09.csv.gz
2005,10,1032300,33300,31,0,1000680,31620,34.1360606349788,4.28620203431274,32.9432061642291,70.4000010490418,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_10.csv.gz
2005,11,999000,33300,30,0,968400,30600,30.3792134624813,10.4000001549721,29.8989836496639,52.82802046486,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_11.csv.gz
2005,12,1032300,33300,31,0,1000680,31620,23.6082837137766,3.63912807355091,23.4199489885073,44.750000666827,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2005_12.csv.gz
