year,month,rows,zips,dates,missing_values,zonal_mean_values,nearest_fill_values,mean,p01,p50,p99,output
2007,1,1032300,33300,31,0,1000680,31620,26.4009911164608,4.74838155743241,26.9843805931285,43.9763720086511,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_01.csv.gz
2007,2,932400,33300,28,0,903840,28560,33.4839739930721,10.8656698175782,33.5338935871303,55.3613646863348,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_02.csv.gz
2007,3,1032300,33300,31,0,1000680,31620,41.9768012437789,20.0000002980232,41.2621291820793,66.9021954413648,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_03.csv.gz
2007,4,999000,33300,30,0,968400,30600,47.2295315396713,23.8181821731004,46.8904234105178,74.043185627139,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_04.csv.gz
2007,5,1032300,33300,31,0,1000680,31620,52.4574017690142,23.6857146386589,52.0200007751584,83.2579733530691,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_05.csv.gz
2007,6,999000,33300,30,0,968400,30600,49.6338846069269,20.0878755934503,48.8259752832479,84.8322700813036,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_06.csv.gz
2007,7,1032300,33300,31,0,1000680,31620,46.7938410084852,17.260000257194,46.8298184871421,80.4500011987984,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_07.csv.gz
2007,8,1032300,33300,31,0,1000680,31620,48.5788813217033,16.2176374965636,48.8890321137847,84.212649375167,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_08.csv.gz
2007,9,999000,33300,30,0,968400,30600,44.8367654564838,15.0621470737078,44.2583339928339,80.54001145655,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_09.csv.gz
2007,10,1032300,33300,31,0,1000680,31620,35.5551951661625,11.5224995811474,34.6800005167723,64.7460885902099,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_10.csv.gz
2007,11,999000,33300,30,0,968400,30600,28.6758988193337,7.26697809570779,28.1506712411764,53.7333341340224,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_11.csv.gz
2007,12,1032300,33300,31,0,1000680,31620,25.7328521919114,2.30000003427267,26.2355684308905,44.1852591301162,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2007_12.csv.gz
