year,month,rows,zips,dates,missing_values,zonal_mean_values,nearest_fill_values,mean,p01,p50,p99,output
2014,1,1032300,33300,31,0,1000680,31620,32.9117731050222,10.7083314603796,33.7881360967028,47.2514098422509,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_01.csv.gz
2014,2,932400,33300,28,0,903840,28560,37.1935614875097,18.1249958841186,37.7048720186691,51.6466490005075,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_02.csv.gz
2014,3,1032300,33300,31,0,1000680,31620,42.1100763476926,23.6160000157714,41.7392931729419,59.1343769587571,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_03.csv.gz
2014,4,999000,33300,30,0,968400,30600,47.5761861576528,26.0987308309018,47.6250007096678,67.5957462244909,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_04.csv.gz
2014,5,1032300,33300,31,0,1000680,31620,46.831817767247,21.8333336586754,47.1376762335726,69.8250010404736,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_05.csv.gz
2014,6,999000,33300,30,0,968400,30600,42.2104005590618,18.9873668146477,42.1000006273389,71.6925971135007,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_06.csv.gz
2014,7,1032300,33300,31,0,1000680,31620,41.6958501313417,19.159747876621,41.6941182683496,68.7333440899001,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_07.csv.gz
2014,8,1032300,33300,31,0,1000680,31620,41.2729449823052,19.0500002838671,41.2304353969901,66.9789530104481,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_08.csv.gz
2014,9,999000,33300,30,0,968400,30600,37.1629602145875,15.0690932637358,36.5255520446787,65.8091012251308,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_09.csv.gz
2014,10,1032300,33300,31,0,1000680,31620,34.5335848328193,14.1600002110004,34.0611952767212,61.6913266498498,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_10.csv.gz
2014,11,999000,33300,30,0,968400,30600,31.2916662942663,14.7442075720562,31.1222226859795,48.5489393352249,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_11.csv.gz
2014,12,1032300,33300,31,0,1000680,31620,24.968007935229,6.60000009834766,25.3119338291832,42.2775527841796,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2014_12.csv.gz
