year,month,rows,zips,dates,missing_values,zonal_mean_values,nearest_fill_values,mean,p01,p50,p99,output
2022,1,1032300,33300,31,0,1000680,31620,32.807468087637,12.4188637621357,33.1074552408784,48.0570414587566,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_01.csv.gz
2022,2,932400,33300,28,0,903840,28560,37.3597320944416,15.1263121162378,37.776824287974,53.8256185976673,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_02.csv.gz
2022,3,1032300,33300,31,0,1000680,31620,42.6773535555497,23.1460879983468,42.6141705825072,63.1850053719097,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_03.csv.gz
2022,4,999000,33300,30,0,968400,30600,43.5048179386384,26.1363640258258,43.7578266837616,61.2500009126961,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_04.csv.gz
2022,5,1032300,33300,31,0,1000680,31620,43.2922094621447,20.1242918285998,43.6224126285933,65.5556783753068,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_05.csv.gz
2022,6,999000,33300,30,0,968400,30600,46.3501843006631,21.8400003254414,46.3388895793922,72.6812533978499,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_06.csv.gz
2022,7,1032300,33300,31,0,1000680,31620,42.8513727619265,20.2261534786507,42.5714292057923,69.3633373972306,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_07.csv.gz
2022,8,1032300,33300,31,0,1000680,31620,39.7909665076579,16.9421039260706,39.2000005841255,67.394742285173,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_08.csv.gz
2022,9,999000,33300,30,0,968400,30600,38.1612288635668,15.4408151730124,38.3000005707145,64.7813341517212,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_09.csv.gz
2022,10,1032300,33300,31,0,1000680,31620,36.9486141689523,14.8787845354367,37.1235486985568,60.904381859927,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_10.csv.gz
2022,11,999000,33300,30,0,968400,30600,31.0647629340566,14.0385505093312,30.9710530930836,47.8000007122755,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_11.csv.gz
2022,12,1032300,33300,31,0,1000680,31620,26.9336854308124,6.55000009760261,27.4897308001661,43.6117034033068,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/o3_zcta_daily/o3_zcta_daily_2022_12.csv.gz
