term,estimate,std.error,statistic,p.value,conf.low,conf.high
no2_prior_10ppb,1.00675389022911,0.00899931661175558,0.7479662266011985,0.45448052916254156,0.9891521157462442,1.0246688849538512
age,1.0200834933798555,4.748948842554677e-4,41.87132955132597,0,1.0191344649945244,1.021033405510077
sexM,0.9167055547686933,0.00999581710186502,-8.700534795621689,3.303237476181941e-18,0.898920755284761,0.934842219632109
raceBLACK,1.2833303922815376,0.030233588697702058,8.25104060237631,1.5702118701701823e-16,1.20949367658295,1.361674664068022
raceMULTI,1.1477535852899465,0.07979681666678776,1.726968990165224,0.08417323281250674,0.9815795110169401,1.3420596882479057
raceMissing,1.451947059405929,0.11491916380813517,3.2449370750404913,0.0011747657987751462,1.159128040317011,1.8187380427281912
raceNATIVE,1.316332361059498,0.055992017681573955,4.908723893044504,9.16709327320342e-7,1.1795193405027522,1.4690143902463881
racePACIFIC,1.2836624549573246,0.12768360305086326,1.9557506147486763,0.050494539077478605,0.9994621664483956,1.6486760115417978
raceWHITE,1.1621742456993358,0.02522027865673985,5.959196664837002,2.5348089998578113e-9,1.1061237235378538,1.221065011648851
zcta_svi_proxy,1.3903178793746453,0.028509458408917193,11.558704710135727,6.6707397007255515e-31,1.3147609992537566,1.4702168734895167
concurrent_listings,0.7597970680219631,0.04231740015765817,-6.491511673542104,8.49793249468276e-11,0.6993216555070341,0.825502227807051
no_open_listing,0.01955426836560891,0.13217322543549617,-29.76822024805566,1.0077111943537187e-194,0.015091608060510553,0.02533655855500118
