term,estimate,std.error,statistic,p.value,conf.low,conf.high
pm25_prior_5ug,0.9552151668530814,0.007132953040695169,-6.423518844463997,1.3315965131658836e-10,0.9419538573251681,0.9686631758982029
age,1.0442612487244523,2.703684753196808e-4,160.18767109103203,0,1.0437080282546083,1.0448147624304118
sexM,1.085586376384009,0.005960701518026576,13.776948874738755,3.507872560220892e-43,1.0729775274573958,1.0983433953022446
raceBLACK,1.090096320851723,0.013395143895098193,6.440099544006746,1.1939517026829933e-10,1.0618493528901523,1.119094705383686
raceMULTI,1.1582726258117952,0.04393335280042356,3.344378933963314,8.246701378240558e-4,1.0627097248107933,1.262428906391923
raceMissing,1.407365854773357,0.19313779326551342,1.7693055474463777,0.07684289817680898,0.9638463839604366,2.0549733672738904
raceNATIVE,1.379495947212561,0.03084106895855577,10.43148592664789,1.78081341687135e-25,1.2985792632224202,1.465454687497142
racePACIFIC,1.3273741796229717,0.0451708552104749,6.269588839472537,3.6200271026692376e-10,1.2149093200865013,1.450249976355691
raceWHITE,1.2581085912394483,0.012292607546794749,18.67866310861092,7.384552488735316e-78,1.228159131234313,1.288788388325331
zcta_svi_proxy,1.240587147102069,0.016829961547003496,12.809582046510549,1.4491298698164668e-37,1.2003325636606528,1.2821917159867695
concurrent_listings,0.4633268604122235,0.014894483013604028,-51.65150822984305,0,0.4499966403063939,0.4770519607286005
no_open_listing,2.618992527640046e-4,0.3783436218832648,-21.799100559792617,2.366208009141207e-105,1.2476351004267266e-4,5.497698692100265e-4
