term,estimate,std.error,statistic,p.value,conf.low,conf.high
o3_prior_10ppb,1.0611321930981166,0.008504330208095835,6.977203771289048,3.0111282434275396e-12,1.0435916403792838,1.0789675651483601
age,1.0443691791083152,2.701366409667294e-4,160.70773158309385,0,1.043816375756431,1.0449222752239011
sexM,1.086103223208237,0.005960256783466028,13.857836833254023,1.1406003421844135e-43,1.0734893069397937,1.0988653578917114
raceBLACK,1.0850103000886786,0.013405346798263978,6.086338633717269,1.1552197444968596e-9,1.0568739880649485,1.1138956626740053
raceMULTI,1.1576678804500968,0.04392970057221399,3.3327687569058337,8.598637747149795e-4,1.0621624769479265,1.2617607480136241
raceMissing,1.403193787070548,0.1931378858768033,1.75393301734561,0.07944198527138326,0.9609889337477455,2.0488818704651446
raceNATIVE,1.3723847212216,0.030864870942506246,10.255992958458261,1.1122687903997803e-24,1.291824891932784,1.4579683630531
racePACIFIC,1.3346002513145803,0.045177221132685616,6.388879230678722,1.6710596437640782e-10,1.221507905252413,1.4581631630463185
raceWHITE,1.2482347706537666,0.012335866686869605,17.974446011353077,3.089341443905205e-72,1.218417048877619,1.2787822068842047
zcta_svi_proxy,1.2357820699458852,0.01673638123159462,12.649330924408563,1.1283159810110098e-36,1.1959027269390379,1.276991255224042
concurrent_listings,0.4638810817667606,0.014889920188515595,-51.58704943843937,0,0.45053894548567075,0.47761832839808055
no_open_listing,2.6109329937134895e-4,0.37834335499063837,-21.807262204636206,1.9797411039129237e-105,1.2437963520073905e-4,5.48077752974563e-4
