term,estimate,std.error,statistic,p.value,conf.low,conf.high
pm25_prior_5ug,1.1293433812116866,0.03417133761029887,3.559602689426971,3.7141628134338675e-4,1.0561833469714867,1.2075710872963394
age,1.000681448918323,0.0011013294111126117,0.6185404934830606,0.5362191137526361,0.9985237415995852,1.0028438188211128
sexM,1.141079638487412,0.02797044100947576,4.718369134626522,2.3774282373027166e-6,1.0802082088534617,1.2053812688135177
raceBLACK,0.6480237827468527,0.08303866780430372,-5.224408013817354,1.7471315308665662e-7,0.5506914107768125,0.7625592387816157
raceMULTI,0.48934412101626096,0.26317397820832183,-2.71565341646164,0.0066145122159933945,0.29214622485625447,0.819650053294367
raceMissing,0.2218894935976374,0.7122788414573802,-2.1137449408836018,0.03453705785200567,0.054934337322759146,0.8962508654603912
raceNATIVE,0.8057180437410499,0.2192135995121745,-0.9854380376916843,0.32440895325731833,0.5243099933055578,1.238163632772061
racePACIFIC,1.0552056497981426,0.41825620113544293,0.12847550497670474,0.8977726817608636,0.4648542265259556,2.3952863066068075
raceWHITE,0.6520621684250029,0.07257086243240553,-5.892383760138382,3.806638611056529e-9,0.5656093417808735,0.7517292238356286
zcta_svi_proxy,1.2198051652194544,0.08048044177558396,2.4688128067923607,0.01355621124522743,1.0418024916582218,1.4282214268155111
concurrent_listings,0.650486035640144,0.17621554558105568,-2.440394500719982,0.014671230526160067,0.4605142075902401,0.9188252514009912
no_open_listing,0.0029180299504356754,0.48347344214583954,-12.072734624262692,1.471613405431235e-33,0.0011312443029908607,0.007527020263551702
