term,estimate,std.error,robust.se,statistic,p.value
no2_prior_10ppb,-0.06323293177978652,0.02849429751515543,0.02842872227285218,-2.224262180089972,0.02613080968139205
age,0.0286009366107655,9.903651486918954e-4,0.0010370563836044901,27.578960086391263,1.989803376699224e-167
sexM,-0.1798546079663663,0.020693283233993418,0.02059609350090727,-8.73246220009846,2.4918754482664843e-18
raceBLACK,0.029415153207933108,0.060678975377883915,0.061101161758017296,0.4814172490603003,0.6302199797860527
raceMULTI,-0.022215533968183238,0.15562530719082054,0.15195657141976993,-0.14619659920342834,0.8837661901596462
raceNATIVE,0.15316200811283243,0.10966760030885428,0.11154401272071562,1.3731082859312236,0.16971868552642075
racePACIFIC,-0.469774207756516,0.32024184435796094,0.31536922575193604,-1.4896006629576224,0.13632926760302594
raceWHITE,0.03585272542904769,0.04970021870852241,0.05007965011203869,0.7159140558857264,0.4740444187479509
zcta_svi_proxy,0.47770509923040955,0.059351995280757096,0.05924214736910041,8.063602020604195,7.407865278654643e-16
