term,estimate,std.error,robust.se,statistic,p.value
o3_prior_10ppb,0.03161574134350942,0.035580035095210766,0.03567899521136523,0.8861163593933975,0.37555482837919985
age,0.028611565998692034,9.903709400554974e-4,0.0010370863090479947,27.5884135670023,1.532548681829893e-167
sexM,-0.17995468412745522,0.020694483738614253,0.020599831771924784,-8.735735617642902,2.420755588599339e-18
raceBLACK,0.029018434716220388,0.06072474899874457,0.06114337687960083,0.4745965335437952,0.6350745775020328
raceMULTI,-0.011339385192440236,0.15554342664298126,0.15187386926710253,-0.07466317442994432,0.9404827084046053
raceNATIVE,0.17239848921413764,0.10927928733498671,0.11100649930544215,1.5530486078997152,0.12041152245409827
racePACIFIC,-0.4625521692547323,0.3202353727492705,0.3154795601402422,-1.4661874419030854,0.14259722886121487
raceWHITE,0.04354964604517839,0.04961690492007054,0.050032971632107515,0.8704189382433444,0.3840715008477979
zcta_svi_proxy,0.4488716202064238,0.05759851441172255,0.057530215410605004,7.802362932291049,6.075860738980227e-15
