term,estimate,std.error,statistic,p.value
no2_prior_10ppb,0.027138815289336475,0.06057897471929435,0.4479906669779406,0.6541599322790683
age,0.007701908430038842,0.0014860349824743148,5.182858089393575,2.1851129657881846e-7
sexM,0.006602305396884817,0.04669149686258809,0.14140273584107266,0.8875517930988643
raceBLACK,-0.2503783025076352,0.127424918348665,-1.964908479066397,0.04942483118473488
raceMULTI,-0.04860412376849266,0.24459184782531634,-0.19871522375187647,0.8424855146817376
raceNATIVE,-0.1858069005298221,0.3613579715917799,-0.5141906783219523,0.6071186843695326
racePACIFIC,0.41584034339568215,0.34225906157598374,1.214987096268196,0.22437101291720962
raceWHITE,-0.17777795845187527,0.12151922534583018,-1.4629615844401493,0.14347789092107943
zcta_svi_proxy,0.22655511885982282,0.1191818499215427,1.9009196367480774,0.05731253959598278
