term,estimate,std.error,statistic,p.value
o3_prior_10ppb,0.04940182405668323,0.08669450555867356,0.5698380045924457,0.5687875763276821
age,0.007687084407670463,0.0014856729887348864,5.174142941251386,2.2895949737687157e-7
sexM,0.00586053702507719,0.04669220974839832,0.1255142358148561,0.9001164556107812
raceBLACK,-0.2535742271427225,0.12744113706570565,-1.9897360693822561,0.046620017154034306
raceMULTI,-0.057316299424533264,0.24440069250710503,-0.23451774557826593,0.8145830582921211
raceNATIVE,-0.20477938516622907,0.361346227670176,-0.5667123923959833,0.5709095999834793
racePACIFIC,0.4141200451654741,0.34227392529357487,1.2099082476419303,0.22631410208556701
raceWHITE,-0.185800508164169,0.12119128631534981,-1.5331177167366687,0.1252468531906043
zcta_svi_proxy,0.2470659127184261,0.11662720490586144,2.118424366920664,0.03413914404006487
