term,estimate,std.error,robust.se,statistic,p.value
o3_prior_10ppb,-0.04277728545935729,0.09689781149548883,0.09983092339217527,-0.4284973433663558,0.6682890673046082
age,0.004136070887913572,0.0022270664916341403,0.0023044822966889218,1.7947939517071905,0.07268653482566871
sexM,-0.25285710674374356,0.05394851600232149,0.05408967715398589,-4.674775669743675,2.9427510917719e-6
raceBLACK,-0.5023792214395515,0.14072442860644208,0.13849713025540825,-3.6273619569812987,2.86331769540264e-4
raceMULTI,-0.9055632078372852,0.5163308739316832,0.5123434154391068,-1.7674926241828777,0.07714576317614286
raceNATIVE,0.1697955689175766,0.31646785689555706,0.3112419673328804,0.545542011485798,0.5853807945817131
racePACIFIC,-0.9715950089032052,1.014594250933213,1.0544658446007313,-0.921409653881293,0.35683659044030963
raceWHITE,-0.7021009972013996,0.12039891245090033,0.1191977205140143,-5.89022167683863,3.8567791297073845e-9
zcta_svi_proxy,0.18131884512840388,0.15477745243363836,0.1548746719249173,1.17074562854478,0.2417010385941211
