term,estimate,std.error,robust.se,statistic,p.value
no2_prior_10ppb,0.21109512191189367,0.07183784959746571,0.07190993380476815,2.9355488281355715,0.0033295820469878027
age,0.004275536768726117,0.002225391049439035,0.002301334317850136,1.8578512194265826,0.06319014522902604
sexM,-0.2480927569814803,0.053978784121728234,0.054153531465664796,-4.581284918395021,4.621277276736935e-6
raceBLACK,-0.492322487955509,0.14059005993343818,0.13857386202678815,-3.552780306147032,3.8118266640782187e-4
raceMULTI,-0.8728140731914035,0.5163778452130282,0.5127626907867933,-1.7021793684952784,0.08872174910110989
raceNATIVE,0.24762372373355981,0.3174981978557141,0.31230814965953785,0.7928826833481815,0.42784617727894236
racePACIFIC,-0.9695538763819082,1.0153427953531438,1.0578570520925885,-0.9165263628615942,0.3593908867646238
raceWHITE,-0.6589389209710943,0.12102470832801064,0.12024306968949759,-5.480057376052236,4.2518792971016626e-8
zcta_svi_proxy,0.07980621292102529,0.15832139383011162,0.15788284065245414,0.5054774324506985,0.6132235451674812
