term,estimate,std.error,statistic,p.value
o3_prior_10ppb,0.03822044588572972,0.03572116974752242,1.0699662456709063,0.2846345024804945
age,0.024449001765770948,0.0010122660087142983,24.152743997424324,6.987056789377277e-129
sexM,-0.15345901044647978,0.0207805321420043,-7.384748831156665,1.5274144900537927e-13
raceBLACK,0.07115567695720362,0.06080850099920592,1.1701600234831118,0.24193657708653676
raceMULTI,0.013027063045916436,0.15713665304950516,0.08290276516079492,0.9339288553319027
raceNATIVE,0.19944084790528144,0.10943573576694715,1.822447178771731,0.06838716154212944
racePACIFIC,-0.3759286248531032,0.32073265806008855,-1.172093378725012,0.24115956798031332
raceWHITE,0.05648988882524938,0.049672492366501016,1.137246917437668,0.25543507854840375
zcta_svi_proxy,0.35430612829692465,0.057744209629897014,6.135786264420233,8.473902431553511e-10
