term,estimate,std.error,statistic,p.value
pm25_prior_5ug,0.12818486736849732,0.07946006500688482,1.6131986219416097,0.1067013627609347
age,0.007672126213530387,0.0014856236759041718,5.164246059057333,2.4140996348062165e-7
sexM,0.006338160027908075,0.046685248786990194,0.13576365538560295,0.8920081237755804
raceBLACK,-0.24662725724116177,0.1274463543124327,-1.9351456428212845,0.052972425877649006
raceMULTI,-0.0493608265950487,0.24431149180087272,-0.20204054353399178,0.8398850285493532
raceNATIVE,-0.1875271569282197,0.36085996304848417,-0.5196673949196854,0.6032954158984423
racePACIFIC,0.41260044529368994,0.3422171611505623,1.2056684822774324,0.2279453422340684
raceWHITE,-0.17523518318142922,0.12115095234716744,-1.4464201872658766,0.14805938307797448
zcta_svi_proxy,0.21909010159891992,0.11642255572200433,1.881852706635876,0.05985601722220158
