term,estimate,std.error,statistic,p.value
o3_prior_10ppb,-0.05617242546649958,0.09690090917689671,-0.5796893542449064,0.5621241237035097
age,0.012834047815702796,0.0023267419157250897,5.515888001572053,3.4702321453933845e-8
sexM,0.09703280147925764,0.05454942731277357,1.7788051361730053,0.07527171484644132
raceBLACK,-0.5066046798854807,0.14146332109234996,-3.5811733810120256,3.4205456011258967e-4
raceMULTI,-0.9300066999400242,0.5185739436747256,-1.7933926516820304,0.07291016174294848
raceNATIVE,0.03264118399467254,0.3207306820550721,0.10177131724824438,0.9189381929321341
racePACIFIC,-1.3404434247717496,1.0182035778641396,-1.3164788004217827,0.18801338924024186
raceWHITE,-0.6882532482071897,0.12128746117068018,-5.674562247111879,1.3904375189745121e-8
zcta_svi_proxy,0.09169983555832714,0.1551498191681375,0.5910405571207986,0.5544932467690616
