zip,waitlist_candidates,waitlist_episodes,count_bin
78758,130,133,100-249
78759,87,91,50-99
78760,1,1,<50
78761,1,1,<50
78762,1,1,<50
78763,1,1,<50
78764,1,1,<50
78766,1,1,<50
78767,1,1,<50
78768,1,2,<50
78776,1,1,<50
78781,1,1,<50
78783,1,1,<50
78789,1,1,<50
78801,106,106,100-249
78802,11,11,<50
78806,1,1,<50
78822,1,1,<50
78827,16,18,<50
78829,9,9,<50
78830,5,6,<50
78832,16,19,<50
78833,7,7,<50
78834,46,47,<50
78836,1,1,<50
78837,3,3,<50
78838,2,2,<50
78839,54,55,50-99
78840,249,255,100-249
78841,7,7,<50
78842,7,7,<50
78843,1,1,<50
78850,6,6,<50
78852,284,290,250-499
78853,32,32,<50
78854,1,1,<50
78857,1,1,<50
78858,1,1,<50
78859,1,1,<50
78860,3,3,<50
78861,62,66,50-99
78870,8,8,<50
78872,8,8,<50
78873,9,9,<50
78877,3,3,<50
78880,6,6,<50
78881,10,11,<50
78882,2,2,<50
78884,6,7,<50
78885,2,2,<50
78886,4,4,<50
78901,1,1,<50
78903,1,1,<50
78904,1,1,<50
78931,1,1,<50
78932,3,3,<50
78933,2,2,<50
78934,20,23,<50
78935,5,5,<50
78938,2,2,<50
78939,1,1,<50
78940,2,2,<50
78941,9,9,<50
78942,34,35,<50
78943,2,2,<50
78944,2,2,<50
78945,26,27,<50
78946,1,1,<50
78947,13,15,<50
78948,1,1,<50
78949,1,1,<50
78950,4,4,<50
78951,1,1,<50
78953,5,5,<50
78954,1,1,<50
78956,8,9,<50
78957,29,29,<50
78959,5,5,<50
78960,1,1,<50
78961,1,1,<50
78962,13,13,<50
78963,4,4,<50
79001,1,1,<50
79005,4,4,<50
79007,38,39,<50
79008,4,4,<50
79009,10,10,<50
79012,1,1,<50
79013,7,7,<50
79014,3,3,<50
79015,33,34,<50
79020,1,1,<50
79021,1,1,<50
79022,20,21,<50
79023,1,1,<50
79024,3,3,<50
79027,11,11,<50
79029,30,32,<50
79031,8,9,<50
79035,13,13,<50
79036,11,11,<50
79040,3,3,<50
79041,11,11,<50
79042,2,2,<50
79044,1,2,<50
79045,68,69,50-99
79046,1,1,<50
79052,3,3,<50
79057,3,4,<50
79058,1,1,<50
79059,1,1,<50
79063,5,6,<50
79064,9,9,<50
79065,46,47,<50
79066,1,1,<50
79067,1,1,<50
79068,6,7,<50
79069,1,1,<50
79070,15,16,<50
79072,90,93,50-99
79073,2,2,<50
79074,1,1,<50
79079,9,9,<50
79080,2,2,<50
79081,13,13,<50
79083,4,4,<50
79084,6,6,<50
79086,6,6,<50
79087,1,1,<50
79088,17,18,<50
79091,1,1,<50
79092,3,4,<50
79093,1,1,<50
79095,5,5,<50
79096,6,6,<50
79097,2,2,<50
79098,1,1,<50
79101,7,7,<50
79102,26,26,<50
79103,31,31,<50
79104,12,12,<50
79105,1,1,<50
79106,77,79,50-99
79107,99,100,50-99
79108,36,38,<50
79109,99,101,50-99
79110,54,56,50-99
79111,1,1,<50
79114,3,3,<50
79116,2,3,<50
79117,2,2,<50
79118,53,54,50-99
79119,36,39,<50
79120,2,2,<50
79121,16,16,<50
79124,30,30,<50
79137,1,1,<50
79145,1,1,<50
79150,1,1,<50
79158,1,1,<50
79159,2,2,<50
79163,1,1,<50
79201,13,13,<50
79207,1,1,<50
79225,1,1,<50
79226,7,7,<50
79227,4,4,<50
79232,1,1,<50
79233,1,1,<50
79235,18,19,<50
79239,1,1,<50
79241,5,5,<50
79244,1,1,<50
79245,12,12,<50
79248,1,1,<50
79250,5,6,<50
79252,6,8,<50
79255,1,1,<50
79256,3,3,<50
79258,1,1,<50
79261,1,1,<50
79309,1,1,<50
79311,12,13,<50
79312,4,4,<50
79313,11,11,<50
79316,36,36,<50
79322,6,6,<50
79323,37,41,<50
79325,5,5,<50
79329,17,17,<50
79331,37,39,<50
79336,46,48,<50
79338,1,1,<50
79339,18,18,<50
79342,1,1,<50
79343,7,7,<50
79344,1,1,<50
79345,4,4,<50
79346,9,11,<50
79347,15,15,<50
79350,4,4,<50
79351,2,2,<50
79355,3,3,<50
79356,14,15,<50
79357,4,5,<50
79358,3,3,<50
79359,10,10,<50
79360,30,31,<50
79363,19,19,<50
79364,28,28,<50
79366,5,5,<50
79367,4,4,<50
79369,1,1,<50
79370,3,3,<50
79371,2,2,<50
79372,4,4,<50
79373,9,9,<50
79376,1,1,<50
79377,2,2,<50
79379,1,1,<50
79381,2,2,<50
79382,21,22,<50
79383,1,1,<50
79389,1,1,<50
79401,17,18,<50
79402,1,1,<50
79403,74,75,50-99
79404,49,50,<50
79407,49,49,<50
79408,2,2,<50
79409,1,1,<50
79410,19,19,<50
79411,26,27,<50
79412,58,63,50-99
79413,65,65,50-99
79414,49,49,<50
79415,45,46,<50
79416,88,92,50-99
79423,116,120,100-249
79424,127,137,100-249
79452,2,2,<50
79464,1,1,<50
79490,2,3,<50
79493,2,2,<50
79501,11,12,<50
79502,4,4,<50
79504,7,7,<50
79505,1,1,<50
79506,1,1,<50
79508,3,3,<50
79510,18,19,<50
79511,5,5,<50
79512,10,10,<50
79520,5,5,<50
79521,12,15,<50
79525,8,8,<50
79526,4,4,<50
79527,1,1,<50
79529,4,5,<50
79530,2,2,<50
79532,4,4,<50
79533,1,1,<50
79535,1,1,<50
79536,17,17,<50
79537,1,1,<50
79540,1,1,<50
79541,1,1,<50
79543,2,3,<50
79545,9,9,<50
79546,2,3,<50
79549,56,61,50-99
79550,7,7,<50
79553,10,10,<50
79556,25,25,<50
79561,1,1,<50
79562,15,18,<50
79563,3,3,<50
79566,1,1,<50
79567,10,10,<50
79577,1,1,<50
79601,47,48,<50
79602,60,64,50-99
79603,75,79,50-99
79604,3,3,<50
79605,78,81,50-99
79606,48,51,<50
79607,2,2,<50
79608,1,1,<50
79666,1,1,<50
79669,1,1,<50
79699,1,1,<50
79701,102,102,100-249
79702,3,3,<50
79703,73,75,50-99
79704,2,2,<50
79705,96,99,50-99
79706,68,70,50-99
79707,74,74,50-99
79708,6,6,<50
79710,1,1,<50
79712,5,5,<50
79713,1,1,<50
79714,49,51,<50
79720,79,81,50-99
79721,3,4,<50
79730,4,4,<50
79731,14,14,<50
79734,5,5,<50
79735,37,41,<50
79736,1,1,<50
79739,1,1,<50
79741,1,1,<50
79742,2,2,<50
79743,1,1,<50
79744,5,5,<50
79745,14,16,<50
79752,4,4,<50
79754,1,2,<50
79755,2,2,<50
79756,36,37,<50
79757,1,1,<50
79758,7,7,<50
79760,3,3,<50
79761,101,102,100-249
79762,118,119,100-249
79763,121,124,100-249
79764,76,82,50-99
79765,35,37,<50
79766,21,22,<50
79769,1,1,<50
79772,52,52,50-99
79781,1,1,<50
79782,19,20,<50
79783,4,4,<50
79788,1,1,<50
79789,2,2,<50
79821,21,22,<50
79830,11,12,<50
79831,4,4,<50
79834,2,2,<50
79835,47,51,<50
79836,18,18,<50
79837,1,1,<50
79838,23,24,<50
79839,3,3,<50
79842,3,3,<50
79843,3,3,<50
79845,7,7,<50
79848,1,1,<50
79849,45,46,<50
79851,2,2,<50
79853,11,11,<50
79854,1,1,<50
79855,5,5,<50
79860,1,1,<50
79865,1,1,<50
79901,32,34,<50
79902,60,63,50-99
79903,56,58,50-99
79904,89,92,50-99
79905,112,114,100-249
79906,4,4,<50
79907,183,190,100-249
79908,2,2,<50
79909,1,1,<50
79911,10,11,<50
79912,186,192,100-249
79913,4,4,<50
79915,129,135,100-249
79917,1,1,<50
79918,1,1,<50
79921,2,2,<50
79922,31,31,<50
79924,170,174,100-249
79925,108,113,100-249
79927,125,129,100-249
79928,162,166,100-249
79929,1,1,<50
79930,93,95,50-99
79931,1,1,<50
79932,66,68,50-99
79934,71,73,50-99
79935,67,72,50-99
79936,384,400,250-499
79937,1,1,<50
79938,152,159,100-249
79946,1,1,<50
79949,1,1,<50
79951,1,1,<50
79953,1,1,<50
79984,1,1,<50
79998,1,2,<50
79999,1,1,<50
80001,1,1,<50
80002,47,48,<50
80003,127,129,100-249
80004,113,116,100-249
80005,69,72,50-99
80007,21,23,<50
80010,136,139,100-249
80011,198,200,100-249
80012,196,202,100-249
80013,236,238,100-249
80014,146,148,100-249
80015,173,178,100-249
80016,133,137,100-249
80017,114,117,100-249
80018,44,44,<50
80019,12,13,<50
80020,144,147,100-249
80021,94,94,50-99
80022,192,198,100-249
80023,50,50,50-99
80024,1,1,<50
80026,63,65,50-99
80027,53,56,50-99
80028,2,2,<50
80030,59,61,50-99
80031,126,133,100-249
80033,83,90,50-99
80034,3,3,<50
80035,1,1,<50
80036,1,1,<50
80037,1,1,<50
80038,2,2,<50
80040,3,3,<50
80041,2,2,<50
80042,1,1,<50
80044,4,5,<50
80045,4,4,<50
80046,4,5,<50
80047,3,3,<50
80063,1,1,<50
80100,1,1,<50
80101,2,3,<50
80102,8,8,<50
80103,6,6,<50
80104,68,69,50-99
80105,6,6,<50
80106,11,12,<50
80107,31,32,<50
80108,53,53,50-99
80109,45,47,<50
80110,71,76,50-99
80111,65,66,50-99
80112,90,90,50-99
80113,53,54,50-99
80116,8,8,<50
80117,11,11,<50
80118,16,16,<50
80120,70,71,50-99
80121,47,49,<50
80122,79,81,50-99
80123,126,132,100-249
80124,44,44,<50
80125,24,25,<50
80126,88,92,50-99
80127,115,123,100-249
80128,80,84,50-99
80129,47,48,<50
80130,63,66,50-99
80131,1,1,<50
80132,48,48,<50
80133,3,3,<50
80134,153,159,100-249
80135,9,9,<50
80136,25,25,<50
80137,2,2,<50
80138,66,69,50-99
80150,3,3,<50
80151,1,1,<50
80155,1,1,<50
80158,1,1,<50
80160,2,3,<50
80161,1,1,<50
80162,1,1,<50
80198,1,1,<50
80201,3,3,<50
80202,28,29,<50
80203,36,36,<50
80204,130,131,100-249
80205,102,102,100-249
80206,51,52,50-99
80207,86,88,50-99
80209,35,36,<50
80210,65,66,50-99
80211,74,75,50-99
80212,59,63,50-99
80213,1,1,<50
80214,87,90,50-99
80215,52,53,50-99
80216,49,49,<50
80217,1,1,<50
80218,39,41,<50
80219,209,212,100-249
80220,88,90,50-99
80221,143,146,100-249
80222,54,55,50-99
80223,77,79,50-99
80224,56,56,50-99
80225,2,2,<50
80226,87,88,50-99
80227,105,110,100-249
80228,65,65,50-99
80229,177,180,100-249
80230,27,28,<50
80231,88,92,50-99
80232,79,83,50-99
80233,145,150,100-249
80234,69,72,50-99
80235,22,23,<50
80236,49,49,<50
80237,57,58,50-99
80238,36,37,<50
80239,181,185,100-249
80241,109,110,100-249
80245,1,1,<50
80246,25,25,<50
80247,80,83,50-99
80249,100,100,100-249
80250,2,2,<50
80260,91,94,50-99
80301,58,58,50-99
80302,27,27,<50
80303,28,28,<50
80304,41,41,<50
80305,21,22,<50
80306,5,5,<50
80307,1,1,<50
80308,4,4,<50
80310,1,1,<50
80314,1,1,<50
80321,2,2,<50
80401,86,87,50-99
80402,1,1,<50
80403,44,46,<50
80420,1,1,<50
80421,20,20,<50
80422,8,8,<50
80423,2,2,<50
80424,15,15,<50
80427,1,1,<50
80428,1,1,<50
80430,1,1,<50
80433,25,25,<50
80434,1,1,<50
80435,9,9,<50
80436,2,2,<50
80437,2,2,<50
80438,2,2,<50
80439,49,50,<50
80440,1,2,<50
80442,2,2,<50
80443,7,8,<50
80444,1,1,<50
80446,10,10,<50
80447,2,2,<50
80449,2,2,<50
80450,1,1,<50
80451,2,2,<50
80452,10,11,<50
80454,3,3,<50
80455,2,2,<50
80456,2,2,<50
80457,3,3,<50
80459,4,4,<50
80461,17,17,<50
80463,1,1,<50
80465,42,44,<50
80466,7,7,<50
80467,4,4,<50
80469,1,1,<50
80470,7,7,<50
80474,2,2,<50
80475,1,1,<50
80477,9,9,<50
80481,2,2,<50
80482,1,1,<50
80483,3,3,<50
80487,5,5,<50
80488,1,1,<50
80497,1,1,<50
80498,4,4,<50
80500,1,1,<50
80501,150,153,100-249
80502,2,2,<50
80503,85,88,50-99
80504,113,115,100-249
80505,1,1,<50
80510,1,1,<50
80512,7,7,<50
80513,39,39,<50
80514,15,15,<50
80515,2,2,<50
80516,63,65,50-99
80517,17,20,<50
80520,8,8,<50
80521,33,35,<50
80522,4,4,<50
80524,64,65,50-99
80525,95,98,50-99
80526,65,69,50-99
80528,49,51,<50
80530,16,16,<50
80531,1,1,<50
80532,2,2,<50
80533,2,2,<50
80534,29,29,<50
80535,7,7,<50
80536,3,3,<50
80537,129,133,100-249
80538,98,101,50-99
80539,4,4,<50
80540,12,12,<50
80542,6,6,<50
80543,15,15,<50
80544,2,2,<50
80545,1,1,<50
80546,1,1,<50
80547,10,10,<50
80549,24,24,<50
80550,69,70,50-99
80601,108,112,100-249
80602,78,79,50-99
80603,43,43,<50
80610,13,13,<50
80611,1,1,<50
80612,1,1,<50
80614,1,1,<50
80615,15,16,<50
80620,54,54,50-99
80621,48,50,<50
80622,2,2,<50
80623,2,2,<50
80631,131,135,100-249
80632,1,1,<50
80633,3,3,<50
80634,155,159,100-249
80640,40,42,<50
80642,10,11,<50
80643,10,10,<50
80644,12,12,<50
80645,8,8,<50
80647,1,1,<50
80648,4,4,<50
80649,1,1,<50
80650,5,5,<50
80651,14,15,<50
80652,2,2,<50
80653,1,1,<50
80654,10,11,<50
80681,1,1,<50
80701,42,45,<50
80705,3,3,<50
80717,1,1,<50
80720,4,5,<50
80722,1,1,<50
80723,17,17,<50
80726,1,1,<50
80728,2,2,<50
80729,1,1,<50
80731,5,5,<50
80733,4,4,<50
80734,8,8,<50
80736,2,2,<50
80737,1,1,<50
80741,3,3,<50
80742,1,1,<50
80745,1,1,<50
80746,1,1,<50
80747,1,1,<50
80748,1,1,<50
80751,36,37,<50
80758,8,8,<50
80759,7,8,<50
80801,1,1,<50
80807,12,12,<50
80808,17,18,<50
80809,3,3,<50
80810,2,2,<50
80812,2,3,<50
80813,2,2,<50
80814,2,2,<50
80815,2,2,<50
80816,11,11,<50
80817,55,56,50-99
80818,3,3,<50
80819,3,4,<50
80821,1,1,<50
80822,2,2,<50
80824,1,1,<50
80828,6,6,<50
80829,16,17,<50
80831,71,73,50-99
80832,2,2,<50
80834,2,3,<50
80835,1,1,<50
80836,1,1,<50
80840,4,4,<50
80863,12,12,<50
80864,7,7,<50
80866,3,3,<50
80901,4,4,<50
80902,6,6,<50
80903,34,36,<50
80904,41,41,<50
80905,30,32,<50
80906,88,89,50-99
80907,75,78,50-99
80908,38,43,<50
80909,84,86,50-99
80910,94,96,50-99
80911,82,86,50-99
80912,1,1,<50
80913,2,2,<50
80914,2,2,<50
80915,63,65,50-99
80916,92,93,50-99
80917,79,79,50-99
80918,112,114,100-249
80919,71,74,50-99
80920,78,80,50-99
80921,46,47,<50
80922,86,89,50-99
80923,55,56,50-99
80924,15,15,<50
80925,32,33,<50
80926,2,2,<50
80927,8,8,<50
80928,4,4,<50
80929,2,2,<50
80931,2,3,<50
80932,1,1,<50
80933,2,2,<50
80934,1,1,<50
80935,1,1,<50
80937,2,2,<50
80938,2,2,<50
80939,2,2,<50
80949,3,3,<50
80951,6,6,<50
80960,1,1,<50
80962,3,3,<50
80970,1,1,<50
80971,1,1,<50
80992,1,1,<50
81001,100,101,100-249
81002,3,3,<50
81003,54,55,50-99
81004,86,87,50-99
81005,89,91,50-99
81006,43,43,<50
81007,90,92,50-99
81008,41,42,<50
81019,8,8,<50
81020,4,4,<50
81021,1,1,<50
81022,7,8,<50
81023,2,2,<50
81024,1,1,<50
81025,2,2,<50
81029,2,2,<50
81030,2,2,<50
81031,1,1,<50
81033,4,4,<50
81036,2,2,<50
81039,5,5,<50
81040,1,1,<50
81041,1,1,<50
81044,4,4,<50
81047,3,3,<50
81050,20,21,<50
81052,32,33,<50
81054,8,8,<50
81055,1,1,<50
81058,7,7,<50
81062,1,1,<50
81063,10,10,<50
81064,1,1,<50
81067,18,18,<50
81069,10,10,<50
81071,1,1,<50
81073,8,8,<50
81077,5,6,<50
81081,1,1,<50
81082,24,26,<50
81084,1,1,<50
81089,17,17,<50
81090,3,3,<50
81091,1,1,<50
81101,32,35,<50
81120,10,10,<50
81121,2,2,<50
81122,14,14,<50
81123,2,2,<50
81125,9,11,<50
81126,1,1,<50
81131,1,1,<50
81132,9,10,<50
81133,6,6,<50
81136,1,1,<50
81137,37,38,<50
81140,5,5,<50
81141,6,7,<50
81143,1,1,<50
81144,19,19,<50
81146,1,1,<50
81147,28,29,<50
81149,2,2,<50
81151,5,6,<50
81152,9,9,<50
81153,1,1,<50
81154,5,6,<50
81201,20,21,<50
81210,1,1,<50
81211,6,6,<50
81212,72,73,50-99
81215,4,4,<50
81223,2,3,<50
81224,2,2,<50
81225,1,1,<50
81226,17,18,<50
81230,18,18,<50
81235,1,1,<50
81236,4,4,<50
81240,12,12,<50
81242,1,1,<50
81244,2,2,<50
81251,2,2,<50
81252,11,11,<50
81301,44,44,<50
81302,2,2,<50
81303,12,12,<50
81320,2,2,<50
81321,41,42,<50
81323,8,8,<50
81324,2,2,<50
81326,4,4,<50
81327,1,1,<50
81328,10,10,<50
81332,2,2,<50
81334,21,21,<50
81335,1,1,<50
81401,47,49,<50
81402,3,3,<50
81403,20,22,<50
81404,1,1,<50
81410,7,7,<50
81411,1,1,<50
81413,6,6,<50
81414,1,1,<50
81415,7,7,<50
81416,40,42,<50
81418,1,1,<50
81419,8,8,<50
81422,2,2,<50
81424,2,2,<50
81425,13,13,<50
81427,3,3,<50
81428,7,7,<50
81430,1,1,<50
81432,6,6,<50
81433,1,1,<50
81435,6,6,<50
81447,1,1,<50
81501,38,38,<50
81502,4,4,<50
81503,50,51,50-99
81504,72,73,50-99
81505,24,25,<50
81506,21,22,<50
81507,28,30,<50
81520,43,44,<50
81521,37,37,<50
81523,1,1,<50
81524,8,8,<50
81526,13,13,<50
81527,7,7,<50
81601,24,25,<50
81602,2,2,<50
81611,9,9,<50
81612,3,3,<50
81615,6,6,<50
81620,15,15,<50
81621,10,10,<50
81623,21,22,<50
81624,3,3,<50
81625,15,16,<50
81630,3,3,<50
81631,11,11,<50
81632,13,15,<50
81635,13,13,<50
81637,11,11,<50
81638,1,1,<50
81639,8,8,<50
81640,2,2,<50
81641,8,8,<50
81643,3,3,<50
81645,1,1,<50
81647,9,9,<50
81648,4,4,<50
81649,2,2,<50
81650,17,18,<50
81652,7,7,<50
81654,2,2,<50
81655,1,1,<50
81657,4,4,<50
81658,5,5,<50
81703,1,1,<50
81707,1,1,<50
81709,1,1,<50
81792,1,1,<50
82000,1,1,<50
82001,65,65,50-99
82003,6,6,<50
82007,50,51,50-99
82009,89,93,50-99
82022,1,1,<50
82023,1,1,<50
82025,1,1,<50
82050,1,1,<50
82053,6,8,<50
82055,2,2,<50
82058,1,1,<50
82060,1,1,<50
82070,34,34,<50
82072,19,20,<50
82073,3,3,<50
82082,4,5,<50
82083,2,2,<50
82190,2,2,<50
82201,24,24,<50
82214,8,8,<50
82223,1,1,<50
82225,8,8,<50
82227,1,1,<50
82240,16,17,<50
82244,3,3,<50
82269,1,1,<50
82284,1,1,<50
82301,24,24,<50
82321,2,2,<50
82325,2,2,<50
82331,4,4,<50
82336,1,1,<50
82376,1,1,<50
82401,14,14,<50
82410,5,5,<50
82411,2,2,<50
82412,2,3,<50
82414,33,34,<50
82420,1,1,<50
82421,1,1,<50
82426,3,3,<50
82428,1,1,<50
82431,12,13,<50
82432,2,2,<50
82433,2,2,<50
82435,25,25,<50
82440,2,2,<50
82443,8,8,<50
82450,2,2,<50
82501,42,45,<50
82513,4,4,<50
82514,18,19,<50
82515,2,2,<50
82516,4,4,<50
82520,22,22,<50
82523,1,1,<50
82524,1,2,<50
82539,1,1,<50
82571,1,1,<50
82579,1,1,<50
82601,82,84,50-99
82602,1,1,<50
82604,57,60,50-99
82605,1,1,<50
82609,38,38,<50
82618,1,1,<50
82633,28,29,<50
82636,9,10,<50
82637,4,4,<50
82639,2,2,<50
82642,1,1,<50
82643,1,1,<50
82644,14,15,<50
82649,5,5,<50
82701,7,7,<50
82716,33,34,<50
82717,8,9,<50
82718,41,41,<50
82720,3,3,<50
82721,5,5,<50
82727,4,4,<50
82729,2,2,<50
82732,1,1,<50
82801,36,36,<50
82833,3,3,<50
82834,9,9,<50
82836,1,1,<50
82839,3,3,<50
82842,1,1,<50
82845,1,1,<50
82901,53,53,50-99
82902,4,4,<50
82923,2,2,<50
82925,1,1,<50
82930,28,29,<50
82931,6,6,<50
82932,1,1,<50
82933,1,1,<50
82935,32,35,<50
82937,9,10,<50
82939,6,6,<50
82941,3,3,<50
83001,15,15,<50
83002,6,6,<50
83013,1,1,<50
83014,7,7,<50
83025,1,1,<50
83101,5,5,<50
83109,1,1,<50
83110,8,8,<50
83111,1,1,<50
83112,1,1,<50
83113,4,4,<50
83114,2,2,<50
83116,4,4,<50
83118,3,3,<50
83123,2,2,<50
83127,8,8,<50
83128,3,3,<50
83201,78,81,50-99
83202,49,51,<50
83203,5,5,<50
83204,25,25,<50
83205,2,2,<50
83206,2,3,<50
83210,6,6,<50
83211,14,15,<50
83212,1,1,<50
83213,2,2,<50
83214,2,2,<50
83217,4,4,<50
83221,59,63,50-99
83226,3,3,<50
83232,2,2,<50
83234,1,1,<50
83236,11,11,<50
83237,2,2,<50
83238,1,1,<50
83239,1,1,<50
83241,8,8,<50
83244,3,3,<50
83245,2,2,<50
83246,3,3,<50
83250,1,1,<50
83251,1,1,<50
83252,11,11,<50
83253,2,2,<50
83254,8,8,<50
83255,2,2,<50
83256,1,1,<50
83261,1,1,<50
83262,3,3,<50
83263,18,19,<50
83271,2,2,<50
83274,19,19,<50
83276,8,8,<50
83286,4,4,<50
83301,117,120,100-249
83303,6,6,<50
83313,5,6,<50
83314,2,2,<50
83316,19,19,<50
83318,44,45,<50
83320,2,2,<50
83321,4,4,<50
83322,1,1,<50
83323,5,6,<50
83324,2,2,<50
83325,3,3,<50
83327,1,1,<50
83328,15,17,<50
83330,16,16,<50
83332,3,3,<50
83333,20,21,<50
83334,2,2,<50
83335,8,8,<50
83336,12,13,<50
83338,42,44,<50
83340,8,8,<50
83341,13,13,<50
83342,3,3,<50
83344,1,1,<50
83346,2,2,<50
83347,14,16,<50
83349,1,1,<50
83350,41,42,<50
83352,8,8,<50
83353,4,4,<50
83355,9,9,<50
83382,1,1,<50
83401,82,86,50-99
83402,59,61,50-99
83403,1,1,<50
83404,56,56,50-99
83405,1,1,<50
83406,36,37,<50
83414,3,3,<50
83420,8,9,<50
83421,1,1,<50
83422,7,7,<50
83423,1,1,<50
83424,1,1,<50
83427,5,6,<50
83429,2,2,<50
83431,2,2,<50
83434,6,6,<50
83435,1,1,<50
83436,3,3,<50
83440,45,45,<50
83442,43,45,<50
83443,4,4,<50
83444,3,3,<50
83445,20,20,<50
83446,2,2,<50
83448,8,8,<50
83449,2,2,<50
83450,5,5,<50
83451,4,4,<50
83454,2,2,<50
83455,6,6,<50
83464,1,1,<50
83466,2,2,<50
83467,9,11,<50
83501,61,61,50-99
83520,1,1,<50
83522,2,2,<50
83523,2,2,<50
83524,1,1,<50
83530,4,4,<50
83533,1,1,<50
83536,10,10,<50
83537,3,3,<50
83540,3,3,<50
83541,3,3,<50
83544,10,10,<50
83549,1,2,<50
83550,1,1,<50
83552,1,1,<50
83554,1,1,<50
83555,1,1,<50
83561,1,1,<50
83602,1,1,<50
83605,99,103,50-99
83606,3,4,<50
83607,77,82,50-99
83611,8,8,<50
83612,5,5,<50
83615,1,1,<50
83616,46,47,<50
83617,31,31,<50
83619,20,21,<50
83622,3,3,<50
83623,2,2,<50
83626,3,4,<50
83627,3,3,<50
83628,18,18,<50
83629,4,4,<50
83631,5,5,<50
83633,2,2,<50
83634,44,49,<50
83635,1,1,<50
83636,1,1,<50
83638,8,8,<50
83639,4,4,<50
83641,4,4,<50
83642,94,99,50-99
83644,26,26,<50
83646,91,92,50-99
83647,48,50,<50
83648,4,4,<50
83651,80,82,50-99
83653,1,1,<50
83654,6,7,<50
83655,12,13,<50
83656,2,2,<50
83660,12,12,<50
83661,23,23,<50
83669,30,31,<50
83672,10,10,<50
83676,12,12,<50
83681,1,1,<50
83686,117,119,100-249
83687,79,80,50-99
83701,1,1,<50
83702,38,38,<50
83703,43,44,<50
83704,63,64,50-99
83705,39,42,<50
83706,43,45,<50
83707,1,1,<50
83709,105,106,100-249
83712,7,8,<50
83713,57,61,50-99
83714,58,58,50-99
83716,23,23,<50
83717,1,1,<50
83719,3,3,<50
83790,1,1,<50
83801,14,15,<50
83803,1,1,<50
83804,5,5,<50
83805,11,11,<50
83806,3,3,<50
83810,1,1,<50
83811,1,1,<50
83813,3,3,<50
83814,37,38,<50
83815,57,60,50-99
83816,2,2,<50
83821,1,1,<50
83822,2,2,<50
83825,1,1,<50
83826,1,1,<50
83830,1,1,<50
83832,2,3,<50
83833,4,4,<50
83834,1,1,<50
83835,46,46,<50
83836,2,2,<50
83837,3,3,<50
83839,3,3,<50
83840,2,2,<50
83841,1,1,<50
83843,25,26,<50
83845,2,2,<50
83846,1,1,<50
83847,5,5,<50
83849,3,3,<50
83850,7,7,<50
83851,4,4,<50
83853,1,1,<50
83854,86,89,50-99
83855,3,3,<50
83856,14,14,<50
83858,38,40,<50
83860,13,13,<50
83861,10,11,<50
83864,25,25,<50
83867,2,2,<50
83868,1,1,<50
83869,9,9,<50
83871,4,4,<50
83872,2,3,<50
83873,2,2,<50
83876,5,5,<50
83877,8,8,<50
83886,1,1,<50
84001,3,3,<50
84003,118,122,100-249
84004,14,14,<50
84005,50,55,50-99
84006,5,5,<50
84009,49,51,<50
84010,100,104,100-249
84011,2,2,<50
84013,3,3,<50
84014,42,43,<50
84015,154,161,100-249
84016,1,1,<50
84017,5,6,<50
84020,76,77,50-99
84021,7,7,<50
84022,3,3,<50
84025,44,44,<50
84026,20,21,<50
84027,4,4,<50
84028,1,1,<50
84029,19,19,<50
84031,1,1,<50
84032,43,45,<50
84035,1,1,<50
84036,21,21,<50
84037,68,70,50-99
84038,2,2,<50
84039,4,4,<50
84040,66,67,50-99
84041,95,99,50-99
84042,11,13,<50
84043,130,137,100-249
84044,97,101,50-99
84045,53,55,50-99
84046,2,2,<50
84047,96,96,50-99
84049,12,14,<50
84050,19,20,<50
84051,2,2,<50
84052,2,2,<50
84053,4,6,<50
84054,50,51,50-99
84055,1,1,<50
84056,9,9,<50
84057,72,75,50-99
84058,49,51,<50
84059,7,7,<50
84060,10,10,<50
84062,95,97,50-99
84064,2,2,<50
84065,95,100,50-99
84066,23,24,<50
84067,108,111,100-249
84068,1,1,<50
84069,1,1,<50
84070,55,56,50-99
84071,3,3,<50
84074,121,124,100-249
84075,63,66,50-99
84076,3,3,<50
84078,53,54,50-99
84081,103,107,100-249
84082,1,2,<50
84083,5,5,<50
84084,109,112,100-249
84085,6,7,<50
84086,1,1,<50
84087,33,34,<50
84088,120,123,100-249
84089,1,1,<50
84090,2,2,<50
84091,1,1,<50
84092,53,57,50-99
84093,66,69,50-99
84094,70,73,50-99
84095,111,114,100-249
84096,80,83,50-99
84097,41,41,<50
84098,29,30,<50
84101,16,16,<50
84102,20,20,<50
84103,45,48,<50
84104,60,61,50-99
84105,46,48,<50
84106,63,66,50-99
84107,95,99,50-99
84108,27,29,<50
84109,55,55,50-99
84110,2,2,<50
84111,19,21,<50
84113,1,1,<50
84115,72,76,50-99
84116,106,107,100-249
84117,72,75,50-99
84118,146,150,100-249
84119,160,165,100-249
84120,155,160,100-249
84121,96,98,50-99
84123,132,134,100-249
84124,41,44,<50
84125,1,1,<50
84127,1,1,<50
84128,78,82,50-99
84129,87,88,50-99
84132,3,3,<50
84139,1,1,<50
84147,1,1,<50
84151,1,1,<50
84157,2,2,<50
84158,1,1,<50
84170,2,2,<50
84171,2,2,<50
84184,1,1,<50
84257,1,1,<50
