organ,organ_label,pollutant,exposure,endpoint,intervals,candidate_organ_episodes,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LI,Liver,pm25,Daily PM2.5-derived monthly exposure per 5 ug/m3,time_varying_death_or_deterioration_delist_cause_specific,3245102,218837,218837,160,43864,1.036918052302256,1.021387479521457,1.0526847731617577,2.4964687651293176e-6,0.7907450039780188,age + sex + race + zcta_svi_proxy + time_updated_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
