organ,organ_label,pollutant,exposure,endpoint,intervals,candidate_organ_episodes,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
HR,Heart,pm25,Daily PM2.5-derived monthly exposure per 5 ug/m3,time_varying_death_or_deterioration_delist_cause_specific,923609,76760,76760,167,10342,1.1437269621582433,1.1073266579812708,1.181323825755714,4.0222462526706295e-16,0.6684659715080825,age + sex + race + zcta_svi_proxy + time_updated_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
