organ,pollutant,model,exposure_window,exposure_form,contrast,p25,p75,hazard_ratio,conf_low,conf_high,n_intervals,n_registrations,adverse_events,concordance,wald_chisq,df,p_value
KI,PM2.5,single_pollutant_pm25_cumulative_linear,cumulative,linear,p75_vs_p25,1.4699137410747527,2.0152706385358936,0.999442704357105,0.9191905124566004,1.0867015115539567,2781314,673351,116044,0.7443656367966544,0.0045844602988166505,1,0.9460175692080328
