organ,organ_label,model,endpoint,term,exposure,n,adverse_events,competing_transplant_or_improvement,other_exits,hazard_ratio,conf_low,conf_high,p_value,concordance,variance_estimator,center_adjustment
LU,Lung,o3,death_or_deterioration_delist_cause_specific,o3_waitlist_10ppb,Ozone per 10 ppb,46695,5638,37727,2413,0.9431738066788021,0.8849337925263402,1.0052467620943564,0.07201148283316901,0.6945996974040572,robust_patient_clustered,listing_center_fixed_effect_dummies
