organ,organ_label,exposure,exposure_label,subgroup,subgroup_label,subgroup_level,exposure_data_end_year,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment,error
HR,Heart,o3,Ozone waitlist-period mean per 10 ppb,race_group,Race,White,2023,53350,51457,167,7315,1.0168546318543468,0.9256390479887653,1.1170589060285505,0.7274218426684869,0.6835972450995517,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
