organ,organ_label,exposure,exposure_label,subgroup,subgroup_label,subgroup_level,exposure_data_end_year,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment,error
LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,age_group,Age group,<18,2023,1249,1182,60,260,1.2524671399697576,0.8427756590611354,1.861318513222784,0.26540399521505476,0.6977956038403235,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
