organ,pollutant,model,exposure_window,exposure_form,exposure_value,reference_value,hazard_ratio,conf_low,conf_high,n_intervals,n_registrations,adverse_events,concordance
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,0.8985883780695559,1.6447695929165835,0.9957668747434074,0.8802438738382327,1.126451087370448,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,0.9271702816182674,1.6447695929165835,0.9969599033889683,0.8832001846636428,1.1253723292006197,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,0.9557521851669789,1.6447695929165835,0.9980983744589528,0.8859073289868389,1.1244972611716633,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,0.9843340887156905,1.6447695929165835,0.9991786122088445,0.8883634521002967,1.1238169430937792,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.012915992264402,1.6447695929165835,1.0001969356171474,0.89056915145245,1.123319742645887,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.0414978958131136,1.6447695929165835,1.00114966054112,0.8925274359803385,1.1229914088867066,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.070079799361825,1.6447695929165835,1.0020331020042716,0.8942436031450435,1.1228152306384978,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.0986617029105366,1.6447695929165835,1.0028435766149553,0.895725038430485,1.1227722749830502,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.127243606459248,1.6447695929165835,1.0035774051151822,0.8969809474453412,1.1228416957196246,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.1558255100079595,1.6447695929165835,1.0042309150585134,0.8980220348830302,1.1230010975071634,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.184407413556671,1.6447695929165835,1.0048004436156384,0.898860146958988,1.1232269390359892,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.2129893171053825,1.6447695929165835,1.0052823405059772,0.8995078943944027,1.1234949581110247,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.241571220654094,1.6447695929165835,1.0056729710533572,0.8999782717121311,1.1237806028174735,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.2701531242028055,1.6447695929165835,1.005968719363527,0.9002842859525354,1.124059455583175,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.298735027751517,1.6447695929165835,1.0061659916209578,0.900438604437878,1.1243076404155101,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.3273169313002287,1.6447695929165835,1.00626121950208,0.9004532274545114,1.1245022073342115,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.35589883484894,1.6447695929165835,1.0062508637017693,0.9003391881403547,1.1246214915869135,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.3844807383976516,1.6447695929165835,1.0061314175695653,0.9001062787877793,1.1246454482951296,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.4130626419463632,1.6447695929165835,1.0058994108517716,0.8997628003853497,1.124555965548469,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.4416445454950746,1.6447695929165835,1.0055514135352341,0.8993153305949337,1.124337160575036,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.470226449043786,1.6447695929165835,1.0050840397882272,0.8987685044804528,1.1239756644799,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.4988083525924978,1.6447695929165835,1.0044951003593,0.8981255388860128,1.1234625483396927,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.5273902561412092,1.6447695929165835,1.00379258003507,0.8973938459688858,1.1228063890337818,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.5559721596899205,1.6447695929165835,1.0029897499105,0.8965821965890831,1.122025891494014,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.5845540632386321,1.6447695929165835,1.0020999174806244,0.8956980045334524,1.1211415449538042,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.6131359667873437,1.6447695929165835,1.001136368915399,0.8947479090933456,1.1201747654048402,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.641717870336055,1.6447695929165835,1.000112358495376,0.8937383085135481,1.1191472045981132,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.6702997738847667,1.6447695929165835,0.9990410997980234,0.8926758162539249,1.1180801595746779,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.6988816774334783,1.6447695929165835,0.9979357586295832,0.8915676401682955,1.1169940826515605,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.7274635809821897,1.6447695929165835,0.9968094476944449,0.8904218839412276,1.1159081924344179,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.7560454845309013,1.6447695929165835,0.9956752229917362,0.8892477698499246,1.1148401866073319,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.7846273880796129,1.6447695929165835,0.9945460819271963,0.8880557821952544,1.1138060569029233,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.8132092916283242,1.6447695929165835,0.9934349631273873,0.8868577315216978,1.1128200058317557,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.8417911951770356,1.6447695929165835,0.9923547180713623,0.8856667134666838,1.1118944310596326,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.8703730987257472,1.6447695929165835,0.9913141041102568,0.8844932361184963,1.1110358031910008,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.8989550022744588,1.6447695929165835,0.990313764778141,0.8833406824820981,1.110241350996455,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.9275369058231702,1.6447695929165835,0.9893533831706678,0.8822113360607732,1.1095075258971938,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.956118809371882,1.6447695929165835,0.9884326479998384,0.8811072447399495,1.108831082100936,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.9847007129205934,1.6447695929165835,0.9875512534921169,0.8800302262487981,1.1082090696259006,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.0132826164693047,1.6447695929165835,0.9867088992883332,0.8789818742969548,1.1076388266976656,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.041864520018016,1.6447695929165835,0.9859052903453399,0.8779635651866847,1.1071179717170232,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.070446423566728,1.6447695929165835,0.9851401368393731,0.8769764647296266,1.106644394968006,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.0990283271154393,1.6447695929165835,0.9844131540710876,0.8760215353235367,1.106216250209289,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.1276102306641507,1.6447695929165835,0.9837240623722162,0.8750995430702336,1.1058319462662882,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.1561921342128625,1.6447695929165835,0.9830725870138297,0.8742110648396507,1.1054901387176201,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.184774037761574,1.6447695929165835,0.9824584581161444,0.8733564952054698,1.1051897217491569,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.2133559413102852,1.6447695929165835,0.981881410559856,0.8725360531972108,1.1049298202295699,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.241937844858997,1.6447695929165835,0.9813411838989531,0.8717497888307794,1.1047097820440521,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.2705197484077084,1.6447695929165835,0.9808375222749819,0.8709975893941279,1.1045291707084162,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.29910165195642,1.6447695929165835,0.9803701743327272,0.8702791854778105,1.1043877582726442,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.327683555505131,1.6447695929165835,0.979938893137273,0.8695941567513029,1.1042855185119835,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.356265459053843,1.6447695929165835,0.9795434360924175,0.8689419374965203,1.1042226203929562,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.3848473626025544,1.6447695929165835,0.9791835648604036,0.8683218219168248,1.104199421795218,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.4134292661512657,1.6447695929165835,0.9788590452829351,0.8677329692489087,1.104216463460627,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.4420111696999776,1.6447695929165835,0.9785696473034565,0.867174408709057,1.1042744631373136,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.470593073248689,1.6447695929165835,0.9783151448906514,0.866645044311374,1.104374309880139,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.4991749767974003,1.6447695929165835,0.9780953159631494,0.8661436595991765,1.1045170584655315,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.527756880346112,1.6447695929165835,0.9779099423153909,0.8656689223337977,1.10470392387558,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.5563387838948235,1.6447695929165835,0.9777588095446478,0.8652193891875593,1.1049362758038306,421374,216497,41324,0.7940893530645194
LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,2.584920687443535,1.6447695929165835,0.9776417069791474,0.8647935104884054,1.1052156331345595,421374,216497,41324,0.7940893530645194
