organ,organ_label,exposure,exposure_label,exposure_window,exposure_data_end_year,endpoint,n,adverse_events,competing_transplant_or_improvement,expanded_rows,subdistribution_hazard_ratio,conf_low,conf_high,p_value,elapsed_seconds,adjustment_set,variance_estimator,center_adjustment,sampled,error
LI,Liver,pm25,PM2.5 waitlist-period mean per 5 ug/m3,observed_waitlist_period_mean,2023,death_or_deterioration_delist_subdistribution,216789,41440,145878,349090488,NA,NA,NA,NA,518.7,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),survival_finegray_weighted_cox_model_based,stratified_baseline_hazard_by_listing_center,FALSE,cannot allocate vector of size 72.8 Gb
