file,variable,label
pubsaf2603/donor_live.sas7bdat,DON_FEF_BEFORE_PREOP,FEF (25-75%) % predicted before//FEF (25-75%) % predicted:
pubsaf2603/donor_live.sas7bdat,DON_FEF_AFTER_PREOP,FEF (25-75%) % predicted after//FEF (25-75%) % predicted:
pubsaf2603/donor_live.sas7bdat,DON_TLC_BEFORE_PREOP,TLC % predicted before//TLC % predicted:
pubsaf2603/donor_live.sas7bdat,DON_TLC_AFTER_PREOP,TLC % predicted after//TLC % predicted:
pubsaf2603/donor_live.sas7bdat,DON_LU_CAPACITY_PREOP,Diffusing lung capacity corrected for alveolar volume % predicted:
pubsaf2603/donor_live.sas7bdat,DON_PAO2_PREOP,PaO2 on room air:
pubsaf2603/donor_live.sas7bdat,DON_HIST_CIGARETTE,History of Cigarette Use:
pubsaf2603/donor_live.sas7bdat,DON_PACK_YEARS,"History of Cigarette Use Pack Years//If Yes, Check # pack years:"
pubsaf2603/donor_live.sas7bdat,DON_DURATION_ABSTINENCE,Duration of Abstinence:
pubsaf2603/donor_live.sas7bdat,DON_OTHER_TOBACCO_USE,Other Tobacco Used:
pubsaf2603/donor_live.sas7bdat,DON_LI_PROCEDURE_TY,Type of Transplant Graft:
pubsaf2603/donor_live.sas7bdat,DON_KI_PROCEDURE_TY,Kidney Procedure Type
pubsaf2603/donor_live.sas7bdat,DON_KI_PROCEDURE_CONVERT,Conversion from Laparoscopic to Open:
pubsaf2603/donor_live.sas7bdat,DON_LU_PROCEDURE_TY,Lung//Procedure Type:
pubsaf2603/donor_live.sas7bdat,DON_LU_PROCEDURE_CONVERT,Conversion from Thoracoscopic to Open:
pubsaf2603/donor_live.sas7bdat,DON_INTRAOP_COMPL,Intra-operative Complications:
pubsaf2603/donor_live.sas7bdat,DON_INTRAOP_COMPL_REASON,"Intra-operative Complications Specify//If Yes, Specify:"
pubsaf2603/donor_live.sas7bdat,DON_SACRIFICE_LOBE,"Sacrifice of Second Lobe, Specify:"
pubsaf2603/donor_live.sas7bdat,DON_ANASTH_COMPL,Anesthetic Complication Specify:
pubsaf2603/donor_live.sas7bdat,DON_ARRHYTHM,Arrhythmia requiring therapy:
pubsaf2603/donor_live.sas7bdat,DON_INIT_DISCHRG_DT,Date of Initial Discharge:
pubsaf2603/donor_live.sas7bdat,DON_STAT,Donor Status
pubsaf2603/donor_live.sas7bdat,DON_STAT_DT,Donor Status Date
pubsaf2603/donor_live.sas7bdat,DON_LIVING_DON_COD,Donor/s Cause of Death
pubsaf2603/donor_live.sas7bdat,PERS_SSA_DEATH_DT,Death date determined from SSA database
pubsaf2603/donor_live.sas7bdat,DON_NON_AUTO_BLOOD,Non-Autologous Blood Administration:
pubsaf2603/donor_live.sas7bdat,DON_PRBC_UNITS,"PRBC Units//If Yes, Number of Units:"
pubsaf2603/donor_live.sas7bdat,DON_PLT_UNITS,"Platelets Units//If Yes, Number of Units:"
pubsaf2603/donor_live.sas7bdat,DON_FFP_UNITS,"FF Units//If Yes, Number of Units:"
pubsaf2603/donor_live.sas7bdat,DON_KI_VASC_COMPL,Kidney Vascular Complications Requiring Intervention//Vascular Complications Requiring Intervention:
pubsaf2603/donor_live.sas7bdat,DON_KI_VASC_COMPL_INTERVENTION,"Kidney Vascular Complications//If Yes, Specify:"
pubsaf2603/donor_live.sas7bdat,DON_KI_OTHER_COMPL,Kidney Other Complications Requiring Intervention//Other Complications Requiring Intervention:
pubsaf2603/donor_live.sas7bdat,DON_KI_OTHER_COMPL_INTERVENTION,"Kidney Other Complications//If Yes, Specify:"
pubsaf2603/donor_live.sas7bdat,DON_KI_REOP,Kidney Reoperation//Reoperation:
pubsaf2603/donor_live.sas7bdat,DON_KI_REOP_BLEEN,Kidney Reoperation Bleeding//Bleeding
pubsaf2603/donor_live.sas7bdat,DON_KI_REOP_BLEEN_DT,Kidney Reoperation Bleeding Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_KI_REOP_HERNIA,Kidney Reoperation Hernia Repair//Hernia Repair
pubsaf2603/donor_live.sas7bdat,DON_KI_REOP_HERNIA_DT,Kidney Reoperation Hernia Repair Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_KI_REOP_BOWEL,Kidney Reoperation Bowel Obstruction//Bowel Obstruction
pubsaf2603/donor_live.sas7bdat,DON_KI_REOP_BOWEL_DT,Kidney Reoperation Bowel Obstruction Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_KI_REOP_VASC,Kidney Reoperation Vascular//Vascular
pubsaf2603/donor_live.sas7bdat,DON_KI_REOP_VASC_DT,Kidney Reoperation Vascular Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_KI_REOP_OTHER,Kidney Reoperation Other//Other Specify
pubsaf2603/donor_live.sas7bdat,DON_KI_REOP_OTHER_DT,Kidney Reoperation Other Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_KI_READMIT,Kidney Readmission//Any Readmission After Initial Discharge:
pubsaf2603/donor_live.sas7bdat,DON_KI_READMIT_REASON,"Kidney Readmission Reason//If yes, specify reason for readmission (during first six weeks):"
pubsaf2603/donor_live.sas7bdat,DON_KI_READMIT_DT,"Kidney Readmission Date//If Yes, Date of First Readmission:"
pubsaf2603/donor_live.sas7bdat,DON_KI_OTHER_INTERVENTION,Kidney Other Interventional Procedures//Other Interventional Procedures:
pubsaf2603/donor_live.sas7bdat,DON_KI_OTHER_INTERVENTION_DT,Kidney Other Interventional Procedures Date//Date of Procedure:
pubsaf2603/donor_live.sas7bdat,DON_LI_BILIARY_COMPL,Biliary Complications:
pubsaf2603/donor_live.sas7bdat,DON_LI_BILIARY_COMPL_GRADE,"Biliary Complications//If Yes, Specify:"
pubsaf2603/donor_live.sas7bdat,DON_LI_VASC_COMPL,Liver Vascular Complications Requiring Intervention//Vascular Complications Requiring Intervention:
pubsaf2603/donor_live.sas7bdat,DON_LI_VASC_COMPL_INTERVENTION,"Liver Vascular Complications//If Yes, Specify:"
pubsaf2603/donor_live.sas7bdat,DON_LI_OTHER_COMPL,Liver Other Complications Requiring Intervention//Other Complications Requiring Intervention:
pubsaf2603/donor_live.sas7bdat,DON_LI_OTHER_COMPL_INTERVENTION,"Liver Other Complications//If Yes, Specify:"
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP,Liver Reoperation//Reoperation:
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_FAIL,Liver Reoperation Liver Failure///Liver Failure Requiring Transplant
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_FAIL_DT,Liver Reoperation Liver Failure Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_BLEED,Liver Reoperation Bleeding Complications//Bleeding Complications
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_BLEED_DT,Liver Reoperation Bleeding Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_BILIARY,Liver Reoperation Biliary//Biliary
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_BILIARY_DT,Liver Reoperation Biliary Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_HERNIA,Liver Reoperation Hernia Repair//Hernia Repair
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_HERNIA_DT,Liver Reoperation Hernia Repair Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_BOWEL,Liver Reoperation Bowel Obstruction//Bowel Obstruction
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_BOWEL_DT,Liver Reoperation Bowel Obstruction Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_VASC,Liver Reoperation Vascular Complications//Vascular Complications
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_VASC_DT,Liver Reoperation Vascular Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_OTHER,Liver Reoperation Other//Other Specify
pubsaf2603/donor_live.sas7bdat,DON_LI_REOP_OTHER_DT,Liver Reoperation Other Date//Date:
pubsaf2603/donor_live.sas7bdat,DON_LI_READMIT,Liver Readmission//Any Readmission After Initial Discharge:
pubsaf2603/donor_live.sas7bdat,DON_LI_READMIT_REASON,"Liver Readmission Reason//If yes, specify reason for readmission (during first six weeks):"
pubsaf2603/donor_live.sas7bdat,DON_LI_READMIT_DT,"Liver Readmission Date//If Yes, Date of First Readmission:"
pubsaf2603/donor_live.sas7bdat,DON_LI_OTHER_INTERVENTION,Liver Other Interventional Procedures//Other Interventional Procedures:
pubsaf2603/donor_live.sas7bdat,DON_LI_OTHER_INTERVENTION_DT,Liver Other Interventional Procedures Date//Date of Procedure:
pubsaf2603/donor_live.sas7bdat,DON_LU_COMPL,Post-operative complications during the initial hospitalization:
pubsaf2603/donor_live.sas7bdat,DON_LU_COMPL_REASON,"Post-operative Complications//If Yes, Specify:"
pubsaf2603/donor_live.sas7bdat,DON_LU_ARRHYTHM,Arrhythmia requiring therapy:
pubsaf2603/donor_live.sas7bdat,DON_LU_THORAC_TUBES,"Placement of Additional Thoracostomy Tube(s), Indication:"
pubsaf2603/donor_live.sas7bdat,DON_LU_READMIT,Lung Readmission//Any Readmission After Initial Discharge:
pubsaf2603/donor_live.sas7bdat,DON_LU_READMIT_REASON,"Lung Readmission Reason//If yes, specify reason for readmission (during first six weeks):"
pubsaf2603/donor_live.sas7bdat,DON_LU_READMIT_DT,"Lung Readmission Date//If Yes, Date of First Readmission:"
pubsaf2603/donor_live.sas7bdat,DON_POSTOP_TEST_DT,Most Recent Date of Tests:
pubsaf2603/donor_live.sas7bdat,DON_KI_CREAT_POSTOP,Kidney Serum Creatinine//Serum Creatinine:
pubsaf2603/donor_live.sas7bdat,DON_BP_POSTOP_SYST,Post-Op Blood Pressure Systolic:
pubsaf2603/donor_live.sas7bdat,DON_BP_POSTOP_DIAST,Post-Op Blood Pressure Diastolic:
pubsaf2603/donor_live.sas7bdat,DON_URINE_POSTOP_RATIO,Post-Operative Urinalysis//Protein-Creatinine Ratio:
pubsaf2603/donor_live.sas7bdat,DON_URINE_POSTOP_PROTEIN,Post-Operative Urinalysis//Urine Protein:
pubsaf2603/donor_live.sas7bdat,DON_HYPERTEN_POSTOP,Donor Developed Hypertension Requiring Medication:
pubsaf2603/donor_live.sas7bdat,DON_BILI_POSTOP,Total Bilirubin:
pubsaf2603/donor_live.sas7bdat,DON_SGOT_POSTOP,SGOT/AST:
pubsaf2603/donor_live.sas7bdat,DON_SGPT_POSTOP,SGPT/ALT:
pubsaf2603/donor_live.sas7bdat,DON_ALKPHOS_POSTOP,Alkaline Phosphatase:
pubsaf2603/donor_live.sas7bdat,DON_ALBUMIN_POSTOP,Serum Albumin:
pubsaf2603/donor_live.sas7bdat,DON_LI_CREAT_POSTOP,Serum Creatinine:
pubsaf2603/donor_live.sas7bdat,DON_INR_POSTOP,INR:
pubsaf2603/donor_live.sas7bdat,DON_KI_CREAT_DISCHRG,Kidney  Creatinine At Discharge
pubsaf2603/donor_live.sas7bdat,DON_BP_DISCHRG_SYST,At Discharge Systolic
pubsaf2603/donor_live.sas7bdat,DON_BP_DISCHRG_DIAST,At Discharge Diastolic
pubsaf2603/donor_live.sas7bdat,DON_LENGTH_HOSP_STAY,Length of Hospital Stay
pubsaf2603/donor_live.sas7bdat,DON_RECOV_TX_SAME_CTR,Did organ recovery and transplant occur at the same center
pubsaf2603/donor_live.sas7bdat,DON_HLA_TYP_NOT_DONE,HLA Typing not done for donor
pubsaf2603/donor_live.sas7bdat,DON_HLA_TYP,Was Donor HLA Typed
pubsaf2603/donor_live.sas7bdat,DON_TYP_METHCLASS1_DT,Date Typing Complete Class I:
pubsaf2603/donor_live.sas7bdat,DON_TARGET_SOURCE1,Target Source for  Class I:
pubsaf2603/donor_live.sas7bdat,DON_TYP_METHCLASS1,Donor/s HLA - Typing Method Class I
pubsaf2603/donor_live.sas7bdat,DON_A1,Donor/s HLA - A (1) antigen
pubsaf2603/donor_live.sas7bdat,DON_A2,Donor/s HLA - A (2) antigen
pubsaf2603/donor_live.sas7bdat,DON_B1,Donor/s HLA - B (1) antigen
pubsaf2603/donor_live.sas7bdat,DON_B2,Donor/s HLA - B (2) antigen
pubsaf2603/donor_live.sas7bdat,DON_BW4,Donor/s HLA - Bw4 locus
pubsaf2603/donor_live.sas7bdat,DON_BW6,Donor/s HLA - Bw6 locus
pubsaf2603/donor_live.sas7bdat,DON_C1,Donor/s HLA - Cw (1) locus
pubsaf2603/donor_live.sas7bdat,DON_C2,Donor/s HLA - Cw (2) locus
pubsaf2603/donor_live.sas7bdat,DON_TYP_METHCLASS2_DT,Date Typing Complete Class II:
pubsaf2603/donor_live.sas7bdat,DON_TARGET_SOURCE2,Target Source for Class II:
pubsaf2603/donor_live.sas7bdat,DON_TYP_METHCLASS2,Donor/s HLA - Typing Method Class II
pubsaf2603/donor_live.sas7bdat,DON_DR1,Donor/s HLA - DR (1) antigen
pubsaf2603/donor_live.sas7bdat,DON_DR2,Donor/s HLA - DR (2) antigen
pubsaf2603/donor_live.sas7bdat,DON_DR51,Donor/s HLA - DR51 locus
pubsaf2603/donor_live.sas7bdat,DON_DR52,Donor/s HLA - DR52 locus
pubsaf2603/donor_live.sas7bdat,DON_DR53,Donor/s HLA - DR53 locus
pubsaf2603/donor_live.sas7bdat,DON_DQ1,Donor/s HLA - DQ (1) locus
pubsaf2603/donor_live.sas7bdat,DON_DQ2,Donor/s HLA - DQ (2) locus
pubsaf2603/donor_live.sas7bdat,DON_DP1,Donor/s HLA - DPw (1) locus
pubsaf2603/donor_live.sas7bdat,DON_DP2,Donor/s HLA - DPw (2) locus
pubsaf2603/donor_live.sas7bdat,DON_HAPLO_TY_MATCH,Haplotype Match Between Live Donor & Recipient
pubsaf2603/donor_live.sas7bdat,DON_OPO_RUN_MATCH,"For Living Donors, can OPO run a match on this donor?"
pubsaf2603/donor_live.sas7bdat,DON_ORG1,Organ Recovered(1)
pubsaf2603/donor_live.sas7bdat,DON_ORG2,Organ Recovered(2)
pubsaf2603/donor_live.sas7bdat,DON_RACE_AMERICAN_INDIAN,Race: American Indian or Alaskan Native
pubsaf2603/donor_live.sas7bdat,DON_RACE_ASIAN,Race: Asian
pubsaf2603/donor_live.sas7bdat,DON_RACE_BLACK_AFRICAN_AMERICAN,Race: Black or African American
pubsaf2603/donor_live.sas7bdat,DON_RACE_HISPANIC_LATINO,Race: Hispanic or Latino
pubsaf2603/donor_live.sas7bdat,DON_RACE_NATIVE_HAWAIIAN,Race: Native Hawaiian or Pacific Islander
pubsaf2603/donor_live.sas7bdat,DON_RACE_WHITE,Race: White
pubsaf2603/donor_live.sas7bdat,DONOR_ID,Encrypted Unique Donor ID (all donors) - foreign key
pubsaf2603/donor_live.sas7bdat,PERS_RESTRICT_DEATH_DT,
pubsaf2603/donor_live.sas7bdat,PERS_RESTRICT_DEATH_VRFY,
pubsaf2603/fol_immuno.sas7bdat,TRR_ID,Unique identifier for TRR - foreign key to TRR
pubsaf2603/fol_immuno.sas7bdat,TRR_FOL_ID,Unique identifier for TRR Follow-up - foreign key to TRR Follow-up
pubsaf2603/fol_immuno.sas7bdat,TFL_FOL_CD,Follow Up code
pubsaf2603/fol_immuno.sas7bdat,TFL_IMMUNO_DRUG_CD,Drug Code
pubsaf2603/fol_immuno.sas7bdat,TFL_IMMUNO_DRUG_MAINT_PREV,Previous
pubsaf2603/fol_immuno.sas7bdat,TFL_IMMUNO_DRUG_MAINT_CUR,Current
pubsaf2603/fol_immuno.sas7bdat,TFL_IMMUNO_DRUG_ANTI_REJ,Anti-Rejection
pubsaf2603/hist_opo_txc.sas7bdat,TXC_CTR_CD,Affiliated Transplant Center Code
pubsaf2603/hist_opo_txc.sas7bdat,TXC_CTR_TY,Affiliated Transplant Center Type
pubsaf2603/hist_opo_txc.sas7bdat,SERVED_OPO_CD,Organ Procurement Organization Center Code
pubsaf2603/hist_opo_txc.sas7bdat,SERVED_OPO_TY,Organ Procurement Organization Center Type
pubsaf2603/hist_opo_txc.sas7bdat,START_DT,Date when Affiliation started
pubsaf2603/hist_opo_txc.sas7bdat,END_DT,Date when Affiliation ended
pubsaf2603/immuno.sas7bdat,TRR_ID,Unique identifier for TRR - foreign key to TRR
pubsaf2603/immuno.sas7bdat,REC_DRUG_CD,Drug Code
pubsaf2603/immuno.sas7bdat,REC_DRUG_INDUCTION,Induction
pubsaf2603/immuno.sas7bdat,REC_DRUG_DAYS,Number of Days
pubsaf2603/immuno.sas7bdat,REC_DRUG_MAINT,Maintenance
pubsaf2603/immuno.sas7bdat,REC_DRUG_ANTI_REJ,Anti-Rejection
pubsaf2603/institution.sas7bdat,CTR_CD,center code
pubsaf2603/institution.sas7bdat,CTR_TY,center type
pubsaf2603/institution.sas7bdat,REGION,OPTN Region number
pubsaf2603/institution.sas7bdat,NAME_PART1,first 38 characters of institution/s Name
pubsaf2603/institution.sas7bdat,NAME_PART2,second 38 character/s of center/s Name
pubsaf2603/institution.sas7bdat,ENTIRE_NAME,center/s entire name
pubsaf2603/institution.sas7bdat,PRIMARY_CITY,address city
pubsaf2603/institution.sas7bdat,PRIMARY_STATE,l address state
pubsaf2603/institution.sas7bdat,PRIMARY_ZIP,address zip
pubsaf2603/institution.sas7bdat,PROVIDER_NUM,Donor Hospital Provider Number
pubsaf2603/institution.sas7bdat,PRIMARY_PROVINCE,address foreign province
pubsaf2603/institution.sas7bdat,PRIMARY_CTRY,address foriegn country
pubsaf2603/institution.sas7bdat,OPTN_MBR,OPTN member flag
pubsaf2603/institution.sas7bdat,ESRD_REGION,ESRD REGION NUMBER
pubsaf2603/institution.sas7bdat,CTR_ID,Unique identifier for ctr_cd/ctr_ty combination
pubsaf2603/malig.sas7bdat,MALIG_ID,Unique identifier for malig - unique key
pubsaf2603/malig.sas7bdat,TRR_FOL_ID,Unique identifier for TRR Follow-up - foreign key to TRR Follow-up
pubsaf2603/malig.sas7bdat,MAL_DON_DGN_DT,Date of Diagnosis
pubsaf2603/malig.sas7bdat,MAL_DON_IMMUNO_STAT,Immunosuppression
pubsaf2603/malig.sas7bdat,MAL_DON_TUMOR_TY,Type of Tumor
pubsaf2603/malig.sas7bdat,MAL_DON_SURG,Specify treatment: Surgical Resection Tumor
pubsaf2603/malig.sas7bdat,MAL_DON_CHEMO,Specify treatment: Chemotherapy
pubsaf2603/malig.sas7bdat,MAL_DON_CHEMO_TY,Specify treatment: Chemotherapy type
pubsaf2603/malig.sas7bdat,MAL_DON_RADIAT,Specify treatment: Radiation
pubsaf2603/malig.sas7bdat,MAL_DON_IMMUNO,Specify treatment: Immunotherapy
pubsaf2603/malig.sas7bdat,MAL_DON_IMMUNO_TY,Immunotherapy type
pubsaf2603/malig.sas7bdat,MAL_DON_OUTCOME,Specify treatment: Outcome
pubsaf2603/malig.sas7bdat,MAL_PRETX_TUMOR_TY,Type of Pre-Existing Tumor
pubsaf2603/malig.sas7bdat,MAL_PRETX_SKIN_NUM,If skin # of occurrences in follow-up period
pubsaf2603/malig.sas7bdat,MAL_PRETX_DUKES,"If Color-rectal, Duke/s Classificiation"
pubsaf2603/malig.sas7bdat,MAL_PRETX_LEUK_TY,If Leukemia
pubsaf2603/malig.sas7bdat,TFL_PREV_TUMOR_LYMPH_TY,If Lymphoma specify type
pubsaf2603/malig.sas7bdat,MAL_PRETX_DT,Treatments of pre-existing tumor: Date of Treatment
pubsaf2603/malig.sas7bdat,MAL_PRETX_SURG,Treatments of pre-existing tumor: Surgery
pubsaf2603/malig.sas7bdat,MAL_PRETX_SURG_TY,Treatments of pre-existing tumor: Surgery Type
pubsaf2603/malig.sas7bdat,MAL_PRETX_CHEMO,Treatments of pre-existing tumor: Chemotherapy
pubsaf2603/malig.sas7bdat,MAL_PRETX_CHEMO_TY,Treatments of pre-existing tumor: Chemotherapy Type
pubsaf2603/malig.sas7bdat,MAL_PRETX_RADIAT,Treatments of pre-existing tumor: Radiation
pubsaf2603/malig.sas7bdat,MAL_RECUR_DT,Date of recurrence (post tx)
pubsaf2603/malig.sas7bdat,MAL_RECUR_SITE_PRIME_ORG,Site(s) affected: Primary organ
pubsaf2603/malig.sas7bdat,MAL_RECUR_SITE_ADJ_ORG,Site(s) affected: Adjacent organs
pubsaf2603/malig.sas7bdat,MAL_RECUR_SITE_LYMPH,Site(s) affected: Regional lymph nodes
pubsaf2603/malig.sas7bdat,MAL_RECUR_SITE_METAST,Site(s) affected: Distant metastases
pubsaf2603/malig.sas7bdat,MAL_RECUR_IMMUNO_STAT,Immunosuppression
pubsaf2603/malig.sas7bdat,MAL_RECUR_SURG,Treatments of recurrent tumor: Surgery
pubsaf2603/malig.sas7bdat,MAL_RECUR_SURG_TY,Treatments of recurrent tumor: Surgery Type
pubsaf2603/malig.sas7bdat,MAL_RECUR_CHEMO,Treatments of recurrent tumor: Chemotherapy
pubsaf2603/malig.sas7bdat,MAL_RECUR_CHEMO_TY,Treatments of recurrent tumor: Chemotherapy Type
pubsaf2603/malig.sas7bdat,MAL_RECUR_RADIAT,Treatments of recurrent tumor: Radiation
pubsaf2603/malig.sas7bdat,MAL_RECUR_IMMUNO,Treatments of recurrent tumor: Immunotherapy
pubsaf2603/malig.sas7bdat,MAL_RECUR_IMMUNO_TY,Treatments of recurrent tumor: Immunotherapy Type
pubsaf2603/malig.sas7bdat,MAL_RECUR_OUTCOME,Treatments of recurrent tumor: Outcome
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_SQU_SKIN,Tumor Type:Skin:Squamous Cell
pubsaf2603/malig.sas7bdat,MAL_POSTX_SQU_SKIN_SITES,Squamous Cell: Sites: Single/Multiple
pubsaf2603/malig.sas7bdat,MAL_POSTX_SQU_SITE_LIPHEADNECK,Squamous Cell Site: //Lips/Head/Neck
pubsaf2603/malig.sas7bdat,MAL_POSTX_SQU_SITE_EXTREM,Squamous Cell Site: //Extremities
pubsaf2603/malig.sas7bdat,MAL_POSTX_SQU_SITE_TRUNK,Squamous Cell Site: //Trunk
pubsaf2603/malig.sas7bdat,MAL_POSTX_SQU_SPREAD_NONE,Squamous Cell Spread:None
pubsaf2603/malig.sas7bdat,MAL_POSTX_SQU_SPREAD_NODES,Squamous Cell Spread:Nodes
pubsaf2603/malig.sas7bdat,MAL_POSTX_SQU_SPREAD_OTHER,Squamous Cell Spread:Other
pubsaf2603/malig.sas7bdat,MAL_POSTX_SQU_NUM,Squamous Cell:Number of Occurrences
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_BAS_SKIN,Tumor Type:Skin:Basal Cell
pubsaf2603/malig.sas7bdat,MAL_POSTX_BAS_SKIN_SITES,Basal Cell: Sites: Single/Multiple
pubsaf2603/malig.sas7bdat,MAL_POSTX_BAS_SITE_LIPHEADNECK,Basal Cell: Site: //Lips/Head/Neck
pubsaf2603/malig.sas7bdat,MAL_POSTX_BAS_SITE_EXTREM,Basal Cell: Site: //Extremities
pubsaf2603/malig.sas7bdat,MAL_POSTX_BAS_SITE_TRUNK,Basal Cell: Site: //Trunk
pubsaf2603/malig.sas7bdat,MAL_POSTX_BAS_SPREAD_NONE,Basal Cell Spread:None
pubsaf2603/malig.sas7bdat,MAL_POSTX_BAS_SPREAD_NODES,Basal Cell Spread:Nodes
pubsaf2603/malig.sas7bdat,MAL_POSTX_BAS_SPREAD_OTHER,Basal Cell Spread:Other
pubsaf2603/malig.sas7bdat,MAL_POSTX_BAS_NUM,Basal Cell:Number of Occurrences
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_MEL_SKIN,Tumor Type:Skin: Melanoma
pubsaf2603/malig.sas7bdat,MAL_POSTX_MEL_SKIN_SITES,Melanoma: Sites: Single/Multiple
pubsaf2603/malig.sas7bdat,MAL_POSTX_MEL_SITE_LIPHEADNECK,Melanoma: Sites: //Lips/Head/Neck
pubsaf2603/malig.sas7bdat,MAL_POSTX_MEL_SITE_EXTREM,Melanoma: Sites: //Extremities
pubsaf2603/malig.sas7bdat,MAL_POSTX_MEL_SITE_TRUNK,Melanoma: Sites: //Trunk
pubsaf2603/malig.sas7bdat,MAL_POSTX_MEL_SPREAD_NONE,Melanoma Spread:None
pubsaf2603/malig.sas7bdat,MAL_POSTX_MEL_SPREAD_NODES,Melanoma Spread:Nodes
pubsaf2603/malig.sas7bdat,MAL_POSTX_MEL_SPREAD_OTHER,Melanoma Spread:Other
pubsaf2603/malig.sas7bdat,MAL_POSTX_MEL_NUM,Melanoma Spread:Number of Occurrences
pubsaf2603/malig.sas7bdat,MAL_POSTX_KAPOSI_CUTANEOUS,Tumor Types: Kaposis/s Sarcoma: Cutaneous
pubsaf2603/malig.sas7bdat,MAL_POSTX_KAPOSI_VISC,Tumor Types: Kaposis/s Sarcoma: Visceral
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_BRAIN,Tumor Type: Brain
pubsaf2603/malig.sas7bdat,MAL_POSTX_BRAIN_TUMOR_TY,Type of Brain Tumor
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_RENAL,Tumor Type: Renal Carcinoma
pubsaf2603/malig.sas7bdat,MAL_POSTX_RENAL_SITES,Renal carcinoma:Site(s)
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_VULVA_PENIS,"Tumor Types: Carcinoma of Vulva, Perineum or Penis, Scrotum"
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_UTERUS,Tumor Types: Carcinoma of the Uterus
pubsaf2603/malig.sas7bdat,MAL_POSTX_UTERUS_TY,Carcinoma of the Uterus:Select
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_OVARIAN,Tumor Type: Ovarian
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_TESTICULAR,Tumor Type: Testicular
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_ESOPHAGUS,Tumor Type: Esophagus
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_STOMACH,Tumor Type: Stomach
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_SM_IN,Tumor Type: Small Intestine
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_PA,Tumor Type: Pancreas
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_LARYNX,Tumor Type: Larynx
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_TONGUE_THROAT,"Tumor Type: Tongue, Throat"
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_THYROID,Tumor Type: Thyroid
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_BLADDER,Tumor Type: Bladder
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_BREAST,Tumor Type: Breast
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_PROSTATE,Tumor Type: Prostate
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_COLORECTAL,Tumor Type: Colo-rectal
pubsaf2603/malig.sas7bdat,MAL_POSTX_COLORECTAL_DUKES,Colo-rectal:Duke/s classification
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_PRIME_HEPAT,Primary Hepatic Tumor
pubsaf2603/malig.sas7bdat,MAL_POSTX_PRIME_HEPAT_TY,Primary Hepatic Tumor:Specify Type
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_METAST_LI,Metastatic Liver Tumor-Orig Site
pubsaf2603/malig.sas7bdat,MAL_POSTX_METAST_LI_TY,Metastatic Liver Tumor:Specify Type
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_LU,Tumor Type: Lung
pubsaf2603/malig.sas7bdat,MAL_POSTX_LU_CELL_TY,Lung: Small Cell/Non-small Cell
pubsaf2603/malig.sas7bdat,MAL_POSTX_TUMOR_LEUK,Tumor Types: Leukemia
pubsaf2603/malig.sas7bdat,MAL_POSTX_LEUK_TY,Leukemia:Type
