file,variable,label
ptr_lu_20180101_20181231.sas7bdat,MATCH_ID,MATCH_ID
ptr_lu_20180101_20181231.sas7bdat,MATCH_ORG,MATCH_ORG
ptr_lu_20180101_20181231.sas7bdat,MATCH_SUBMIT_DT,MATCH_SUBMIT_DT
ptr_lu_20180101_20181231.sas7bdat,DONOR_ID,DONOR_ID
ptr_lu_20180101_20181231.sas7bdat,MATCH_OPO_CTR_CD,MATCH_OPO_CTR_CD
ptr_lu_20180101_20181231.sas7bdat,MATCH_OPO_CTR_TY,MATCH_OPO_CTR_TY
ptr_lu_20180101_20181231.sas7bdat,PTR_ROW_ORDER,PTR_ROW_ORDER
ptr_lu_20180101_20181231.sas7bdat,PTR_SEQUENCE_NUM,PTR_SEQUENCE_NUM
ptr_lu_20180101_20181231.sas7bdat,PTR_CLASS_ALLOC_CAT,PTR_CLASS_ALLOC_CAT
ptr_lu_20180101_20181231.sas7bdat,PTR_TOT_SCORE,PTR_TOT_SCORE
ptr_lu_20180101_20181231.sas7bdat,WLREG_AUDIT_ID,WLREG_AUDIT_ID
ptr_lu_20180101_20181231.sas7bdat,PX_ID,PX_ID
ptr_lu_20180101_20181231.sas7bdat,PTR_STAT_CD,PTR_STAT_CD
ptr_lu_20180101_20181231.sas7bdat,PTR_ACTIVATE_DT,PTR_ACTIVATE_DT
ptr_lu_20180101_20181231.sas7bdat,PTR_XMATCH_RESULT_ID,PTR_XMATCH_RESULT_ID
ptr_lu_20180101_20181231.sas7bdat,PTR_OFFER_ID,PTR_OFFER_ID
ptr_lu_20180101_20181231.sas7bdat,PTR_OFFER_ACPT,PTR_OFFER_ACPT
ptr_lu_20180101_20181231.sas7bdat,PTR_ORG_PLACED,PTR_ORG_PLACED
ptr_lu_20180101_20181231.sas7bdat,PTR_PRIME_OPO_REFUSAL_ID,PTR_PRIME_OPO_REFUSAL_ID
ptr_lu_20180101_20181231.sas7bdat,PTR_PRIME_OPO_REFUSAL_OSTXT,PTR_PRIME_OPO_REFUSAL_OSTXT
ptr_lu_20180101_20181231.sas7bdat,PTR_SECOND_OPO_REFUSAL_ID,PTR_SECOND_OPO_REFUSAL_ID
ptr_lu_20180101_20181231.sas7bdat,PTR_SECOND_OPO_REFUSAL_OSTXT,PTR_SECOND_OPO_REFUSAL_OSTXT
ptr_lu_20180101_20181231.sas7bdat,PTR_DISTANCE,PTR_DISTANCE
ptr_lu_20180101_20181231.sas7bdat,PTR_OPO_REFUSAL_DT,PTR_OPO_REFUSAL_DT
ptr_lu_20180101_20181231.sas7bdat,PTR_CHG_PROCESS_CD,PTR_CHG_PROCESS_CD
ptr_lu_20180101_20181231.sas7bdat,PTR_TXC_REFUSAL_CD,PTR_TXC_REFUSAL_CD
ptr_lu_20180101_20181231.sas7bdat,PTR_TXC_REFUSAL_OSTXT,PTR_TXC_REFUSAL_OSTXT
ptr_lu_20180101_20181231.sas7bdat,PTR_TXC_REFUSAL_DT,PTR_TXC_REFUSAL_DT
ptr_lu_20190101_20191231.sas7bdat,MATCH_ID,MATCH_ID
ptr_lu_20190101_20191231.sas7bdat,MATCH_ORG,MATCH_ORG
ptr_lu_20190101_20191231.sas7bdat,MATCH_SUBMIT_DT,MATCH_SUBMIT_DT
ptr_lu_20190101_20191231.sas7bdat,DONOR_ID,DONOR_ID
ptr_lu_20190101_20191231.sas7bdat,MATCH_OPO_CTR_CD,MATCH_OPO_CTR_CD
ptr_lu_20190101_20191231.sas7bdat,MATCH_OPO_CTR_TY,MATCH_OPO_CTR_TY
ptr_lu_20190101_20191231.sas7bdat,PTR_ROW_ORDER,PTR_ROW_ORDER
ptr_lu_20190101_20191231.sas7bdat,PTR_SEQUENCE_NUM,PTR_SEQUENCE_NUM
ptr_lu_20190101_20191231.sas7bdat,PTR_CLASS_ALLOC_CAT,PTR_CLASS_ALLOC_CAT
ptr_lu_20190101_20191231.sas7bdat,PTR_TOT_SCORE,PTR_TOT_SCORE
ptr_lu_20190101_20191231.sas7bdat,WLREG_AUDIT_ID,WLREG_AUDIT_ID
ptr_lu_20190101_20191231.sas7bdat,PX_ID,PX_ID
ptr_lu_20190101_20191231.sas7bdat,PTR_STAT_CD,PTR_STAT_CD
ptr_lu_20190101_20191231.sas7bdat,PTR_ACTIVATE_DT,PTR_ACTIVATE_DT
ptr_lu_20190101_20191231.sas7bdat,PTR_XMATCH_RESULT_ID,PTR_XMATCH_RESULT_ID
ptr_lu_20190101_20191231.sas7bdat,PTR_OFFER_ID,PTR_OFFER_ID
ptr_lu_20190101_20191231.sas7bdat,PTR_OFFER_ACPT,PTR_OFFER_ACPT
ptr_lu_20190101_20191231.sas7bdat,PTR_ORG_PLACED,PTR_ORG_PLACED
