candidate_zip,broad_reason,n
92427,not_in_2020_zcta,3
92514,not_in_2020_zcta,3
92516,not_in_2020_zcta,3
92520,not_in_2020_zcta,3
92565,not_in_2020_zcta,3
92619,not_in_2020_zcta,3
92623,not_in_2020_zcta,3
92640,not_in_2020_zcta,3
92684,not_in_2020_zcta,3
92799,not_in_2020_zcta,3
92815,not_in_2020_zcta,3
92822,not_in_2020_zcta,3
92834,not_in_2020_zcta,3
92842,not_in_2020_zcta,3
92856,not_in_2020_zcta,3
92864,not_in_2020_zcta,3
93002,not_in_2020_zcta,3
93007,not_in_2020_zcta,3
93275,not_in_2020_zcta,3
93303,not_in_2020_zcta,3
93384,not_in_2020_zcta,3
93403,not_in_2020_zcta,3
93639,not_in_2020_zcta,3
93744,not_in_2020_zcta,3
93747,not_in_2020_zcta,3
93755,not_in_2020_zcta,3
93922,not_in_2020_zcta,3
94011,not_in_2020_zcta,3
94083,not_in_2020_zcta,3
94119,not_in_2020_zcta,3
94126,not_in_2020_zcta,3
94141,not_in_2020_zcta,3
94159,not_in_2020_zcta,3
94309,not_in_2020_zcta,3
94524,not_in_2020_zcta,3
94620,not_in_2020_zcta,3
94802,not_in_2020_zcta,3
94912,not_in_2020_zcta,3
94915,not_in_2020_zcta,3
94942,not_in_2020_zcta,3
94948,not_in_2020_zcta,3
94966,not_in_2020_zcta,3
94977,not_in_2020_zcta,3
94979,not_in_2020_zcta,3
95015,not_in_2020_zcta,3
95026,not_in_2020_zcta,3
95052,not_in_2020_zcta,3
95055,not_in_2020_zcta,3
95056,not_in_2020_zcta,3
95109,not_in_2020_zcta,3
95151,not_in_2020_zcta,3
95154,not_in_2020_zcta,3
95161,not_in_2020_zcta,3
95208,not_in_2020_zcta,3
95344,not_in_2020_zcta,3
95481,not_in_2020_zcta,3
95812,not_in_2020_zcta,3
95852,not_in_2020_zcta,3
95967,not_in_2020_zcta,3
96152,not_in_2020_zcta,3
96156,not_in_2020_zcta,3
96710,valid_2020_zcta_outside_conus_crop,3
96719,valid_2020_zcta_outside_conus_crop,3
96721,not_in_2020_zcta,3
96726,valid_2020_zcta_outside_conus_crop,3
96730,valid_2020_zcta_outside_conus_crop,3
96739,not_in_2020_zcta,3
96776,valid_2020_zcta_outside_conus_crop,3
96777,valid_2020_zcta_outside_conus_crop,3
96783,valid_2020_zcta_outside_conus_crop,3
96799,valid_2020_zcta_outside_conus_crop,3
96830,not_in_2020_zcta,3
96910,valid_2020_zcta_outside_conus_crop,3
97228,not_in_2020_zcta,3
97268,not_in_2020_zcta,3
97294,not_in_2020_zcta,3
97308,not_in_2020_zcta,3
97339,not_in_2020_zcta,3
98009,not_in_2020_zcta,3
98227,not_in_2020_zcta,3
98384,not_in_2020_zcta,3
98395,not_in_2020_zcta,3
98540,not_in_2020_zcta,3
98687,not_in_2020_zcta,3
99214,not_in_2020_zcta,3
99510,not_in_2020_zcta,3
99639,valid_2020_zcta_outside_conus_crop,3
99714,valid_2020_zcta_outside_conus_crop,3
99752,valid_2020_zcta_outside_conus_crop,3
99821,not_in_2020_zcta,3
99824,valid_2020_zcta_outside_conus_crop,3
99827,valid_2020_zcta_outside_conus_crop,3
99829,valid_2020_zcta_outside_conus_crop,3
00079,not_in_2020_zcta,2
00082,not_in_2020_zcta,2
00092,not_in_2020_zcta,2
00301,not_in_2020_zcta,2
00600,not_in_2020_zcta,2
00611,valid_2020_zcta_outside_conus_crop,2
00628,not_in_2020_zcta,2
00631,valid_2020_zcta_outside_conus_crop,2
00632,not_in_2020_zcta,2
00640,not_in_2020_zcta,2
00721,not_in_2020_zcta,2
00734,not_in_2020_zcta,2
00775,valid_2020_zcta_outside_conus_crop,2
00793,not_in_2020_zcta,2
00798,not_in_2020_zcta,2
00830,valid_2020_zcta_outside_conus_crop,2
00909,valid_2020_zcta_outside_conus_crop,2
00913,valid_2020_zcta_outside_conus_crop,2
00916,not_in_2020_zcta,2
00946,not_in_2020_zcta,2
00975,not_in_2020_zcta,2
01041,not_in_2020_zcta,2
01138,not_in_2020_zcta,2
01150,not_in_2020_zcta,2
01302,not_in_2020_zcta,2
01446,not_in_2020_zcta,2
01802,not_in_2020_zcta,2
01820,not_in_2020_zcta,2
01831,not_in_2020_zcta,2
01920,not_in_2020_zcta,2
01936,not_in_2020_zcta,2
02117,not_in_2020_zcta,2
02153,not_in_2020_zcta,2
02181,not_in_2020_zcta,2
02227,not_in_2020_zcta,2
02238,not_in_2020_zcta,2
02304,not_in_2020_zcta,2
02310,not_in_2020_zcta,2
02331,not_in_2020_zcta,2
02334,not_in_2020_zcta,2
02352,not_in_2020_zcta,2
02361,not_in_2020_zcta,2
02455,not_in_2020_zcta,2
02662,not_in_2020_zcta,2
02669,not_in_2020_zcta,2
02676,not_in_2020_zcta,2
02714,not_in_2020_zcta,2
02768,not_in_2020_zcta,2
02883,not_in_2020_zcta,2
03108,not_in_2020_zcta,2
03469,not_in_2020_zcta,2
03815,not_in_2020_zcta,2
03866,not_in_2020_zcta,2
04112,not_in_2020_zcta,2
04136,not_in_2020_zcta,2
04212,not_in_2020_zcta,2
04532,not_in_2020_zcta,2
05159,not_in_2020_zcta,2
05406,not_in_2020_zcta,2
05470,not_in_2020_zcta,2
05745,not_in_2020_zcta,2
06056,not_in_2020_zcta,2
06083,not_in_2020_zcta,2
06137,not_in_2020_zcta,2
06246,not_in_2020_zcta,2
06742,not_in_2020_zcta,2
06852,not_in_2020_zcta,2
06881,not_in_2020_zcta,2
07007,not_in_2020_zcta,2
07025,not_in_2020_zcta,2
07056,not_in_2020_zcta,2
07084,not_in_2020_zcta,2
07120,not_in_2020_zcta,2
07301,not_in_2020_zcta,2
07308,not_in_2020_zcta,2
07408,not_in_2020_zcta,2
07428,not_in_2020_zcta,2
07466,not_in_2020_zcta,2
07653,not_in_2020_zcta,2
07824,not_in_2020_zcta,2
07984,not_in_2020_zcta,2
08013,not_in_2020_zcta,2
08017,not_in_2020_zcta,2
08025,not_in_2020_zcta,2
08040,not_in_2020_zcta,2
08250,not_in_2020_zcta,2
08255,not_in_2020_zcta,2
08313,not_in_2020_zcta,2
08543,not_in_2020_zcta,2
08607,not_in_2020_zcta,2
08617,not_in_2020_zcta,2
08661,not_in_2020_zcta,2
08709,not_in_2020_zcta,2
08803,not_in_2020_zcta,2
08851,not_in_2020_zcta,2
08875,not_in_2020_zcta,2
08883,not_in_2020_zcta,2
08885,not_in_2020_zcta,2
08888,not_in_2020_zcta,2
08903,not_in_2020_zcta,2
09301,not_in_2020_zcta,2
10008,not_in_2020_zcta,2
10096,not_in_2020_zcta,2
10120,not_in_2020_zcta,2
10508,not_in_2020_zcta,2
10592,not_in_2020_zcta,2
10981,not_in_2020_zcta,2
10982,not_in_2020_zcta,2
11000,not_in_2020_zcta,2
11028,not_in_2020_zcta,2
11200,not_in_2020_zcta,2
11240,not_in_2020_zcta,2
11299,not_in_2020_zcta,2
11352,not_in_2020_zcta,2
11380,not_in_2020_zcta,2
11534,not_in_2020_zcta,2
11543,not_in_2020_zcta,2
11588,not_in_2020_zcta,2
11707,not_in_2020_zcta,2
11760,not_in_2020_zcta,2
11802,not_in_2020_zcta,2
12201,not_in_2020_zcta,2
12238,not_in_2020_zcta,2
12250,not_in_2020_zcta,2
12253,not_in_2020_zcta,2
12511,not_in_2020_zcta,2
12536,not_in_2020_zcta,2
12584,not_in_2020_zcta,2
13137,not_in_2020_zcta,2
13201,not_in_2020_zcta,2
13220,not_in_2020_zcta,2
13422,not_in_2020_zcta,2
13442,not_in_2020_zcta,2
13745,not_in_2020_zcta,2
13970,not_in_2020_zcta,2
14074,not_in_2020_zcta,2
14104,not_in_2020_zcta,2
14603,not_in_2020_zcta,2
14702,not_in_2020_zcta,2
14887,not_in_2020_zcta,2
15415,not_in_2020_zcta,2
16225,not_in_2020_zcta,2
16512,not_in_2020_zcta,2
16804,not_in_2020_zcta,2
17357,not_in_2020_zcta,2
17421,not_in_2020_zcta,2
17608,not_in_2020_zcta,2
17833,not_in_2020_zcta,2
18019,not_in_2020_zcta,2
18043,not_in_2020_zcta,2
18068,not_in_2020_zcta,2
18140,not_in_2020_zcta,2
18647,not_in_2020_zcta,2
18958,not_in_2020_zcta,2
18963,not_in_2020_zcta,2
19058,not_in_2020_zcta,2
19071,not_in_2020_zcta,2
19077,not_in_2020_zcta,2
19158,not_in_2020_zcta,2
19308,not_in_2020_zcta,2
19318,not_in_2020_zcta,2
19360,not_in_2020_zcta,2
19376,not_in_2020_zcta,2
19430,not_in_2020_zcta,2
19466,not_in_2020_zcta,2
19470,not_in_2020_zcta,2
19480,not_in_2020_zcta,2
19486,not_in_2020_zcta,2
19714,not_in_2020_zcta,2
20013,not_in_2020_zcta,2
20029,not_in_2020_zcta,2
20108,not_in_2020_zcta,2
20134,not_in_2020_zcta,2
20146,not_in_2020_zcta,2
20153,not_in_2020_zcta,2
20156,not_in_2020_zcta,2
20168,not_in_2020_zcta,2
20172,not_in_2020_zcta,2
20177,not_in_2020_zcta,2
20178,not_in_2020_zcta,2
20189,not_in_2020_zcta,2
20564,not_in_2020_zcta,2
20635,not_in_2020_zcta,2
20673,not_in_2020_zcta,2
20703,not_in_2020_zcta,2
20704,not_in_2020_zcta,2
20709,not_in_2020_zcta,2
20731,not_in_2020_zcta,2
20738,not_in_2020_zcta,2
20741,not_in_2020_zcta,2
20749,not_in_2020_zcta,2
20753,not_in_2020_zcta,2
20780,not_in_2020_zcta,2
20786,not_in_2020_zcta,2
20875,not_in_2020_zcta,2
20884,not_in_2020_zcta,2
20908,not_in_2020_zcta,2
20914,not_in_2020_zcta,2
21008,not_in_2020_zcta,2
21018,not_in_2020_zcta,2
21022,not_in_2020_zcta,2
21143,not_in_2020_zcta,2
21174,not_in_2020_zcta,2
21243,not_in_2020_zcta,2
21281,not_in_2020_zcta,2
21282,not_in_2020_zcta,2
21916,not_in_2020_zcta,2
21922,not_in_2020_zcta,2
22071,not_in_2020_zcta,2
22103,not_in_2020_zcta,2
22220,not_in_2020_zcta,2
22403,not_in_2020_zcta,2
22837,not_in_2020_zcta,2
23003,not_in_2020_zcta,2
23125,not_in_2020_zcta,2
23327,not_in_2020_zcta,2
23439,not_in_2020_zcta,2
23467,not_in_2020_zcta,2
23471,not_in_2020_zcta,2
23541,not_in_2020_zcta,2
23609,not_in_2020_zcta,2
24062,not_in_2020_zcta,2
24114,not_in_2020_zcta,2
24505,not_in_2020_zcta,2
24507,not_in_2020_zcta,2
24628,not_in_2020_zcta,2
25360,not_in_2020_zcta,2
25572,not_in_2020_zcta,2
25759,not_in_2020_zcta,2
25776,not_in_2020_zcta,2
25919,not_in_2020_zcta,2
26186,not_in_2020_zcta,2
26302,not_in_2020_zcta,2
26529,not_in_2020_zcta,2
27049,not_in_2020_zcta,2
27117,not_in_2020_zcta,2
27250,not_in_2020_zcta,2
27254,not_in_2020_zcta,2
27289,not_in_2020_zcta,2
27322,not_in_2020_zcta,2
27359,not_in_2020_zcta,2
27419,not_in_2020_zcta,2
27532,not_in_2020_zcta,2
27575,not_in_2020_zcta,2
27602,not_in_2020_zcta,2
27611,not_in_2020_zcta,2
27624,not_in_2020_zcta,2
27625,not_in_2020_zcta,2
27699,not_in_2020_zcta,2
27811,not_in_2020_zcta,2
28013,not_in_2020_zcta,2
28038,not_in_2020_zcta,2
28082,not_in_2020_zcta,2
28093,not_in_2020_zcta,2
28113,not_in_2020_zcta,2
28218,not_in_2020_zcta,2
28220,not_in_2020_zcta,2
28225,not_in_2020_zcta,2
28252,not_in_2020_zcta,2
28258,not_in_2020_zcta,2
28265,not_in_2020_zcta,2
28266,not_in_2020_zcta,2
28272,not_in_2020_zcta,2
28297,not_in_2020_zcta,2
28309,not_in_2020_zcta,2
28408,not_in_2020_zcta,2
28563,not_in_2020_zcta,2
28687,not_in_2020_zcta,2
28691,not_in_2020_zcta,2
28802,not_in_2020_zcta,2
28814,not_in_2020_zcta,2
29092,not_in_2020_zcta,2
29171,not_in_2020_zcta,2
29290,not_in_2020_zcta,2
29416,not_in_2020_zcta,2
29419,not_in_2020_zcta,2
29476,not_in_2020_zcta,2
29551,not_in_2020_zcta,2
29610,not_in_2020_zcta,2
29612,not_in_2020_zcta,2
29648,not_in_2020_zcta,2
29740,not_in_2020_zcta,2
29744,not_in_2020_zcta,2
30003,not_in_2020_zcta,2
30023,not_in_2020_zcta,2
30029,not_in_2020_zcta,2
30042,not_in_2020_zcta,2
30048,not_in_2020_zcta,2
30049,not_in_2020_zcta,2
30053,not_in_2020_zcta,2
30059,not_in_2020_zcta,2
30073,not_in_2020_zcta,2
30077,not_in_2020_zcta,2
30091,not_in_2020_zcta,2
30130,not_in_2020_zcta,2
30133,not_in_2020_zcta,2
30142,not_in_2020_zcta,2
30151,not_in_2020_zcta,2
30169,not_in_2020_zcta,2
30186,not_in_2020_zcta,2
30210,not_in_2020_zcta,2
30212,not_in_2020_zcta,2
30219,not_in_2020_zcta,2
30301,not_in_2020_zcta,2
30357,not_in_2020_zcta,2
30377,not_in_2020_zcta,2
30524,not_in_2020_zcta,2
30706,not_in_2020_zcta,2
31026,not_in_2020_zcta,2
31131,not_in_2020_zcta,2
31146,not_in_2020_zcta,2
31202,not_in_2020_zcta,2
31221,not_in_2020_zcta,2
31304,not_in_2020_zcta,2
31402,not_in_2020_zcta,2
31412,not_in_2020_zcta,2
31521,not_in_2020_zcta,2
31621,not_in_2020_zcta,2
31703,not_in_2020_zcta,2
31723,not_in_2020_zcta,2
31728,not_in_2020_zcta,2
31782,not_in_2020_zcta,2
31786,not_in_2020_zcta,2
32067,not_in_2020_zcta,2
32115,not_in_2020_zcta,2
32138,not_in_2020_zcta,2
32170,not_in_2020_zcta,2
32232,not_in_2020_zcta,2
32240,not_in_2020_zcta,2
32241,not_in_2020_zcta,2
32245,not_in_2020_zcta,2
32255,not_in_2020_zcta,2
32302,not_in_2020_zcta,2
32314,not_in_2020_zcta,2
32315,not_in_2020_zcta,2
32318,not_in_2020_zcta,2
32362,not_in_2020_zcta,2
32402,not_in_2020_zcta,2
32406,not_in_2020_zcta,2
32411,not_in_2020_zcta,2
32417,not_in_2020_zcta,2
32498,not_in_2020_zcta,2
32522,not_in_2020_zcta,2
32525,not_in_2020_zcta,2
32560,not_in_2020_zcta,2
32562,not_in_2020_zcta,2
32572,not_in_2020_zcta,2
32602,not_in_2020_zcta,2
32636,not_in_2020_zcta,2
32663,not_in_2020_zcta,2
32670,not_in_2020_zcta,2
32710,not_in_2020_zcta,2
32719,not_in_2020_zcta,2
32721,not_in_2020_zcta,2
32727,not_in_2020_zcta,2
32756,not_in_2020_zcta,2
32790,not_in_2020_zcta,2
32793,not_in_2020_zcta,2
32794,not_in_2020_zcta,2
32802,not_in_2020_zcta,2
32856,not_in_2020_zcta,2
32859,not_in_2020_zcta,2
32868,not_in_2020_zcta,2
32869,not_in_2020_zcta,2
32878,not_in_2020_zcta,2
32978,not_in_2020_zcta,2
33061,not_in_2020_zcta,2
33074,not_in_2020_zcta,2
33079,not_in_2020_zcta,2
33092,not_in_2020_zcta,2
33093,not_in_2020_zcta,2
33112,not_in_2020_zcta,2
33203,not_in_2020_zcta,2
33209,not_in_2020_zcta,2
33222,not_in_2020_zcta,2
33269,not_in_2020_zcta,2
33280,not_in_2020_zcta,2
33318,not_in_2020_zcta,2
33320,not_in_2020_zcta,2
33343,not_in_2020_zcta,2
33347,not_in_2020_zcta,2
33377,not_in_2020_zcta,2
33419,not_in_2020_zcta,2
33422,not_in_2020_zcta,2
33424,not_in_2020_zcta,2
33427,not_in_2020_zcta,2
33429,not_in_2020_zcta,2
33454,not_in_2020_zcta,2
33474,not_in_2020_zcta,2
33504,not_in_2020_zcta,2
33524,not_in_2020_zcta,2
33533,not_in_2020_zcta,2
33537,not_in_2020_zcta,2
33595,not_in_2020_zcta,2
33672,not_in_2020_zcta,2
33673,not_in_2020_zcta,2
33679,not_in_2020_zcta,2
33681,not_in_2020_zcta,2
33688,not_in_2020_zcta,2
33731,not_in_2020_zcta,2
33737,not_in_2020_zcta,2
33738,not_in_2020_zcta,2
33779,not_in_2020_zcta,2
33831,not_in_2020_zcta,2
34220,not_in_2020_zcta,2
34264,not_in_2020_zcta,2
34283,not_in_2020_zcta,2
34284,not_in_2020_zcta,2
34441,not_in_2020_zcta,2
34447,not_in_2020_zcta,2
34660,not_in_2020_zcta,2
34665,not_in_2020_zcta,2
34674,not_in_2020_zcta,2
34696,not_in_2020_zcta,2
34777,not_in_2020_zcta,2
34778,not_in_2020_zcta,2
34791,not_in_2020_zcta,2
34901,not_in_2020_zcta,2
34979,not_in_2020_zcta,2
34985,not_in_2020_zcta,2
34991,not_in_2020_zcta,2
35001,not_in_2020_zcta,2
35037,not_in_2020_zcta,2
35048,not_in_2020_zcta,2
35069,not_in_2020_zcta,2
35108,not_in_2020_zcta,2
35113,not_in_2020_zcta,2
35137,not_in_2020_zcta,2
35231,not_in_2020_zcta,2
35232,not_in_2020_zcta,2
35236,not_in_2020_zcta,2
35238,not_in_2020_zcta,2
35255,not_in_2020_zcta,2
35266,not_in_2020_zcta,2
35271,not_in_2020_zcta,2
35294,not_in_2020_zcta,2
35701,not_in_2020_zcta,2
35733,not_in_2020_zcta,2
35762,not_in_2020_zcta,2
35815,not_in_2020_zcta,2
35999,not_in_2020_zcta,2
36087,not_in_2020_zcta,2
36121,not_in_2020_zcta,2
36208,not_in_2020_zcta,2
36226,not_in_2020_zcta,2
36244,not_in_2020_zcta,2
36253,not_in_2020_zcta,2
36307,not_in_2020_zcta,2
36361,not_in_2020_zcta,2
36478,not_in_2020_zcta,2
36515,not_in_2020_zcta,2
36685,not_in_2020_zcta,2
36689,not_in_2020_zcta,2
36826,not_in_2020_zcta,2
36868,not_in_2020_zcta,2
37065,not_in_2020_zcta,2
37070,not_in_2020_zcta,2
37077,not_in_2020_zcta,2
37121,not_in_2020_zcta,2
37125,not_in_2020_zcta,2
37162,not_in_2020_zcta,2
37349,not_in_2020_zcta,2
37384,not_in_2020_zcta,2
37414,not_in_2020_zcta,2
37424,not_in_2020_zcta,2
37451,not_in_2020_zcta,2
37621,not_in_2020_zcta,2
37644,not_in_2020_zcta,2
37662,not_in_2020_zcta,2
37822,not_in_2020_zcta,2
37831,not_in_2020_zcta,2
37868,not_in_2020_zcta,2
37949,not_in_2020_zcta,2
37984,not_in_2020_zcta,2
38167,not_in_2020_zcta,2
38302,not_in_2020_zcta,2
38324,not_in_2020_zcta,2
38325,not_in_2020_zcta,2
38557,not_in_2020_zcta,2
38638,not_in_2020_zcta,2
38704,not_in_2020_zcta,2
38935,not_in_2020_zcta,2
39024,not_in_2020_zcta,2
39034,not_in_2020_zcta,2
39072,not_in_2020_zcta,2
39151,not_in_2020_zcta,2
39280,not_in_2020_zcta,2
39282,not_in_2020_zcta,2
39288,not_in_2020_zcta,2
39303,not_in_2020_zcta,2
39524,not_in_2020_zcta,2
39552,not_in_2020_zcta,2
39558,not_in_2020_zcta,2
39704,not_in_2020_zcta,2
40066,not_in_2020_zcta,2
40250,not_in_2020_zcta,2
40255,not_in_2020_zcta,2
40259,not_in_2020_zcta,2
40285,not_in_2020_zcta,2
40362,not_in_2020_zcta,2
40452,not_in_2020_zcta,2
40506,not_in_2020_zcta,2
40562,not_in_2020_zcta,2
40730,not_in_2020_zcta,2
40930,not_in_2020_zcta,2
41105,not_in_2020_zcta,2
42702,not_in_2020_zcta,2
43216,not_in_2020_zcta,2
43552,not_in_2020_zcta,2
43618,not_in_2020_zcta,2
43624,not_in_2020_zcta,2
43702,not_in_2020_zcta,2
44036,not_in_2020_zcta,2
44322,not_in_2020_zcta,2
44334,not_in_2020_zcta,2
45201,not_in_2020_zcta,2
45250,not_in_2020_zcta,2
45254,not_in_2020_zcta,2
45687,not_in_2020_zcta,2
45802,not_in_2020_zcta,2
46015,not_in_2020_zcta,2
46023,not_in_2020_zcta,2
46061,not_in_2020_zcta,2
46285,not_in_2020_zcta,2
46306,not_in_2020_zcta,2
46401,not_in_2020_zcta,2
46461,not_in_2020_zcta,2
46515,not_in_2020_zcta,2
46612,not_in_2020_zcta,2
46852,not_in_2020_zcta,2
46861,not_in_2020_zcta,2
46903,not_in_2020_zcta,2
47176,not_in_2020_zcta,2
47363,not_in_2020_zcta,2
47716,not_in_2020_zcta,2
47728,not_in_2020_zcta,2
47903,not_in_2020_zcta,2
48057,not_in_2020_zcta,2
48061,not_in_2020_zcta,2
48099,not_in_2020_zcta,2
48107,not_in_2020_zcta,2
48231,not_in_2020_zcta,2
48330,not_in_2020_zcta,2
48332,not_in_2020_zcta,2
48361,not_in_2020_zcta,2
48366,not_in_2020_zcta,2
48548,not_in_2020_zcta,2
48605,not_in_2020_zcta,2
48804,not_in_2020_zcta,2
48844,not_in_2020_zcta,2
48908,not_in_2020_zcta,2
49003,not_in_2020_zcta,2
49422,not_in_2020_zcta,2
49463,not_in_2020_zcta,2
49610,not_in_2020_zcta,2
49964,not_in_2020_zcta,2
50305,not_in_2020_zcta,2
51102,not_in_2020_zcta,2
52648,not_in_2020_zcta,2
53109,not_in_2020_zcta,2
53141,not_in_2020_zcta,2
53148,not_in_2020_zcta,2
53187,not_in_2020_zcta,2
53408,not_in_2020_zcta,2
53419,not_in_2020_zcta,2
53547,not_in_2020_zcta,2
53701,not_in_2020_zcta,2
54131,not_in_2020_zcta,2
54402,not_in_2020_zcta,2
54602,not_in_2020_zcta,2
54912,not_in_2020_zcta,2
55141,not_in_2020_zcta,2
55146,not_in_2020_zcta,2
55458,not_in_2020_zcta,2
55657,not_in_2020_zcta,2
56233,not_in_2020_zcta,2
56502,not_in_2020_zcta,2
57402,not_in_2020_zcta,2
58107,not_in_2020_zcta,2
58506,not_in_2020_zcta,2
59703,not_in_2020_zcta,2
60039,not_in_2020_zcta,2
60078,not_in_2020_zcta,2
60147,not_in_2020_zcta,2
60159,not_in_2020_zcta,2
60167,not_in_2020_zcta,2
60377,not_in_2020_zcta,2
60413,not_in_2020_zcta,2
60434,not_in_2020_zcta,2
60567,not_in_2020_zcta,2
60583,not_in_2020_zcta,2
60600,not_in_2020_zcta,2
61125,not_in_2020_zcta,2
61126,not_in_2020_zcta,2
61130,not_in_2020_zcta,2
61266,not_in_2020_zcta,2
61555,not_in_2020_zcta,2
61702,not_in_2020_zcta,2
61707,not_in_2020_zcta,2
63022,not_in_2020_zcta,2
63032,not_in_2020_zcta,2
63704,not_in_2020_zcta,2
63886,not_in_2020_zcta,2
63938,not_in_2020_zcta,2
64013,not_in_2020_zcta,2
65309,not_in_2020_zcta,2
65673,not_in_2020_zcta,2
65805,not_in_2020_zcta,2
66119,not_in_2020_zcta,2
66283,not_in_2020_zcta,2
66285,not_in_2020_zcta,2
66601,not_in_2020_zcta,2
67402,not_in_2020_zcta,2
68026,not_in_2020_zcta,2
68501,not_in_2020_zcta,2
68702,not_in_2020_zcta,2
70009,not_in_2020_zcta,2
70010,not_in_2020_zcta,2
70060,not_in_2020_zcta,2
70064,not_in_2020_zcta,2
70096,not_in_2020_zcta,2
70103,not_in_2020_zcta,2
70157,not_in_2020_zcta,2
70178,not_in_2020_zcta,2
70183,not_in_2020_zcta,2
70429,not_in_2020_zcta,2
70488,not_in_2020_zcta,2
70596,not_in_2020_zcta,2
70616,not_in_2020_zcta,2
70707,not_in_2020_zcta,2
70765,not_in_2020_zcta,2
70800,not_in_2020_zcta,2
70804,not_in_2020_zcta,2
70892,not_in_2020_zcta,2
70895,not_in_2020_zcta,2
71125,not_in_2020_zcta,2
71306,not_in_2020_zcta,2
71496,not_in_2020_zcta,2
71612,not_in_2020_zcta,2
71829,not_in_2020_zcta,2
71840,not_in_2020_zcta,2
71902,not_in_2020_zcta,2
71903,not_in_2020_zcta,2
72089,not_in_2020_zcta,2
72213,not_in_2020_zcta,2
72215,not_in_2020_zcta,2
72221,not_in_2020_zcta,2
72321,not_in_2020_zcta,2
72451,not_in_2020_zcta,2
72506,not_in_2020_zcta,2
72716,not_in_2020_zcta,2
72733,not_in_2020_zcta,2
72757,not_in_2020_zcta,2
72811,not_in_2020_zcta,2
72902,not_in_2020_zcta,2
73101,not_in_2020_zcta,2
73113,not_in_2020_zcta,2
73147,not_in_2020_zcta,2
73155,not_in_2020_zcta,2
73776,not_in_2020_zcta,2
74101,not_in_2020_zcta,2
74345,not_in_2020_zcta,2
74545,not_in_2020_zcta,2
75017,not_in_2020_zcta,2
75045,not_in_2020_zcta,2
75053,not_in_2020_zcta,2
75073,not_in_2020_zcta,2
75085,not_in_2020_zcta,2
75097,not_in_2020_zcta,2
75118,not_in_2020_zcta,2
75138,not_in_2020_zcta,2
75339,not_in_2020_zcta,2
75379,not_in_2020_zcta,2
75483,not_in_2020_zcta,2
75636,not_in_2020_zcta,2
75685,not_in_2020_zcta,2
75978,not_in_2020_zcta,2
76004,not_in_2020_zcta,2
76025,not_in_2020_zcta,2
76057,not_in_2020_zcta,2
76095,not_in_2020_zcta,2
76307,not_in_2020_zcta,2
76425,not_in_2020_zcta,2
76505,not_in_2020_zcta,2
76508,not_in_2020_zcta,2
76526,not_in_2020_zcta,2
76564,not_in_2020_zcta,2
76594,not_in_2020_zcta,2
76702,not_in_2020_zcta,2
76714,not_in_2020_zcta,2
76833,not_in_2020_zcta,2
76906,not_in_2020_zcta,2
77210,not_in_2020_zcta,2
77222,not_in_2020_zcta,2
77223,not_in_2020_zcta,2
77224,not_in_2020_zcta,2
77238,not_in_2020_zcta,2
77240,not_in_2020_zcta,2
77248,not_in_2020_zcta,2
77249,not_in_2020_zcta,2
77251,not_in_2020_zcta,2
77263,not_in_2020_zcta,2
77268,not_in_2020_zcta,2
77270,not_in_2020_zcta,2
77273,not_in_2020_zcta,2
77291,not_in_2020_zcta,2
77325,not_in_2020_zcta,2
77361,not_in_2020_zcta,2
77370,not_in_2020_zcta,2
77439,not_in_2020_zcta,2
77497,not_in_2020_zcta,2
77537,not_in_2020_zcta,2
77572,not_in_2020_zcta,2
77593,not_in_2020_zcta,2
77631,not_in_2020_zcta,2
77639,not_in_2020_zcta,2
77667,not_in_2020_zcta,2
77842,not_in_2020_zcta,2
77870,not_in_2020_zcta,2
77959,not_in_2020_zcta,2
78051,not_in_2020_zcta,2
78054,not_in_2020_zcta,2
78106,not_in_2020_zcta,2
78131,not_in_2020_zcta,2
78206,not_in_2020_zcta,2
78269,not_in_2020_zcta,2
78270,not_in_2020_zcta,2
78279,not_in_2020_zcta,2
78299,not_in_2020_zcta,2
78426,not_in_2020_zcta,2
78440,not_in_2020_zcta,2
78460,not_in_2020_zcta,2
78465,not_in_2020_zcta,2
78466,not_in_2020_zcta,2
78546,not_in_2020_zcta,2
78553,not_in_2020_zcta,2
78627,not_in_2020_zcta,2
78646,not_in_2020_zcta,2
78761,not_in_2020_zcta,2
78822,not_in_2020_zcta,2
78882,not_in_2020_zcta,2
79074,not_in_2020_zcta,2
79116,not_in_2020_zcta,2
79120,not_in_2020_zcta,2
79452,not_in_2020_zcta,2
79704,not_in_2020_zcta,2
79998,not_in_2020_zcta,2
80028,not_in_2020_zcta,2
80037,not_in_2020_zcta,2
80038,not_in_2020_zcta,2
80041,not_in_2020_zcta,2
80162,not_in_2020_zcta,2
80176,not_in_2020_zcta,2
80225,not_in_2020_zcta,2
80250,not_in_2020_zcta,2
80321,not_in_2020_zcta,2
80437,not_in_2020_zcta,2
80488,not_in_2020_zcta,2
80502,not_in_2020_zcta,2
80533,not_in_2020_zcta,2
80647,not_in_2020_zcta,2
80937,not_in_2020_zcta,2
81602,not_in_2020_zcta,2
82524,not_in_2020_zcta,2
83205,not_in_2020_zcta,2
83403,not_in_2020_zcta,2
83606,not_in_2020_zcta,2
83719,not_in_2020_zcta,2
83816,not_in_2020_zcta,2
84091,not_in_2020_zcta,2
