model,term,hazard_ratio,conf_low,conf_high,robust_se,p_value
time_varying_cox_with_current_status,PM2.5 per 5 ug/m3,1.120009768879521,1.0996482696192473,1.1407482892869925,0.00896539881448626,9.635362474521573e-34
time_varying_cox_with_current_status,O3 per 10 ppb,1.0404766357942992,1.0237824053349585,1.0574430894615963,0.007735453706725483,1.5243331692298893e-6
time_varying_cox_with_current_status,NO2 per 10 units,0.9643034670838183,0.9516976040755807,0.9770763030690834,0.006303146793889551,6.15806440102472e-8
time_varying_cox_with_current_status,Current inactive waitlist status,3.402695018074135,3.351996087887883,3.4541607694184786,0.006699427633790367,0
time_varying_cox_with_current_status,Current status unknown/0,NA,NA,NA,0,NA
