model,pollutant,hazard_ratio,conf_low,conf_high,robust_se,p_value
cause_specific_waitlist_death,PM2.5 per 5 ug/m3,1.0542152840306556,1.0345631978038334,1.0742406722402722,0.009029907691028745,3.816241655834374e-8
cause_specific_waitlist_death,O3 per 10 ppb,0.9551751944218293,0.9399562074689195,0.9706405945182794,0.007647141285623891,2.1897150904752206e-8
cause_specific_waitlist_death,NO2 per 10 units,0.9653239280639329,0.9523341104013657,0.9784909265720286,0.006320060143818463,3.2967279161726893e-7
cause_specific_transplant,PM2.5 per 5 ug/m3,0.9333905805356203,0.925623762294517,0.9412225693871243,0.0039162194949523155,8.39490583461691e-59
cause_specific_transplant,O3 per 10 ppb,0.985453335141036,0.9787296866025199,0.992223173603377,0.0031742954598810986,2.7283788250900417e-5
cause_specific_transplant,NO2 per 10 units,0.9813378896254922,0.9754595585267751,0.9872516448237569,0.002792148352662837,7.973729464770653e-10
