organ,organ_label,model,endpoint,term,exposure,intervals,waitlist_rows,people,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,variance_estimator,center_adjustment
LU,Lung,heat_humidity,time_varying_death_or_deterioration_delist_cause_specific,tmax_interval_5c,Interval Tmax per 5 C,83445,46682,43535,5638,0.9609216351819182,0.9334020013733829,0.9892526345583883,0.0071703767064360945,0.6782536793080111,robust_patient_clustered,stratified_listing_center_baseline_hazard
LU,Lung,heat_humidity,time_varying_death_or_deterioration_delist_cause_specific,rmax_interval_10pct,Interval maximum relative humidity per 10 pct,83445,46682,43535,5638,0.9845467105553527,0.9441759013674071,1.026643683514402,0.46597308101691404,0.6782536793080111,robust_patient_clustered,stratified_listing_center_baseline_hazard
