organ,organ_label,model,endpoint,term,exposure,intervals,waitlist_rows,people,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,variance_estimator,center_adjustment
KI,Kidney,heat_humidity,time_varying_death_or_deterioration_delist_cause_specific,tmax_interval_5c,Interval Tmax per 5 C,1274251,641658,526349,117219,0.9713652625712468,0.9557142936111815,0.9872725349381213,4.5570025477271824e-4,0.6379720587737102,robust_patient_clustered,stratified_listing_center_baseline_hazard
KI,Kidney,heat_humidity,time_varying_death_or_deterioration_delist_cause_specific,rmax_interval_10pct,Interval maximum relative humidity per 10 pct,1274251,641658,526349,117219,0.9610105774010358,0.9488731833626849,0.9733032254149707,8.642981485815172e-10,0.6379720587737102,robust_patient_clustered,stratified_listing_center_baseline_hazard
