organ,organ_label,model,endpoint,term,exposure,intervals,waitlist_rows,people,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,variance_estimator,center_adjustment
KI,Kidney,o3,time_varying_death_or_deterioration_delist_cause_specific,o3_interval_10ppb,Interval ozone per 10 ppb,1274251,641658,526349,117219,1.0727576126540919,1.0479874434903067,1.098113248069609,3.8050147284449055e-9,0.6383545786678422,robust_patient_clustered,stratified_listing_center_baseline_hazard
