window,pollutant,tract_geoid,value,days,missing_values,nearest_fill_days
2010-2014,o3,17031822400,33.7758310984068,1826,0,0
2010-2014,o3,17031740100,33.1329687303024,1826,0,0
2010-2014,o3,17031530501,33.5843378498432,1826,0,1826
2010-2014,o3,17031830300,34.1240603843552,1826,0,0
2010-2014,o3,17031750300,33.0979194417188,1826,0,1826
2010-2014,o3,17031826303,34.7197157418986,1826,0,0
2010-2014,o3,17031826500,33.2904988531317,1826,0,0
2010-2014,o3,17031827801,33.5372951328224,1826,0,0
2010-2014,o3,17031825900,33.5914572365868,1826,0,0
2010-2014,o3,17031822601,34.3457562620655,1826,0,0
2010-2014,o3,17031819900,34.3713039075721,1826,0,0
2010-2014,o3,17031500200,33.9363093775415,1826,0,0
2010-2014,o3,17031491400,33.3294638044243,1826,0,0
2010-2014,o3,17031817900,32.7845788017813,1826,0,0
2010-2014,o3,17031815800,34.3404167220078,1826,0,0
2010-2014,o3,17031720300,33.4828318242343,1826,0,0
2010-2014,o3,17031691400,32.7291352084031,1826,0,1826
2010-2014,o3,17031812801,33.4502743210109,1826,0,0
2010-2014,o3,17031811000,33.0581056404683,1826,0,0
2010-2014,o3,17031670100,33.4238778255464,1826,0,1826
2010-2014,o3,17031640800,32.5111176805104,1826,0,1826
2010-2014,o3,17031690400,33.1851593115839,1826,0,0
2010-2014,o3,17031671200,33.2614462787667,1826,0,1826
2010-2014,o3,17031580200,32.6812710236811,1826,0,0
2010-2014,o3,17031560400,32.4840092463715,1826,0,1826
2010-2014,o3,17031630300,32.2180727692433,1826,0,0
2010-2014,o3,17031610400,32.3038339972463,1826,0,1826
2010-2014,o3,17031440700,33.2257945805356,1826,0,1826
2010-2014,o3,17031491200,33.4961122187367,1826,0,0
2010-2014,o3,17031460200,32.7597485714004,1826,0,0
2010-2014,o3,17031350400,32.7219610571462,1826,0,1826
2010-2014,o3,17031841200,31.400602877544,1826,0,1826
2010-2014,o3,17031310400,32.2200442917262,1826,0,1826
2010-2014,o3,17031840800,32.7465503236681,1826,0,1826
2010-2014,o3,17031420300,33.0212491229421,1826,0,1826
2010-2014,o3,17031400500,33.411062929408,1826,0,1826
2010-2014,o3,17031381500,32.973494467247,1826,0,0
2010-2014,o3,17031260900,32.9197157150765,1826,0,1826
2010-2014,o3,17031300800,31.5884999230602,1826,0,0
2010-2014,o3,17031291200,33.0227277648043,1826,0,1826
2010-2014,o3,17031807900,34.0958566599481,1826,0,0
2010-2014,o3,17031811600,33.0711578494982,1826,0,0
2010-2014,o3,17031810000,36.335214123036,1826,0,0
2010-2014,o3,17031806201,32.7084342223334,1826,0,1826
2010-2014,o3,17031805801,34.2516708280238,1826,0,0
2010-2014,o3,17031805111,33.0808876780477,1826,0,0
2010-2014,o3,17031803400,33.9523772857765,1826,0,0
2010-2014,o3,17031770901,33.6431275549909,1826,0,0
2010-2014,o3,17031360200,33.4009862589402,1826,0,0
2010-2014,o3,17031801300,36.1173426338457,1826,0,0
2010-2014,o3,17031230800,32.5096390386482,1826,0,1826
2010-2014,o3,17031222900,32.1571746303293,1826,0,1826
2010-2014,o3,17031222800,32.5096390386482,1826,0,1826
2010-2014,o3,17031221600,32.7928263375011,1826,0,1826
2010-2014,o3,17031210800,32.2286423203318,1826,0,1826
2010-2014,o3,17031242400,31.6813805378068,1826,0,1826
2010-2014,o3,17031241100,32.8359260095563,1826,0,0
2010-2014,o3,17031061200,32.3344473602436,1826,0,0
2010-2014,o3,17031050300,33.2010410204734,1826,0,0
2010-2014,o3,17031040300,32.2481384871065,1826,0,0
2010-2014,o3,17031030400,33.3194418984699,1826,0,0
2010-2014,o3,17031020400,32.9855426601976,1826,0,0
2010-2014,o3,17031191000,32.7792995026884,1826,0,1826
2010-2014,o3,17031161000,32.5438120950173,1826,0,0
2010-2014,o3,17031160800,32.3620486750032,1826,0,0
2010-2014,o3,17031150600,32.2092009180706,1826,0,0
2010-2014,o3,17031130300,33.394578810871,1826,0,0
2010-2014,o3,17031110200,33.0762874589211,1826,0,0
2010-2014,o3,17031081500,30.9183465724389,1826,0,1826
2010-2014,o3,17031080400,32.6251921619473,1826,0,0
2010-2014,o3,17031070700,32.5409369580631,1826,0,0
2010-2014,o3,17031030702,33.1762326958978,1826,0,1826
2010-2014,o3,17031063400,31.66506071281,1826,0,1826
2010-2014,o3,17031071800,32.1397047505509,1826,0,1826
2010-2014,o3,17031220701,32.1133630195998,1826,0,1826
2010-2014,o3,17031838200,32.1288339946386,1826,0,0
2010-2014,o3,17031010502,31.9591461498319,1826,0,1826
2010-2014,o3,17031804405,33.5590366446469,1826,0,1826
2010-2014,o3,17031825304,34.8527661272328,1826,0,0
2010-2014,o3,17031190701,32.5915667507124,1826,0,0
2010-2014,o3,17031251700,33.002081543248,1826,0,1826
2010-2014,o3,17031310300,32.2200442917262,1826,0,1826
2010-2014,o3,17031520600,33.2376784799459,1826,0,0
2010-2014,o3,17031670500,31.8946335530327,1826,0,1826
2010-2014,o3,17031671900,33.218675193792,1826,0,0
