window,pollutant,tract_geoid,value,days,missing_values,nearest_fill_days
2020-2021,pm25,17031822400,9.47560419516644,731,0,0
2020-2021,pm25,17031740100,10.0041039671683,731,0,731
2020-2021,pm25,17031530501,8.75512995896033,731,0,0
2020-2021,pm25,17031830300,9.77770177838577,731,0,0
2020-2021,pm25,17031750300,9.37209302325581,731,0,0
2020-2021,pm25,17031826303,8.78385772913817,731,0,0
2020-2021,pm25,17031826500,9.09302325581395,731,0,0
2020-2021,pm25,17031827801,9.193707250342,731,0,0
2020-2021,pm25,17031825900,9.12380300957592,731,0,0
2020-2021,pm25,17031822601,9.03693570451436,731,0,731
2020-2021,pm25,17031819900,10.2879616963064,731,0,0
2020-2021,pm25,17031500200,8.85453716370269,731,0,0
2020-2021,pm25,17031491400,9.48153214774282,731,0,731
2020-2021,pm25,17031817900,9.31326949384405,731,0,0
2020-2021,pm25,17031815800,9.79753761969904,731,0,0
2020-2021,pm25,17031720300,9.13269493844049,731,0,0
2020-2021,pm25,17031691400,8.82626538987688,731,0,0
2020-2021,pm25,17031812801,9.12722298221614,731,0,731
2020-2021,pm25,17031811000,9.19425444596443,731,0,0
2020-2021,pm25,17031670100,9.40082079343365,731,0,731
2020-2021,pm25,17031640800,8.89740082079343,731,0,731
2020-2021,pm25,17031690400,8.88919288645691,731,0,731
2020-2021,pm25,17031671200,8.82216142270862,731,0,0
2020-2021,pm25,17031580200,9.16826265389877,731,0,0
2020-2021,pm25,17031560400,9.95075239398085,731,0,731
2020-2021,pm25,17031630300,8.68673050615595,731,0,0
2020-2021,pm25,17031610400,10.0506155950752,731,0,731
2020-2021,pm25,17031440700,9.18604651162791,731,0,0
2020-2021,pm25,17031491200,8.79480164158687,731,0,731
2020-2021,pm25,17031460200,8.99316005471956,731,0,731
2020-2021,pm25,17031350400,9.85088919288646,731,0,731
2020-2021,pm25,17031841200,8.61969904240766,731,0,0
2020-2021,pm25,17031310400,9.39261285909713,731,0,731
2020-2021,pm25,17031840800,8.61696306429549,731,0,731
2020-2021,pm25,17031420300,8.88645690834473,731,0,731
2020-2021,pm25,17031400500,8.95759233926129,731,0,731
2020-2021,pm25,17031381500,8.89466484268126,731,0,731
2020-2021,pm25,17031260900,9.19699042407661,731,0,731
2020-2021,pm25,17031300800,8.61696306429549,731,0,731
2020-2021,pm25,17031291200,9.21067031463748,731,0,0
2020-2021,pm25,17031807900,9.48221614227086,731,0,0
2020-2021,pm25,17031811600,10.1491108071135,731,0,0
2020-2021,pm25,17031810000,9.22571819425445,731,0,0
2020-2021,pm25,17031806201,9.5608755129959,731,0,0
2020-2021,pm25,17031805801,9.25444596443228,731,0,0
2020-2021,pm25,17031805111,9.93342453260373,731,0,0
2020-2021,pm25,17031803400,10.1525307797538,731,0,0
2020-2021,pm25,17031770901,9.43091655266758,731,0,731
2020-2021,pm25,17031360200,9.09439124487004,731,0,731
2020-2021,pm25,17031801300,9.41267669858641,731,0,0
2020-2021,pm25,17031230800,9.35020519835841,731,0,0
2020-2021,pm25,17031222900,8.98358413132695,731,0,731
2020-2021,pm25,17031222800,8.49931600547196,731,0,0
2020-2021,pm25,17031221600,9.93980848153215,731,0,731
2020-2021,pm25,17031210800,9.64432284541724,731,0,731
2020-2021,pm25,17031242400,8.81805745554036,731,0,731
2020-2021,pm25,17031241100,8.79890560875513,731,0,731
2020-2021,pm25,17031061200,8.40082079343365,731,0,731
2020-2021,pm25,17031050300,10.1586867305062,731,0,731
2020-2021,pm25,17031040300,9.59233926128591,731,0,731
2020-2021,pm25,17031030400,9.84131326949384,731,0,731
2020-2021,pm25,17031020400,9.29411764705882,731,0,731
2020-2021,pm25,17031191000,10.3693570451436,731,0,0
2020-2021,pm25,17031161000,9.19015047879617,731,0,731
2020-2021,pm25,17031160800,8.42681258549932,731,0,731
2020-2021,pm25,17031150600,9.15184678522572,731,0,731
2020-2021,pm25,17031130300,8.81258549931601,731,0,0
2020-2021,pm25,17031110200,9.38714090287278,731,0,731
2020-2021,pm25,17031081500,9.84268125854993,731,0,0
2020-2021,pm25,17031080400,9.07523939808481,731,0,731
2020-2021,pm25,17031070700,9.67852257181942,731,0,731
2020-2021,pm25,17031030702,9.61285909712722,731,0,731
2020-2021,pm25,17031063400,9.37619699042408,731,0,0
2020-2021,pm25,17031071800,8.59781121751026,731,0,0
2020-2021,pm25,17031220701,9.07523939808481,731,0,0
2020-2021,pm25,17031838200,10.1668946648427,731,0,731
2020-2021,pm25,17031010502,9.4391244870041,731,0,0
2020-2021,pm25,17031804405,9.83948928408573,731,0,0
2020-2021,pm25,17031825304,10.2619699042408,731,0,0
2020-2021,pm25,17031190701,8.74829001367989,731,0,731
2020-2021,pm25,17031251700,10.2612859097127,731,0,0
2020-2021,pm25,17031310300,10.1887824897401,731,0,731
2020-2021,pm25,17031520600,9.64021887824897,731,0,0
2020-2021,pm25,17031670500,9.21477428180575,731,0,0
2020-2021,pm25,17031671900,8.9452804377565,731,0,731
2020-2021,pm25,17031813701,8.76607387140903,731,0,0
2020-2021,pm25,17031802003,9.59781121751026,731,0,0
2020-2021,pm25,17031831300,10.6580027359781,731,0,0
2020-2021,pm25,17031835800,8.76744186046512,731,0,731
2020-2021,pm25,17031829903,9.87859097127223,731,0,0
2020-2021,pm25,17031844600,8.89466484268126,731,0,0
2020-2021,pm25,17031803604,9.5389876880985,731,0,0
2020-2021,pm25,17031803005,9.45690834473324,731,0,0
2020-2021,pm25,17031802504,9.69630642954856,731,0,0
2020-2021,pm25,17031804508,9.7359781121751,731,0,0
2020-2021,pm25,17031804000,10.1755585955312,731,0,0
2020-2021,pm25,17031770602,9.69744642042864,731,0,0
2020-2021,pm25,17031839600,9.09439124487004,731,0,731
2020-2021,pm25,17031802100,10.2380300957592,731,0,0
2020-2021,pm25,17031801603,9.06822845417237,731,0,0
2020-2021,pm25,17031800400,8.90264477884177,731,0,0
2020-2021,pm25,17031230900,9.35020519835841,731,0,731
2020-2021,pm25,17031230200,8.49931600547196,731,0,731
2020-2021,pm25,17031222600,8.61285909712722,731,0,0
2020-2021,pm25,17031220400,9.04240766073871,731,0,731
2020-2021,pm25,17031210700,8.9124487004104,731,0,0
2020-2021,pm25,17031250200,9.71819425444597,731,0,0
2020-2021,pm25,17031240800,8.72640218878249,731,0,731
2020-2021,pm25,17031062300,8.40082079343365,731,0,731
2020-2021,pm25,17031061500,8.40082079343365,731,0,731
2020-2021,pm25,17031832100,16.8153214774282,731,0,731
2020-2021,pm25,17031050900,8.78522571819426,731,0,0
2020-2021,pm25,17031050600,8.77154582763338,731,0,731
2020-2021,pm25,17031040202,9.22435020519836,731,0,731
2020-2021,pm25,17031031900,9.18057455540356,731,0,731
2020-2021,pm25,17031031502,9.48290013679891,731,0,731
2020-2021,pm25,17031030300,9.65389876880985,731,0,731
2020-2021,pm25,17031020901,9.50752393980848,731,0,0
2020-2021,pm25,17031020302,8.88372093023256,731,0,0
2020-2021,pm25,17031200402,8.92065663474692,731,0,731
2020-2021,pm25,17031190900,8.8796169630643,731,0,0
2020-2021,pm25,17031190402,9.07797537619699,731,0,0
2020-2021,pm25,17031190100,9.04924760601915,731,0,0
2020-2021,pm25,17031170600,9.10670314637483,731,0,731
2020-2021,pm25,17031160601,8.75649794801642,731,0,731
2020-2021,pm25,17031160100,9.41586867305062,731,0,0
2020-2021,pm25,17031150800,9.42270861833105,731,0,731
2020-2021,pm25,17031140400,9.21682626538988,731,0,0
2020-2021,pm25,17031100300,9.47469220246238,731,0,0
2020-2021,pm25,17031071100,8.58549931600547,731,0,731
2020-2021,pm25,17031070300,8.58549931600547,731,0,731
2020-2021,pm25,17031818100,9.76470588235294,731,0,0
2020-2021,pm25,17031817102,10.2777017783858,731,0,0
2020-2021,pm25,17031816402,9.55198358413133,731,0,0
2020-2021,pm25,17031815900,9.12722298221614,731,0,0
2020-2021,pm25,17031730100,8.82352941176471,731,0,0
2020-2021,pm25,17031720100,8.97674418604651,731,0,0
2020-2021,pm25,17031710400,9.07934336525308,731,0,0
2020-2021,pm25,17031812600,8.85772913816689,731,0,0
2020-2021,pm25,17031811100,9.74281805745554,731,0,0
2020-2021,pm25,17031730300,8.94801641586867,731,0,0
2020-2021,pm25,17031660600,8.73871409028728,731,0,731
2020-2021,pm25,17031650400,9.02051983584131,731,0,0
2020-2021,pm25,17031490800,9.31053351573187,731,0,731
2020-2021,pm25,17031480200,8.80437756497948,731,0,731
2020-2021,pm25,17031301701,8.69904240766074,731,0,731
2020-2021,pm25,17031301600,8.69904240766074,731,0,731
2020-2021,pm25,17031430400,8.53351573187415,731,0,731
2020-2021,pm25,17031411100,8.44596443228454,731,0,731
2020-2021,pm25,17031410200,9.06976744186047,731,0,731
2020-2021,pm25,17031390400,8.64705882352941,731,0,0
2020-2021,pm25,17031381800,9.14363885088919,731,0,0
2020-2021,pm25,17031280900,9.31326949384405,731,0,731
2020-2021,pm25,17031260700,9.19699042407661,731,0,731
2020-2021,pm25,17031251800,9.51231190150479,731,0,0
2020-2021,pm25,17031301200,9.17099863201094,731,0,731
2020-2021,pm25,17031292500,9.04309165526676,731,0,0
2020-2021,pm25,17031824113,9.82962318119637,731,0,0
2020-2021,pm25,17031823500,9.52462380300958,731,0,0
2020-2021,pm25,17031825505,9.7250341997264,731,0,0
2020-2021,pm25,17031820502,10.0482216142271,731,0,0
2020-2021,pm25,17031823703,9.74464204286366,731,0,0
2020-2021,pm25,17031823805,10.3057455540356,731,0,0
2020-2021,pm25,17031829800,9.6609667122663,731,0,0
2020-2021,pm25,17031828401,9.92544459644323,731,0,0
2020-2021,pm25,17031829000,9.59986320109439,731,0,0
2020-2021,pm25,17031828802,9.76265389876881,731,0,0
2020-2021,pm25,17031691000,8.88919288645691,731,0,731
2020-2021,pm25,17031681300,8.82216142270862,731,0,0
2020-2021,pm25,17031672000,9.02325581395349,731,0,731
2020-2021,pm25,17031590600,9.6484268125855,731,0,0
2020-2021,pm25,17031580300,10.2872777017784,731,0,0
2020-2021,pm25,17031570100,10.202462380301,731,0,0
2020-2021,pm25,17031560200,9.91928864569083,731,0,0
2020-2021,pm25,17031630400,8.46785225718194,731,0,0
2020-2021,pm25,17031620300,8.88919288645691,731,0,731
2020-2021,pm25,17031843800,9.29822161422709,731,0,0
2020-2021,pm25,17031839800,8.88508891928865,731,0,0
2020-2021,pm25,17031440900,8.88372093023256,731,0,0
2020-2021,pm25,17031431301,9.05061559507524,731,0,0
2020-2021,pm25,17031843000,9.15184678522572,731,0,731
2020-2021,pm25,17031809200,9.16142270861833,731,0,0
2020-2021,pm25,17031808200,9.56315549475604,731,0,0
2020-2021,pm25,17031807500,9.3844049247606,731,0,0
2020-2021,pm25,17031806802,9.28385772913817,731,0,0
2020-2021,pm25,17031806400,10.1326949384405,731,0,0
2020-2021,pm25,17031811402,9.86320109439125,731,0,0
2020-2021,pm25,17031810200,8.75649794801642,731,0,0
2020-2021,pm25,17031805106,10.1919744642043,731,0,0
2020-2021,pm25,17031805302,9.31532147742818,731,0,0
2020-2021,pm25,17031805110,10.2407660738714,731,0,0
2020-2021,pm25,17031827000,9.4249886000912,731,0,0
2020-2021,pm25,17031826304,9.0328317373461,731,0,0
2020-2021,pm25,17031827500,9.20300957592339,731,0,0
2020-2021,pm25,17031821700,9.26310989512084,731,0,0
2020-2021,pm25,17031823602,9.80848153214774,731,0,0
2020-2021,pm25,17031820300,9.99863201094391,731,0,0
2020-2021,pm25,17031819200,9.27906976744186,731,0,0
2020-2021,pm25,17031530200,8.78248974008208,731,0,0
2020-2021,pm25,17031720400,9.15731874145007,731,0,731
2020-2021,pm25,17031491300,8.77017783857729,731,0,731
2020-2021,pm25,17031814500,9.63679890560875,731,0,0
2020-2021,pm25,17031010100,9.09986320109439,731,0,0
2020-2021,pm25,17031010501,9.4391244870041,731,0,731
2020-2021,pm25,17031081401,9.71956224350205,731,0,731
2020-2021,pm25,17031252201,9.34746922024624,731,0,731
2020-2021,pm25,17031980100,10.5232558139535,731,0,0
2020-2021,pm25,17031430101,9.48837209302326,731,0,731
2020-2021,pm25,17031530502,9.22298221614227,731,0,0
2020-2021,pm25,17031063301,9.37619699042408,731,0,731
2020-2021,pm25,17031080201,9.67852257181942,731,0,731
2020-2021,pm25,17031803014,10.2763337893297,731,0,0
2020-2021,pm25,17031803012,9.70861833105335,731,0,0
2020-2021,pm25,17031830007,9.75410396716826,731,0,0
2020-2021,pm25,17031803612,9.22571819425445,731,0,0
2020-2021,pm25,17031240600,8.79890560875513,731,0,731
2020-2021,pm25,17031240700,8.72640218878249,731,0,731
2020-2021,pm25,17031260400,10.2298221614227,731,0,731
2020-2021,pm25,17031260200,9.77564979480164,731,0,731
2020-2021,pm25,17031283200,9.20383036935704,731,0,731
2020-2021,pm25,17031310500,9.39261285909713,731,0,0
2020-2021,pm25,17031420100,9.01641586867305,731,0,0
2020-2021,pm25,17031491000,8.57113543091655,731,0,0
2020-2021,pm25,17031802607,10.203830369357,731,0,0
2020-2021,pm25,17031836700,9.37619699042408,731,0,0
2020-2021,pm25,17031837100,9.97264021887825,731,0,0
2020-2021,pm25,17031835500,9.58002735978112,731,0,0
