window,pollutant,tract_geoid,value,days,missing_values,nearest_fill_days
2020-2021,o3,17031804000,37.1714095826249,731,0,0
2020-2021,o3,17031770602,36.398176556967,731,0,0
2020-2021,o3,17031839600,36.1668952037714,731,0,0
2020-2021,o3,17031802100,37.9966489930068,731,0,0
2020-2021,o3,17031801603,37.5994191649262,731,0,0
2020-2021,o3,17031800400,37.7861382739556,731,0,0
2020-2021,o3,17031230900,36.2644328249239,731,0,0
2020-2021,o3,17031230200,36.2644328249239,731,0,731
2020-2021,o3,17031222600,35.2785230975104,731,0,731
2020-2021,o3,17031220400,35.5854998462707,731,0,0
2020-2021,o3,17031210700,35.644733773282,731,0,731
2020-2021,o3,17031250200,36.1709991710008,731,0,0
2020-2021,o3,17031240800,35.790151012111,731,0,731
2020-2021,o3,17031062300,36.2138172290944,731,0,0
2020-2021,o3,17031061500,35.8125860329651,731,0,731
2020-2021,o3,17031832100,34.3474697320634,731,0,731
2020-2021,o3,17031050900,35.722298753918,731,0,731
2020-2021,o3,17031050600,35.5875518298855,731,0,731
2020-2021,o3,17031040202,36.7157324212521,731,0,0
2020-2021,o3,17031031900,36.6318746908643,731,0,731
2020-2021,o3,17031031502,36.1569088835132,731,0,731
2020-2021,o3,17031030300,36.8175108085416,731,0,731
2020-2021,o3,17031020901,36.533516276266,731,0,731
2020-2021,o3,17031020302,37.0021893338653,731,0,731
2020-2021,o3,17031200402,36.1466489654396,731,0,0
2020-2021,o3,17031190900,36.134473862659,731,0,731
2020-2021,o3,17031190402,36.1640224267108,731,0,731
2020-2021,o3,17031190100,36.3803014997011,731,0,731
2020-2021,o3,17031170600,36.9541729172812,731,0,0
2020-2021,o3,17031160601,36.2980853562051,731,0,0
2020-2021,o3,17031160100,36.5927502032772,731,0,731
2020-2021,o3,17031150800,34.7714095468622,731,0,0
2020-2021,o3,17031140400,36.6731879609738,731,0,0
2020-2021,o3,17031100300,36.7724355684718,731,0,0
2020-2021,o3,17031071100,34.4347474351423,731,0,0
2020-2021,o3,17031070300,34.6142276019755,731,0,0
2020-2021,o3,17031818100,37.7235299738891,731,0,0
2020-2021,o3,17031817102,36.0125860359454,731,0,0
2020-2021,o3,17031816402,36.3844054669305,731,0,0
2020-2021,o3,17031815900,36.8047885101304,731,0,0
2020-2021,o3,17031730100,36.4317378889764,731,0,731
2020-2021,o3,17031720100,36.6976065659888,731,0,0
2020-2021,o3,17031710400,36.392750200297,731,0,731
2020-2021,o3,17031812600,37.1248979540249,731,0,731
2020-2021,o3,17031811100,37.0581856867289,731,0,0
2020-2021,o3,17031730300,36.6740087544197,731,0,731
2020-2021,o3,17031660600,36.1521209217455,731,0,731
2020-2021,o3,17031650400,35.7597816546133,731,0,0
2020-2021,o3,17031490800,36.0156640113674,731,0,0
2020-2021,o3,17031480200,36.2666216074462,731,0,731
2020-2021,o3,17031301701,35.8652536124093,731,0,731
2020-2021,o3,17031301600,35.9689471844059,731,0,0
2020-2021,o3,17031430400,36.6638856352538,731,0,0
2020-2021,o3,17031411100,37.1288651223467,731,0,0
2020-2021,o3,17031410200,35.5891934167772,731,0,731
2020-2021,o3,17031390400,36.4105340582911,731,0,731
2020-2021,o3,17031381800,36.4703151809329,731,0,731
2020-2021,o3,17031280900,34.8240771263063,731,0,731
2020-2021,o3,17031260700,35.8525313139981,731,0,0
2020-2021,o3,17031251800,35.6725039515344,731,0,731
2020-2021,o3,17031301200,35.8912454048623,731,0,0
2020-2021,o3,17031292500,36.082900674476,731,0,731
2020-2021,o3,17031824113,37.2046175174563,731,0,0
2020-2021,o3,17031823500,37.2196995970244,731,0,731
2020-2021,o3,17031825505,36.3868165476778,731,0,0
2020-2021,o3,17031820502,35.9676247949653,731,0,0
2020-2021,o3,17031823703,36.2839494690816,731,0,0
2020-2021,o3,17031823805,37.5534889316836,731,0,0
2020-2021,o3,17031829800,37.0235527632762,731,0,0
2020-2021,o3,17031828401,36.5264027330683,731,0,0
2020-2021,o3,17031829000,35.6781583063838,731,0,0
2020-2021,o3,17031828802,36.9831742857024,731,0,0
2020-2021,o3,17031691000,35.937483435647,731,0,0
2020-2021,o3,17031681300,36.3905614177746,731,0,0
2020-2021,o3,17031672000,36.066621604466,731,0,0
2020-2021,o3,17031590600,35.7347474545139,731,0,731
2020-2021,o3,17031580300,33.7511632936292,731,0,731
2020-2021,o3,17031570100,33.0549936526125,731,0,0
2020-2021,o3,17031560200,34.9112180304776,731,0,0
2020-2021,o3,17031630400,35.8032837072451,731,0,0
2020-2021,o3,17031620300,35.7513001223392,731,0,0
2020-2021,o3,17031843800,35.6677159897667,731,0,0
2020-2021,o3,17031839800,35.2265395126044,731,0,731
2020-2021,o3,17031440900,36.1652536168796,731,0,0
2020-2021,o3,17031431301,36.7808487012921,731,0,731
2020-2021,o3,17031843000,36.2311906903656,731,0,0
2020-2021,o3,17031809200,39.032695520073,731,0,0
2020-2021,o3,17031808200,36.9659718230657,731,0,0
2020-2021,o3,17031807500,38.1220251918655,731,0,0
2020-2021,o3,17031806802,37.8257187579016,731,0,731
2020-2021,o3,17031806400,36.8998637509452,731,0,0
2020-2021,o3,17031811402,36.6480169619667,731,0,0
2020-2021,o3,17031810200,37.2349526752271,731,0,0
2020-2021,o3,17031805106,37.2890566432015,731,0,0
2020-2021,o3,17031805302,38.5926134341719,731,0,0
2020-2021,o3,17031805110,38.0983589808425,731,0,0
2020-2021,o3,17031827000,36.9571824932494,731,0,731
2020-2021,o3,17031826304,36.2936393917066,731,0,0
2020-2021,o3,17031827500,35.621067562259,731,0,0
2020-2021,o3,17031821700,36.6131332405166,731,0,0
2020-2021,o3,17031823602,36.7569479778561,731,0,0
2020-2021,o3,17031820300,35.2807118800327,731,0,731
2020-2021,o3,17031819200,36.5996243483865,731,0,0
2020-2021,o3,17031530200,36.5044465083909,731,0,0
2020-2021,o3,17031720400,37.0699047931507,731,0,0
2020-2021,o3,17031491300,36.5210675756701,731,0,0
2020-2021,o3,17031814500,36.1176475970184,731,0,731
2020-2021,o3,17031010100,36.9482905642523,731,0,0
2020-2021,o3,17031010501,36.6062932951343,731,0,731
2020-2021,o3,17031081401,35.4519841124071,731,0,731
2020-2021,o3,17031252201,35.6725039515344,731,0,0
2020-2021,o3,17031980100,34.785198876753,731,0,0
2020-2021,o3,17031430101,36.7679896039733,731,0,731
2020-2021,o3,17031530502,36.2195627832156,731,0,0
2020-2021,o3,17031063301,36.4637488333659,731,0,731
2020-2021,o3,17031080201,36.1648432201567,731,0,0
2020-2021,o3,17031803014,37.8951442035325,731,0,0
2020-2021,o3,17031803012,36.7799595083924,731,0,0
2020-2021,o3,17031830007,36.4872554456633,731,0,0
2020-2021,o3,17031803612,38.2638856590956,731,0,0
2020-2021,o3,17031240600,36.2506161352515,731,0,731
2020-2021,o3,17031240700,36.2506161352515,731,0,731
2020-2021,o3,17031260400,35.9017789207511,731,0,731
2020-2021,o3,17031260200,35.8525313139981,731,0,731
2020-2021,o3,17031283200,35.7424081933421,731,0,0
2020-2021,o3,17031310500,35.0621072256125,731,0,731
2020-2021,o3,17031420100,38.3067037171892,731,0,0
2020-2021,o3,17031491000,36.7896038313816,731,0,0
2020-2021,o3,17031802607,38.2623808711115,731,0,0
2020-2021,o3,17031836700,36.0606024525295,731,0,0
2020-2021,o3,17031837100,36.1432289927485,731,0,731
2020-2021,o3,17031835500,33.9921345694498,731,0,0
2020-2021,o3,17031834000,36.139535422242,731,0,0
2020-2021,o3,17031330103,35.6441865776514,731,0,731
2020-2021,o3,17031809402,37.0813959013931,731,0,0
2020-2021,o3,17031630600,36.2047885011897,731,0,0
2020-2021,o3,17031803615,38.0691524140598,731,0,0
2020-2021,o3,17031821001,36.7235299589879,731,0,0
2020-2021,o3,17031823702,37.3523489378063,731,0,0
2020-2021,o3,17031828602,37.0378254493074,731,0,0
2020-2021,o3,17031825801,36.8523261305378,731,0,0
2020-2021,o3,17031819801,37.7532153368486,731,0,0
2020-2021,o3,17031814400,36.1176475970184,731,0,0
2020-2021,o3,17031720700,37.0508213455339,731,0,0
2020-2021,o3,17031813400,35.607114073679,731,0,0
2020-2021,o3,17031812802,37.2419978189709,731,0,731
2020-2021,o3,17031650301,35.0187419718883,731,0,731
2020-2021,o3,17031671400,35.3588240562993,731,0,731
2020-2021,o3,17031600600,34.9608760339535,731,0,731
2020-2021,o3,17031340500,35.585773444086,731,0,731
2020-2021,o3,17031310600,34.9399458010835,731,0,731
2020-2021,o3,17031420500,36.5229827603771,731,0,731
2020-2021,o3,17031390500,36.4105340582911,731,0,731
2020-2021,o3,17031300500,35.3928869843035,731,0,0
2020-2021,o3,17031806501,37.1205203889802,731,0,0
2020-2021,o3,17031810301,38.0707940009516,731,0,0
2020-2021,o3,17031806103,37.7349298828597,731,0,0
2020-2021,o3,17031803800,37.5439130081483,731,0,0
2020-2021,o3,17031804511,36.833653079644,731,0,0
2020-2021,o3,17031770601,37.4159604298623,731,0,0
2020-2021,o3,17031230300,36.2644328249239,731,0,731
2020-2021,o3,17031241000,36.2506161352515,731,0,731
2020-2021,o3,17031062400,36.1253083358467,731,0,731
2020-2021,o3,17031030703,36.5272235265142,731,0,731
2020-2021,o3,17031190702,36.188783028995,731,0,731
2020-2021,o3,17031151002,35.6615600389226,731,0,0
2020-2021,o3,17031100600,36.3885094341599,731,0,0
2020-2021,o3,17031071700,35.7357050468674,731,0,731
2020-2021,o3,17031061901,36.1277707161843,731,0,731
2020-2021,o3,17031030103,35.1508897166755,731,0,731
2020-2021,o3,17031030701,36.5272235265142,731,0,731
2020-2021,o3,17031080300,35.7357050468674,731,0,731
2020-2021,o3,17031430102,36.7679896039733,731,0,731
2020-2021,o3,17031240900,35.4725039485541,731,0,0
2020-2021,o3,17031610800,35.907250877057,731,0,0
2020-2021,o3,17031690500,35.8577296724887,731,0,731
2020-2021,o3,17031835200,35.4556776829135,731,0,0
2020-2021,o3,17031810702,36.6864574550156,731,0,731
2020-2021,o3,17031660302,35.5149116099248,731,0,731
2020-2021,o3,17031809700,38.7450074172909,731,0,0
2020-2021,o3,17031805112,35.9504793318735,731,0,0
2020-2021,o3,17031818900,37.2870046595868,731,0,0
2020-2021,o3,17031251400,36.7882358423051,731,0,0
2020-2021,o3,17031292400,36.3919294068511,731,0,731
2020-2021,o3,17031826600,36.6820798899708,731,0,0
2020-2021,o3,17031520500,36.1938445885779,731,0,731
2020-2021,o3,17031510200,36.2242823455294,731,0,0
2020-2021,o3,17031611500,36.2047885011897,731,0,731
2020-2021,o3,17031440101,36.2642960260162,731,0,0
2020-2021,o3,17031612200,36.1224355587861,731,0,731
2020-2021,o3,17031836500,36.7856366630598,731,0,731
2020-2021,o3,17031801901,37.8833110980211,731,0,0
2020-2021,o3,17031062700,36.1253083358467,731,0,731
2020-2021,o3,17031050500,35.5875518298855,731,0,0
2020-2021,o3,17031170400,36.4726407623629,731,0,0
2020-2021,o3,17031151001,35.6615600389226,731,0,731
2020-2021,o3,17031130100,37.2699047961309,731,0,0
2020-2021,o3,17031063200,36.1277707161843,731,0,0
2020-2021,o3,17031063100,34.2584136431851,731,0,731
2020-2021,o3,17031710300,35.9730511516353,731,0,731
2020-2021,o3,17031820203,36.4163860115627,731,0,0
2020-2021,o3,17031837000,36.1850894584885,731,0,0
2020-2021,o3,17031843500,34.1153903852399,731,0,0
2020-2021,o3,17031803016,37.3622440587928,731,0,0
2020-2021,o3,17031804316,37.6654930373198,731,0,0
2020-2021,o3,17031740200,36.8072964901039,731,0,0
2020-2021,o3,17031830001,36.1766079262144,731,0,0
2020-2021,o3,17031826902,36.4402194212506,731,0,731
2020-2021,o3,17031711500,36.4317378889764,731,0,0
2020-2021,o3,17031812700,37.5410402310877,731,0,0
2020-2021,o3,17031834700,36.97168317746,731,0,731
2020-2021,o3,17031611700,36.1749663393226,731,0,0
2020-2021,o3,17031310200,32.5920661491343,731,0,731
2020-2021,o3,17031390200,36.4105340582911,731,0,0
2020-2021,o3,17031291600,34.2789334793322,731,0,731
2020-2021,o3,17031806202,36.8083452817292,731,0,0
2020-2021,o3,17031803100,38.1171916304619,731,0,0
2020-2021,o3,17031800600,39.1131788774054,731,0,0
2020-2021,o3,17031062600,36.1253083358467,731,0,731
2020-2021,o3,17031190300,36.188783028995,731,0,731
2020-2021,o3,17031081900,33.9879622027665,731,0,731
2020-2021,o3,17031070200,34.6142276019755,731,0,731
2020-2021,o3,17031140602,36.5789335136048,731,0,731
2020-2021,o3,17031804610,37.8994533691234,731,0,0
2020-2021,o3,17031010702,36.6062932951343,731,0,731
2020-2021,o3,17031140301,36.5789335136048,731,0,0
2020-2021,o3,17031351500,35.585773444086,731,0,731
2020-2021,o3,17031270500,35.9298910962726,731,0,0
2020-2021,o3,17031490600,36.0514369257172,731,0,0
2020-2021,o3,17031222500,35.2785230975104,731,0,731
2020-2021,o3,17031062800,36.2138172290944,731,0,731
2020-2021,o3,17031020802,36.533516276266,731,0,731
2020-2021,o3,17031160700,34.9819430657312,731,0,0
2020-2021,o3,17031071000,35.569494374076,731,0,731
2020-2021,o3,17031711400,36.6740087544197,731,0,731
2020-2021,o3,17031811200,36.9497611525095,731,0,0
2020-2021,o3,17031836000,36.5722303671301,731,0,731
2020-2021,o3,17031410800,35.5891934167772,731,0,0
2020-2021,o3,17031843100,36.390424618867,731,0,0
2020-2021,o3,17031820604,36.8583452824743,731,0,0
2020-2021,o3,17031825400,36.9500005505979,731,0,0
2020-2021,o3,17031680500,36.97168317746,731,0,0
2020-2021,o3,17031611800,36.1749663393226,731,0,731
2020-2021,o3,17031806600,36.5874606455149,731,0,0
2020-2021,o3,17031804806,37.8405614393813,731,0,0
2020-2021,o3,17031822602,37.7943918080504,731,0,0
2020-2021,o3,17031818402,38.2379622660965,731,0,0
2020-2021,o3,17031803200,38.0487921766383,731,0,0
2020-2021,o3,17031804509,38.1335163001078,731,0,0
2020-2021,o3,17031804510,38.5932974287101,731,0,0
2020-2021,o3,17031801400,38.102804945341,731,0,0
2020-2021,o3,17031230100,35.790151012111,731,0,731
2020-2021,o3,17031221300,35.2785230975104,731,0,0
2020-2021,o3,17031062500,36.1253083358467,731,0,0
2020-2021,o3,17031460800,36.7032837206562,731,0,731
2020-2021,o3,17031020602,36.3292755071487,731,0,0
2020-2021,o3,17031160900,35.98905662383,731,0,0
2020-2021,o3,17031100700,37.2006845488614,731,0,0
2020-2021,o3,17031063000,34.2584136431851,731,0,731
2020-2021,o3,17031816401,36.1218883631555,731,0,0
2020-2021,o3,17031720600,36.8179212052645,731,0,0
2020-2021,o3,17031710600,35.9730511516353,731,0,0
2020-2021,o3,17031420400,36.2478801570986,731,0,731
2020-2021,o3,17031836900,36.0123124381301,731,0,731
2020-2021,o3,17031830400,37.1634068465276,731,0,0
2020-2021,o3,17031830100,37.1483817665043,731,0,0
2020-2021,o3,17031580502,34.779617481321,731,0,731
2020-2021,o3,17031611600,36.2047885011897,731,0,731
2020-2021,o3,17031807000,37.4357050721994,731,0,731
2020-2021,o3,17031809900,38.7124492772708,731,0,0
2020-2021,o3,17031829600,36.4021893249246,731,0,0
2020-2021,o3,17031825803,37.0886006438625,731,0,0
2020-2021,o3,17031819400,37.4016421441952,731,0,0
2020-2021,o3,17031829200,37.264843236548,731,0,0
2020-2021,o3,17031814900,36.1555408944367,731,0,731
2020-2021,o3,17031816300,36.1218883631555,731,0,731
2020-2021,o3,17031670700,36.3056092961257,731,0,731
2020-2021,o3,17031840300,34.6735983278944,731,0,731
2020-2021,o3,17031340300,35.7726407519321,731,0,731
2020-2021,o3,17031420800,36.2478801570986,731,0,731
2020-2021,o3,17031809100,39.1982221983261,731,0,0
2020-2021,o3,17031806900,37.4231879721496,731,0,0
2020-2021,o3,17031809800,38.8183316317898,731,0,0
2020-2021,o3,17031805501,36.899932150399,731,0,0
2020-2021,o3,17031231100,35.567579189369,731,0,731
2020-2021,o3,17031243200,35.2726407444816,731,0,0
2020-2021,o3,17031051200,36.268673591061,731,0,731
2020-2021,o3,17031161300,36.2221619624609,731,0,0
2020-2021,o3,17031090100,37.1757871476697,731,0,731
2020-2021,o3,17031020301,36.8777023279064,731,0,0
2020-2021,o3,17031062000,34.2584136431851,731,0,731
2020-2021,o3,17031430700,36.7641592345592,731,0,731
2020-2021,o3,17031280400,35.2726407444816,731,0,731
2020-2021,o3,17031420200,36.7065668944397,731,0,731
2020-2021,o3,17031841700,33.9667583720812,731,0,731
2020-2021,o3,17031051000,35.722298753918,731,0,731
2020-2021,o3,17031081700,31.2766078531987,731,0,0
2020-2021,o3,17031081300,35.4519841124071,731,0,0
2020-2021,o3,17031320400,35.6224355513355,731,0,0
2020-2021,o3,17031837400,34.8240771263063,731,0,731
2020-2021,o3,17031700402,36.4616284502973,731,0,0
2020-2021,o3,17031827200,36.0616968437907,731,0,0
2020-2021,o3,17031813802,34.214227596015,731,0,0
2020-2021,o3,17031620200,35.4854998447806,731,0,731
2020-2021,o3,17031280800,34.8240771263063,731,0,0
2020-2021,o3,17031770902,36.7342002737844,731,0,0
2020-2021,o3,17031803614,37.1281811278084,731,0,731
2020-2021,o3,17031081600,31.2766078531987,731,0,731
2020-2021,o3,17031020902,36.7154588234368,731,0,731
2020-2021,o3,17031839200,36.2967173671286,731,0,0
2020-2021,o3,17031843400,35.5946653730831,731,0,0
2020-2021,o3,17031841800,36.7863890570518,731,0,0
2020-2021,o3,17031833300,35.3519841109169,731,0,731
2020-2021,o3,17031600400,35.7726407519321,731,0,731
2020-2021,o3,17031051100,36.268673591061,731,0,0
2020-2021,o3,17031160501,36.2336530707033,731,0,0
2020-2021,o3,17031251900,36.3786599128093,731,0,731
2020-2021,o3,17031261000,34.73112226856,731,0,0
2020-2021,o3,17031815702,37.7195628055673,731,0,0
2020-2021,o3,17031580100,34.6735983278944,731,0,0
2020-2021,o3,17031836800,36.0123124381301,731,0,731
2020-2021,o3,17031252000,36.6967173730891,731,0,731
2020-2021,o3,17031251500,36.7199731873891,731,0,0
2020-2021,o3,17031840700,35.8912454048623,731,0,731
2020-2021,o3,17031292200,36.3919294068511,731,0,731
2020-2021,o3,17031283800,35.3883726203511,731,0,731
2020-2021,o3,17031282700,36.153078514099,731,0,0
2020-2021,o3,17031808900,39.2146380672438,731,0,731
2020-2021,o3,17031808500,38.7994533825345,731,0,0
2020-2021,o3,17031807600,36.8160744200113,731,0,0
2020-2021,o3,17031807100,39.1309171357637,731,0,731
2020-2021,o3,17031806700,38.9449048210904,731,0,0
2020-2021,o3,17031811401,36.0392618229366,731,0,0
2020-2021,o3,17031810600,36.9782495250271,731,0,0
2020-2021,o3,17031810501,37.2293439200135,731,0,0
2020-2021,o3,17031805001,38.6209992075087,731,0,0
2020-2021,o3,17031804810,37.8215235914004,731,0,0
2020-2021,o3,17031804808,38.6384410682337,731,0,0
2020-2021,o3,17031804712,37.8033749363192,731,0,0
2020-2021,o3,17031806300,37.8245559671866,731,0,0
2020-2021,o3,17031806102,37.2790361232164,731,0,0
2020-2021,o3,17031806002,37.6310083126837,731,0,0
2020-2021,o3,17031805902,38.132285109939,731,0,0
2020-2021,o3,17031805702,37.4593028837685,731,0,0
2020-2021,o3,17031805701,37.9415874326788,731,0,0
2020-2021,o3,17031805502,37.5813959088437,731,0,0
2020-2021,o3,17031805109,37.3968541824276,731,0,0
2020-2021,o3,17031803611,37.8658008378422,731,0,0
2020-2021,o3,17031803607,38.3142276571098,731,0,0
2020-2021,o3,17031803008,37.131519021155,731,0,0
2020-2021,o3,17031802702,37.4628824551853,731,0,0
2020-2021,o3,17031804710,37.7279075389338,731,0,0
2020-2021,o3,17031804716,37.154309719169,731,0,0
2020-2021,o3,17031804505,37.4414164265936,731,0,0
2020-2021,o3,17031804404,37.6087556903731,731,0,0
2020-2021,o3,17031804105,37.4472902296907,731,0,0
2020-2021,o3,17031770500,35.5276612681175,731,0,0
2020-2021,o3,17031380200,35.8082084679204,731,0,731
2020-2021,o3,17031250600,35.9757871297883,731,0,731
2020-2021,o3,17031801800,37.7676476216053,731,0,0
2020-2021,o3,17031801608,37.7394533667392,731,0,0
2020-2021,o3,17031801601,37.5504641558367,731,0,0
2020-2021,o3,17031800800,38.2016147963346,731,0,0
2020-2021,o3,17031800300,38.1801989273424,731,0,0
2020-2021,o3,17031230500,35.5964437588825,731,0,0
2020-2021,o3,17031222700,36.2644328249239,731,0,731
2020-2021,o3,17031221500,35.994118183413,731,0,0
2020-2021,o3,17031221100,36.2094396640497,731,0,0
2020-2021,o3,17031210601,35.5158692022783,731,0,731
2020-2021,o3,17031842300,34.5087556441795,731,0,0
2020-2021,o3,17031243100,35.2726407444816,731,0,731
2020-2021,o3,17031242900,35.1283178969137,731,0,731
2020-2021,o3,17031242600,35.4551304872829,731,0,731
2020-2021,o3,17031242300,35.2950757653357,731,0,0
2020-2021,o3,17031242000,34.9969909455724,731,0,731
2020-2021,o3,17031241300,35.9103972519329,731,0,0
2020-2021,o3,17031241200,35.9103972519329,731,0,731
2020-2021,o3,17031171100,36.641313815492,731,0,0
2020-2021,o3,17031170800,36.4668952082418,731,0,0
2020-2021,o3,17031170500,36.9785231228424,731,0,0
2020-2021,o3,17031160200,36.012722834853,731,0,0
2020-2021,o3,17031151100,36.3610128537228,731,0,0
2020-2021,o3,17031150501,36.9771551337659,731,0,731
2020-2021,o3,17031140100,35.9943917812283,731,0,731
2020-2021,o3,17031120100,37.4600894774875,731,0,0
2020-2021,o3,17031110502,36.2640224282009,731,0,0
2020-2021,o3,17031100100,37.0381674465765,731,0,0
2020-2021,o3,17031090300,36.8614232578963,731,0,0
2020-2021,o3,17031081800,32.0177843348313,731,0,0
2020-2021,o3,17031081201,32.1697679212274,731,0,731
2020-2021,o3,17031824106,36.745157866287,731,0,0
2020-2021,o3,17031824300,36.5264939323401,731,0,0
2020-2021,o3,17031821300,36.5750347447369,731,0,0
2020-2021,o3,17031823304,36.8758555426531,731,0,0
2020-2021,o3,17031830201,36.365208020224,731,0,0
2020-2021,o3,17031830202,36.8725723688696,731,0,0
2020-2021,o3,17031240200,35.4186051789411,731,0,731
2020-2021,o3,17031061800,34.3474697320634,731,0,731
2020-2021,o3,17031061000,34.3474697320634,731,0,0
2020-2021,o3,17031060200,36.6318746908643,731,0,0
2020-2021,o3,17031843700,35.5355682449795,731,0,0
2020-2021,o3,17031050100,36.4473329644482,731,0,731
2020-2021,o3,17031040401,36.3809854942393,731,0,731
2020-2021,o3,17031040100,36.8917242159402,731,0,0
