window,pollutant,tract_geoid,value,days,missing_values,nearest_fill_days
2005-2009,pm25,17031822400,13.2836801752464,1826,0,0
2005-2009,pm25,17031740100,13.8132530120482,1826,0,1826
2005-2009,pm25,17031530501,12.5191675794085,1826,0,0
2005-2009,pm25,17031830300,13.3841730558598,1826,0,0
2005-2009,pm25,17031750300,12.960021905805,1826,0,0
2005-2009,pm25,17031826303,12.5881708652793,1826,0,0
2005-2009,pm25,17031826500,12.8860898138007,1826,0,0
2005-2009,pm25,17031827801,13.0194961664841,1826,0,0
2005-2009,pm25,17031825900,13.1596385542169,1826,0,0
2005-2009,pm25,17031822601,12.7853231106243,1826,0,1826
2005-2009,pm25,17031819900,14.013417305586,1826,0,0
2005-2009,pm25,17031500200,12.675976633808,1826,0,0
2005-2009,pm25,17031491400,13.3734939759036,1826,0,1826
2005-2009,pm25,17031817900,13.1224899598394,1826,0,0
2005-2009,pm25,17031815800,13.6193866374589,1826,0,0
2005-2009,pm25,17031720300,12.9507119386637,1826,0,0
2005-2009,pm25,17031691400,12.6533406352683,1826,0,0
2005-2009,pm25,17031812801,12.8833515881709,1826,0,1826
2005-2009,pm25,17031811000,12.9403066812705,1826,0,0
2005-2009,pm25,17031670100,13.4036144578313,1826,0,1826
2005-2009,pm25,17031640800,12.6785323110624,1826,0,1826
2005-2009,pm25,17031690400,12.7601314348302,1826,0,1826
2005-2009,pm25,17031671200,12.6922234392114,1826,0,0
2005-2009,pm25,17031580200,13.0355969331873,1826,0,0
2005-2009,pm25,17031560400,13.8181818181818,1826,0,1826
2005-2009,pm25,17031630300,12.4616648411829,1826,0,0
2005-2009,pm25,17031610400,14.0739320920044,1826,0,1826
2005-2009,pm25,17031440700,13.1226725082147,1826,0,0
2005-2009,pm25,17031491200,12.5673603504929,1826,0,1826
2005-2009,pm25,17031460200,12.9424972617744,1826,0,1826
2005-2009,pm25,17031350400,13.7754654983571,1826,0,1826
2005-2009,pm25,17031841200,12.3477546549836,1826,0,0
2005-2009,pm25,17031310400,13.3236582694414,1826,0,1826
2005-2009,pm25,17031840800,12.249726177437,1826,0,1826
2005-2009,pm25,17031420300,12.7519167579409,1826,0,1826
2005-2009,pm25,17031400500,12.8592552026287,1826,0,1826
2005-2009,pm25,17031381500,12.8017524644031,1826,0,1826
2005-2009,pm25,17031260900,12.9649507119387,1826,0,1826
2005-2009,pm25,17031300800,12.249726177437,1826,0,1826
2005-2009,pm25,17031291200,13.0481927710843,1826,0,0
2005-2009,pm25,17031807900,13.2045454545455,1826,0,0
2005-2009,pm25,17031811600,13.9386637458927,1826,0,0
2005-2009,pm25,17031810000,12.9967141292443,1826,0,0
2005-2009,pm25,17031806201,13.3302300109529,1826,0,0
2005-2009,pm25,17031805801,12.7316538882804,1826,0,0
2005-2009,pm25,17031805111,13.6004016064257,1826,0,0
2005-2009,pm25,17031803400,13.7976451259584,1826,0,0
2005-2009,pm25,17031770901,13.1987951807229,1826,0,1826
2005-2009,pm25,17031360200,13.0536692223439,1826,0,1826
2005-2009,pm25,17031801300,13.2281854691493,1826,0,0
2005-2009,pm25,17031230800,13.0295728368018,1826,0,0
2005-2009,pm25,17031222900,12.5355969331873,1826,0,1826
2005-2009,pm25,17031222800,12.0230010952903,1826,0,0
2005-2009,pm25,17031221600,13.697699890471,1826,0,1826
2005-2009,pm25,17031210800,13.3932092004381,1826,0,1826
2005-2009,pm25,17031242400,12.5049288061336,1826,0,1826
2005-2009,pm25,17031241100,12.4030668127054,1826,0,1826
2005-2009,pm25,17031061200,11.9424972617744,1826,0,1826
2005-2009,pm25,17031050300,13.9014238773275,1826,0,1826
2005-2009,pm25,17031040300,13.2979189485214,1826,0,1826
2005-2009,pm25,17031030400,13.908543263965,1826,0,1826
2005-2009,pm25,17031020400,13.026834611172,1826,0,1826
2005-2009,pm25,17031191000,14.0991237677985,1826,0,0
2005-2009,pm25,17031161000,12.8280394304491,1826,0,1826
2005-2009,pm25,17031160800,11.9052573932092,1826,0,1826
2005-2009,pm25,17031150600,12.7415115005476,1826,0,1826
2005-2009,pm25,17031130300,12.9852135815991,1826,0,0
2005-2009,pm25,17031110200,13.0728368017525,1826,0,1826
2005-2009,pm25,17031081500,13.7913472070099,1826,0,0
2005-2009,pm25,17031080400,12.8565169769989,1826,0,1826
2005-2009,pm25,17031070700,13.4808324205915,1826,0,1826
2005-2009,pm25,17031030702,13.446878422782,1826,0,1826
2005-2009,pm25,17031063400,13.1478641840088,1826,0,0
2005-2009,pm25,17031071800,12.2059145673604,1826,0,0
2005-2009,pm25,17031220701,12.6511500547645,1826,0,0
2005-2009,pm25,17031838200,14.0569550930997,1826,0,1826
2005-2009,pm25,17031010502,13.2447973713034,1826,0,0
2005-2009,pm25,17031804405,13.4580138736765,1826,0,0
2005-2009,pm25,17031825304,14.1306133625411,1826,0,0
2005-2009,pm25,17031190701,12.3094194961665,1826,0,1826
2005-2009,pm25,17031251700,14.1801752464403,1826,0,0
2005-2009,pm25,17031310300,14.1473165388828,1826,0,1826
2005-2009,pm25,17031520600,13.4876779846659,1826,0,0
