sensitivity,sensitivity_label,organ,organ_label,exposure,exposure_label,exposure_window,exposure_data_end_year,endpoint,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
no_organ_score,Primary waitlist-period exposure model without organ score,HR,Heart,pm25,PM2.5 waitlist-period mean per 5 ug/m3,observed_waitlist_period_mean,2023,death_or_deterioration_delist_cause_specific,74057,71310,167,10183,1.4313666880912104,1.3276769115055689,1.5431544964157544,8.998282869159804e-21,0.5542052777378221,age + sex + race + listing_year + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
