sensitivity,sensitivity_label,organ,organ_label,exposure,exposure_label,exposure_window,exposure_data_end_year,endpoint,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
no_organ_score,Primary waitlist-period exposure model without organ score,LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,observed_waitlist_period_mean,2023,death_or_deterioration_delist_cause_specific,48169,44871,83,5855,1.343538171574527,1.2313919654053274,1.465897836911462,3.127360735491512e-11,0.5595771215950345,age + sex + race + listing_year + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
