sensitivity,sensitivity_label,organ,organ_label,exposure,exposure_label,exposure_window,exposure_data_end_year,endpoint,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
prior_1y_no_score_no_center,"One-year prior exposure model without organ score, kidney clinical covariates, or listing-center strata",LI,Liver,pm25,PM2.5 one-year prior mean per 5 ug/m3,one_year_prior_listing,2024,death_or_deterioration_delist_cause_specific,221121,209634,160,43019,1.069942382633111,1.0458373879281544,1.0946029615774844,6.067985943104551e-9,0.5512794214101145,age + sex + race + listing_year,model_based,none
