sensitivity,sensitivity_label,organ,organ_label,exposure,exposure_label,exposure_window,exposure_data_end_year,endpoint,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
primary_plus_multi_organ,Primary waitlist-period exposure model additionally adjusted for multi-organ candidate status,KI,Kidney,no2,NO2 waitlist-period mean per 10-unit increment,observed_waitlist_period_mean,2025,death_or_deterioration_delist_cause_specific,627755,627755,281,131497,1.4673106891243262,1.4465149814620486,1.4884053646249717,0,0.7017314285484559,age + sex + race + listing_year + no_dialysis_time + dialysis_duration_years + diabetes + multi_organ_candidate + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
