organ,model,exposure_window,exposure_form,status,error,started_at,finished_at,elapsed_seconds,n_intervals,n_registrations,adverse_events,concordance
KI,single_pollutant_pm25_cumulative_spline,cumulative,spline,done,NA,2026-05-29 08:17:22.345698,2026-05-29 08:39:45.036193,1342.6872489452362,2781314,673351,116044,0.7443787281470708
KI,single_pollutant_ozone_cumulative_spline,cumulative,spline,done,NA,2026-05-29 08:39:45.072236,2026-05-29 09:01:29.836049,1304.762943983078,2781314,673351,116044,0.7446254102598197
KI,single_pollutant_no2_cumulative_spline,cumulative,spline,done,NA,2026-05-29 09:01:29.873154,2026-05-29 09:23:39.764285,1329.8863651752472,2781314,673351,116044,0.744406913054438
KI,combined_pollutants_cumulative_spline,cumulative,spline,done,NA,2026-05-29 09:23:39.800994,2026-05-29 09:47:32.34909,1432.5427141189575,2781314,673351,116044,0.7446289012865974
KI,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,done,NA,2026-05-29 09:47:32.385521,2026-05-29 10:09:43.346905,1330.9605820178986,2781314,673351,116044,0.7443720541252898
KI,single_pollutant_ozone_lagged_annual_spline,lagged_annual,spline,done,NA,2026-05-29 10:09:43.386019,2026-05-29 10:31:43.937929,1320.5465650558472,2781314,673351,116044,0.7445971740138234
KI,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,done,NA,2026-05-29 10:31:43.973762,2026-05-29 10:53:50.316064,1326.3401789665222,2781314,673351,116044,0.7443995202918499
KI,combined_pollutants_lagged_annual_spline,lagged_annual,spline,done,NA,2026-05-29 10:53:50.356703,2026-05-29 11:18:10.90644,1460.5444030761719,2781314,673351,116044,0.7446040020514917
