organ,pollutant,model,exposure_window,exposure_form,exposure_value,reference_value,hazard_ratio,conf_low,conf_high,n_intervals,n_registrations,adverse_events,concordance
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.180310139601018,0.848605862061183,1.0142626688126861,0.9609887894255967,1.0704898669649676,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.2140195745013146,0.848605862061183,1.0146918486305665,0.9628400566925955,1.069336013308423,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.24772900940161122,0.848605862061183,1.0150568990617268,0.9644731011305845,1.0682936694916763,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.28143844430190784,0.848605862061183,1.01534663791206,0.965873858072845,1.0673534504560247,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.31514787920220444,0.848605862061183,1.0155498855401768,0.9670324435717595,1.0665015190300948,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.34885731410250104,0.848605862061183,1.015655473738719,0.9679433215340943,1.0657194676445594,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.38256674900279763,0.848605862061183,1.015652255835705,0.9686052104680357,1.0649844680122107,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.4162761839030943,0.848605862061183,1.0155291180079014,0.9690207188021878,1.064269699823035,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.4499856188033909,0.848605862061183,1.0152749917949289,0.9691957326491683,1.063545034548061,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.4836950537036875,0.848605862061183,1.0148788677991825,0.9691386089665525,1.0627779213168236,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.5174044886039841,0.848605862061183,1.014329810552642,0.9688592431190689,1.061934405728031,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.5511139235042808,0.848605862061183,1.0136169745273307,0.9683680800562864,1.0609802121835952,2781314,673351,116044,0.7443995202918499
KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,0.5848233584045773,0.848605862061183,1.0127296212615176,0.9676751247154085,1.059881833876974,2781314,673351,116044,0.7443995202918499
