organ,pollutant,model,exposure_window,exposure_form,exposure_value,reference_value,hazard_ratio,conf_low,conf_high,n_intervals,n_registrations,adverse_events,concordance
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,0.9310020181713614,1.614543523823005,1.0362539716188615,0.8207914906177893,1.3082765915221963,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,0.9566509627786363,1.614543523823005,1.0332294307345662,0.8235056907690226,1.296363909202792,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,0.982299907385911,1.614543523823005,1.0302977683008987,0.8258966511897096,1.2852861067261807,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.0079488519931858,1.614543523823005,1.02746373283496,0.8279610579931231,1.2750378923013532,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.0335977966004606,1.614543523823005,1.024732038889461,0.8297001039549752,1.265608798312909,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.0592467412077355,1.614543523823005,1.0221073720344265,0.8311198262743265,1.2569829848124663,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.0848956858150103,1.614543523823005,1.019594394062954,0.8322312911708457,1.2491391989624094,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.110544630422285,1.614543523823005,1.0171977484212724,0.8330505965736829,1.242050919414699,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.13619357502956,1.614543523823005,1.0149220658641167,0.8335986769148588,1.235686701891316,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.1618425196368347,1.614543523823005,1.012771970337206,0.8339009097930699,1.230010726520532,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.1874914642441095,1.614543523823005,1.010752085089423,0.833986540694257,1.2249835311037065,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.2131404088513844,1.614543523823005,1.0088670390181569,0.8338879564233925,1.2205629000600244,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.2387893534586591,1.614543523823005,1.0071214732521325,0.8336398481241393,1.2167048686167232,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.264438298065934,1.614543523823005,1.0055200479769966,0.8332783093241053,1.2133647972953576,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.2900872426732088,1.614543523823005,1.0040674495098687,0.8328399130784951,1.2104984731564306,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.3157361872804838,1.614543523823005,1.0027683976301032,0.8323608058275821,1.208063200772498,125985,72946,9705,0.7568157306745423
HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,1.3413851318877585,1.614543523823005,1.0016276531745003,0.8318758456272922,1.2060188559115224,125985,72946,9705,0.7568157306745423
