organ,pollutant,model,exposure_window,exposure_form,exposure_value,reference_value,hazard_ratio,conf_low,conf_high,n_intervals,n_registrations,adverse_events,concordance
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,0.9411731700158785,1.6397531866304795,1.1142690250229947,0.8684118585903543,1.4297311210617385,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,0.9670555918439158,1.6397531866304795,1.1040175610595735,0.8657757347932596,1.407818129043524,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,0.992938013671953,1.6397531866304795,1.0941523653349192,0.8629901551932601,1.3872341316569268,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.0188204354999904,1.6397531866304795,1.0846833787552683,0.8600694657672368,1.3679569836820074,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.0447028573280275,1.6397531866304795,1.0756202950438805,0.8570317184124275,1.3499605606819831,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.0705852791560648,1.6397531866304795,1.0669726153464352,0.8538987631040857,1.3332149091782246,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.096467700984102,1.6397531866304795,1.0587497037277633,0.8506962235391811,1.3176865068003891,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.1223501228121393,1.6397531866304795,1.0509608436129947,0.8474533464206632,1.303338643328067,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.1482325446401764,1.6397531866304795,1.0436152952479831,0.8442027234189503,1.290131924787731,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.1741149664682138,1.6397531866304795,1.0367223542761395,0.8409798944216261,1.2780248933240403,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.199997388296251,1.6397531866304795,1.0302914115517123,0.8378228496006994,1.2669747467774646,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.2258798101242883,1.6397531866304795,1.0243320143331713,0.8347714547712448,1.2569381350915783,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.2517622319523256,1.6397531866304795,1.0188539290248813,0.8318668284810157,1.2478720068510674,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.2776446537803627,1.6397531866304795,1.0138672056608704,0.8291506997718444,1.2397344789040567,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.3035270756083999,1.6397531866304795,1.0093822443513478,0.8266647726896313,1.2324857050540956,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.3294094974364372,1.6397531866304795,1.005409863941037,0.8244501180011601,1.226088725611065,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.3552919192644746,1.6397531866304795,1.0019613731584611,0.8225466051386883,1.220510287234507,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.3811743410925117,1.6397531866304795,0.9990486445674807,0.8209923791761234,1.2157216309531704,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.4070567629205488,1.6397531866304795,0.9966841916668362,0.8198233795866624,1.2116992545631176,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.4329391847485862,1.6397531866304795,0.9948812495205903,0.8190728903682759,1.2084256630720827,125985,72946,9705,0.7568339332602196
HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,1.4588216065766235,1.6397531866304795,0.9936538593425658,0.8187711053270093,1.205890126999582,125985,72946,9705,0.7568339332602196
