organ,pollutant,model,exposure_window,exposure_form,exposure_value,reference_value,hazard_ratio,conf_low,conf_high,n_intervals,n_registrations,adverse_events,concordance
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,2.9487232985950658,3.80022746504807,0.9347531400470824,0.6961608079989362,1.2551172412871823,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,2.976561063173844,3.80022746504807,0.934538719653861,0.7009998556057819,1.2458813101716624,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.0043988277526226,3.80022746504807,0.9344302851584764,0.7056154979579679,1.2374444160428064,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.0322365923314014,3.80022746504807,0.9344329672682208,0.7100059548268686,1.229799502921928,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.06007435691018,3.80022746504807,0.9345519351905435,0.7141723876793126,1.2229362751008097,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.087912121488958,3.80022746504807,0.9347924029227138,0.7181190995564489,1.2168411021260297,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.1157498860677366,3.80022746504807,0.9351596358569884,0.7218536602466131,1.2114970009813402,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.143587650646515,3.80022746504807,0.9356589577103925,0.7253869439970365,1.2068837086034934,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.1714254152252934,3.80022746504807,0.9362957577892591,0.728733071483906,1.2029778534258873,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.1992631798040723,3.80022746504807,0.9370754985998555,0.731909253285095,1.1997532291535657,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.2271009443828507,3.80022746504807,0.9380037238175658,0.7349355380554132,1.1971811680567834,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.254938708961629,3.80022746504807,0.9390860666285128,0.7378344742892139,1.1952310054167166,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.2827764735404075,3.80022746504807,0.9403282584586926,0.7406306992256394,1.1938706221338704,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.310614238119186,3.80022746504807,0.9417361381072641,0.7433504715905795,1.1930670494087612,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.3384520026979647,3.80022746504807,0.9433156613020843,0.7460211661240707,1.19278711820061,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.366289767276743,3.80022746504807,0.9450729106972032,0.7486707472030799,1.1929981368584313,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.3941275318555215,3.80022746504807,0.9470141063337597,0.7513272365469533,1.193668582702955,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.4219652964343,3.80022746504807,0.9491456165874541,0.7540181864316879,1.1947687969576521,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.4498030610130783,3.80022746504807,0.9514739696278253,0.7567701655232713,1.196271676821928,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.477640825591857,3.80022746504807,0.9540058654164322,0.7596082599294994,1.1981533630682561,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.505478590170635,3.80022746504807,0.9567481882733423,0.7625555878082062,1.2003939258977026,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.533316354749414,3.80022746504807,0.9597080200435548,0.7656328222157232,1.2029780555520775,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.5611541193281924,3.80022746504807,0.9628926538974649,0.7688577141359368,1.2058957670362627,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.5889918839069708,3.80022746504807,0.9663096088020757,0.7722446059557787,1.209143130119436,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.616829648485749,3.80022746504807,0.9699666447024724,0.7758039252586657,1.2127230363286476,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.6446674130645276,3.80022746504807,0.9738717784559661,0.7795416498654905,1.2166460137654438,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.6725051776433064,3.80022746504807,0.9780333005646242,0.7834587378212731,1.2209310980095875,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.700342942222085,3.80022746504807,0.9824597925029346,0.7875505206296342,1.2256067624883613,125985,72946,9705,0.7570296110562506
HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,3.728180706800863,3.80022746504807,0.9871451629487232,0.7917930158555063,1.230694832133868,125985,72946,9705,0.7570296110562506
