pollutant,mapped_zips,min,median,max
pm25,33300,3.03116358346643,8.3544122250671,17.9929435674031
o3,33300,27.5688654581706,40.1122236437541,53.9396730625268
no2,33300,0.884699526999121,2.36183579080501,21.2284341703639
