year,month,rows,zips,dates,missing_values,zonal_mean_values,nearest_fill_values,mean,p01,p50,p99,output
2019,1,1032300,33300,31,0,999316,32984,7.22633814828653,2.29032258064516,6.83552631578947,16.6622894736842,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_01.csv.gz
2019,2,932400,33300,28,0,902608,29792,7.10340684492751,2,6.5788967611336,16.68,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_02.csv.gz
2019,3,1032300,33300,31,0,999316,32984,7.21975126661121,2,6.98611111111111,16.0134237257392,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_03.csv.gz
2019,4,999000,33300,30,0,967080,31920,6.05873753543945,1.8,5.84146341463415,14,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_04.csv.gz
2019,5,1032300,33300,31,0,999316,32984,6.44945699742681,1.30508474576271,6,15.0420583995908,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_05.csv.gz
2019,6,999000,33300,30,0,967080,31920,7.11827208219871,1.92307692307692,6.6271186440678,17.5,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_06.csv.gz
2019,7,1032300,33300,31,0,999316,32984,8.21622210941962,2.52307603890363,7.98958333333333,16.6954184990779,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_07.csv.gz
2019,8,1032300,33300,31,0,999316,32984,6.82376469774218,2,6.51086956521739,13.7333333333333,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_08.csv.gz
2019,9,999000,33300,30,0,967080,31920,6.81059026032702,1.49484455119555,6.2542862741256,16,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_09.csv.gz
2019,10,1032300,33300,31,0,999316,32984,5.58988861486563,1.09883720930233,5.03176543641091,14.3633643813305,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_10.csv.gz
2019,11,999000,33300,30,0,967080,31920,6.90827542153286,1.45454545454545,6.25,17.8333333333333,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_11.csv.gz
2019,12,1032300,33300,31,0,999316,32984,7.44926821685816,2,7,17,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2019_12.csv.gz
