year,month,rows,zips,dates,missing_values,zonal_mean_values,nearest_fill_values,mean,p01,p50,p99,output
2018,1,1032300,33300,31,0,999316,32984,8.0328090783218,2.26666666666667,7.35714285714286,20.2167892976589,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_01.csv.gz
2018,2,932400,33300,28,0,902608,29792,7.66945130546729,2.72802117000646,7.0030052609,18.5,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_02.csv.gz
2018,3,1032300,33300,31,0,999316,32984,6.69166055438567,2,6.26666666666667,14.65,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_03.csv.gz
2018,4,999000,33300,30,0,967080,31920,6.84241773058887,2,6.60606060606061,15.0049905659133,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_04.csv.gz
2018,5,1032300,33300,31,0,999316,32984,8.03431290643851,2.5,7.7871198568873,16.5138949275362,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_05.csv.gz
2018,6,999000,33300,30,0,967080,31920,7.94773306604812,2,7.50450450450451,17.2684641197729,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_06.csv.gz
2018,7,1032300,33300,31,0,999316,32984,8.87885029009645,2.1,8.23550106346144,20.253522147377,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_07.csv.gz
2018,8,1032300,33300,31,0,999316,32984,11.2189189575523,3.02941032998565,9.86280085591093,40.6470998632011,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_08.csv.gz
2018,9,999000,33300,30,0,967080,31920,6.25136963060258,1.08333333333333,5.98461538461539,15.8520449983272,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_09.csv.gz
2018,10,1032300,33300,31,0,999316,32984,6.04656408343564,1.37499879227053,5.73333333333333,14.5,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_10.csv.gz
2018,11,999000,33300,30,0,967080,31920,7.06037358371679,2,6.29095378295765,20.7777777777778,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_11.csv.gz
2018,12,1032300,33300,31,0,999316,32984,7.4381453079602,2.00530489944283,6.98856489048709,18.0980392156863,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2018_12.csv.gz
