year,month,rows,zips,dates,missing_values,zonal_mean_values,nearest_fill_values,mean,p01,p50,p99,output
2023,1,1032300,33300,31,0,999223,33077,7.2016169933115,1.95539009391842,6.56410256410256,19.9183673469388,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_01.csv.gz
2023,2,932400,33300,28,0,902524,29876,7.08936918201588,2,6.56374103695532,17.5074728054642,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_02.csv.gz
2023,3,1032300,33300,31,0,999223,33077,6.96468288296751,2,6.2370328366359,18,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_03.csv.gz
2023,4,999000,33300,30,0,966990,32010,6.88234111137454,2,6.42707550125313,15.023437866784,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_04.csv.gz
2023,5,1032300,33300,31,0,999107,33193,8.23402109365956,2,7.47297297297297,21.9189232781168,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_05.csv.gz
2023,6,999000,33300,30,0,966990,32010,15.2304035254612,2.54545454545455,10.3884892086331,110.854611111111,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_06.csv.gz
2023,7,1032300,33300,31,0,999223,33077,10.3909529682174,3.03973509933775,8.81021315731266,38.3370881468587,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_07.csv.gz
2023,8,1032300,33300,31,0,999223,33077,9.32861967208981,2.89423000972172,8.1578947368421,24.4713201452722,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_08.csv.gz
2023,9,999000,33300,30,0,966990,32010,8.15896040034422,2.14705882352941,7.14130434782609,27.4166739130435,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_09.csv.gz
2023,10,1032300,33300,31,0,999222,33078,6.0463036963945,1.14285714285714,5.58210665541658,16.2166927499035,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_10.csv.gz
2023,11,999000,33300,30,0,966990,32010,7.01379641656431,1.99421965317919,6.33333333333333,17.8333333333333,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_11.csv.gz
2023,12,1032300,33300,31,0,999223,33077,6.60827203542424,1.13333333333333,6,18.234699879952,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_pm25_zcta_daily/lghap_pm25_zcta_daily_2023_12.csv.gz
