organ,organ_label,exposure,exposure_label,exposure_window,endpoint,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
HR,Heart,no2,Prior-year NO2 per 10 ppb,calendar_year_before_listing,death_or_deterioration_delist_cause_specific,79381,79381,168,10242,1.1511917924850161,1.1064349845863082,1.1977590744569302,3.425756331313061e-12,0.5232627748183727,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
