year,month,rows,zips,dates,missing_values,zonal_mean_values,nearest_fill_values,mean,p01,p50,p99,output
2022,1,1032300,33300,31,0,999378,32922,0.163192345925576,0.008,0.161768409675158,0.378413618008436,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_01.csv.gz
2022,2,932400,33300,28,0,902664,29736,0.129976290476061,0.00925,0.117163656746841,0.383226458635704,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_02.csv.gz
2022,3,1032300,33300,31,0,999378,32922,0.157887635753339,0.0136338333333333,0.148692307692308,0.436,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_03.csv.gz
2022,4,999000,33300,30,0,967140,31860,0.176715040851733,0.0182808136986302,0.173,0.386184785953416,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_04.csv.gz
2022,5,1032300,33300,31,0,999378,32922,0.200636879981678,0.0135499901960784,0.181832038293727,0.540080039694657,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_05.csv.gz
2022,6,999000,33300,30,0,967140,31860,0.150173549777301,0.014026069596717,0.147290705942103,0.346655745213365,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_06.csv.gz
2022,7,1032300,33300,31,0,999378,32922,0.16597838318372,0.02678703125,0.160657311951126,0.373361367456074,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_07.csv.gz
2022,8,1032300,33300,31,0,999378,32922,0.157491745326159,0.0236723388755812,0.155816140217562,0.333840583003953,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_08.csv.gz
2022,9,999000,33300,30,0,967140,31860,0.156915565677793,0.0120813938953488,0.138503234883339,0.582626879968005,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_09.csv.gz
2022,10,1032300,33300,31,0,999378,32922,0.118730675639258,0.0131011195537952,0.112966386459675,0.269800221574344,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_10.csv.gz
2022,11,999000,33300,30,0,967140,31860,0.127302672020999,0.011241329153605,0.128371066693054,0.305133003659878,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_11.csv.gz
2022,12,1032300,33300,31,0,999378,32922,0.15876528004576,0.0215619021526418,0.1535,0.359733346938775,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2022_12.csv.gz
