year,month,rows,zips,dates,missing_values,zonal_mean_values,nearest_fill_values,mean,p01,p50,p99,output
2021,1,1032300,33300,31,0,999378,32922,0.149709897478645,0.0214451541218638,0.136286453726453,0.394737892844301,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_01.csv.gz
2021,2,932400,33300,28,0,902664,29736,0.146373743754263,0.0184029850746268,0.127846153846154,0.416211586819613,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_02.csv.gz
2021,3,1032300,33300,31,0,999378,32922,0.121465718267619,0.0163560483870968,0.113691248632599,0.334745246428793,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_03.csv.gz
2021,4,999000,33300,30,0,967140,31860,0.146466560281361,0.0206908206740003,0.134093446798189,0.397826521481964,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_04.csv.gz
2021,5,1032300,33300,31,0,999378,32922,0.154690520960606,0.0207207742257742,0.155,0.340594452380953,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_05.csv.gz
2021,6,999000,33300,30,0,967140,31860,0.171891721611825,0.0199776536312849,0.16575887605042,0.45214077312391,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_06.csv.gz
2021,7,1032300,33300,31,0,999378,32922,0.309993843541926,0.0487168202764977,0.248,1.29336838321405,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_07.csv.gz
2021,8,1032300,33300,31,0,999378,32922,0.265548955260373,0.0326153641025641,0.219987670972644,1.09158069123108,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_08.csv.gz
2021,9,999000,33300,30,0,967140,31860,0.164693545993119,0.0157705220822119,0.130777777777778,0.728450432330827,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_09.csv.gz
2021,10,1032300,33300,31,0,999378,32922,0.110805004381567,0.016548835562873,0.108263157894737,0.278985108938068,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_10.csv.gz
2021,11,999000,33300,30,0,967140,31860,0.105246735352697,0.0160666666666667,0.0933091442803773,0.316166767676768,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_11.csv.gz
2021,12,1032300,33300,31,0,999378,32922,0.144381916891133,0.0194013142594859,0.145807692307692,0.375307779941577,C:/Users/Peter Graffy/Documents/GitHub/environment_transplant_survival/data/processed/lghap_aod_zcta_daily/lghap_aod_zcta_daily_2021_12.csv.gz
