organ,organ_label,pollutant,exposure_label,exposure_years,endpoint,n,adverse_events,competing_transplant_or_improvement,expanded_rows,subdistribution_hazard_ratio,conf_low,conf_high,p_value,elapsed_seconds,adjustment_set,variance_estimator,sampled,error
HR,Heart,pm25,Daily PM2.5 waitlist-period mean per 5 ug/m3,2016-2021,death_or_deterioration_delist_subdistribution,27324,2784,19344,11254610,1.0324191557404954,0.9537942510752258,1.117525411731435,0.42986232078562775,68.47,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),survival_finegray_weighted_cox_model_based,FALSE,NA
