organ,model,exposure_window,exposure_form,pollutant,n_intervals,n_registrations,adverse_events,concordance,term,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high
HR,combined_pollutants_cumulative_linear,cumulative,linear,PM2.5,125985,72946,9705,0.7567838761496071,pm25_waitlist_cum_5ug,1.0518924517794759,0.06058911365795406,0.05831838425514126,0.8674944888619505,0.38567113011172616,0.9382760697613639,1.179266706004825
HR,combined_pollutants_cumulative_linear,cumulative,linear,Ozone,125985,72946,9705,0.7567838761496071,o3_waitlist_cum_10ppb,1.046582017733238,0.05617813226371729,0.05396785292651471,0.8436435903119107,0.39886859814789255,0.9415334389363864,1.1633510553591508
HR,combined_pollutants_cumulative_linear,cumulative,linear,NO2,125985,72946,9705,0.7567838761496071,no2_waitlist_cum_10unit,1.0092340277756495,0.04258303745856923,0.041377831972466216,0.22213959388752563,0.8242052162886739,0.9306170617186553,1.0944924230587445
