term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,subgroup,candidates,events,HR,HR_low,HR_high
zcta_svi_proxy,0.449452537957218,0.222086251819995,2.02377470137822,0.0429933383666319,0.0141714829285352,0.884733592985901,Race subgroup,Black,4796,675,1.5674538290776,1.0142723744234,2.42233897742384
post_cas,-6.97772661178028,0.784444952656998,-8.89511314738654,5.83598074126994e-19,-8.51521046684222,-5.44024275671833,Race subgroup,Black,4796,675,0.000932420549410924,0.000200396938294422,0.00433842995987515
las_10,0.450981674934692,0.0437989600588537,10.2966297448318,7.29732516167913e-25,0.365137290659031,0.536826059210354,Race subgroup,Black,4796,675,1.56985251417977,1.44071179084329,1.7105689923132
cas_10,1.87106794361322,0.187551824196097,9.97627163389737,1.93605339289853e-23,1.50347312295409,2.23866276427236,Race subgroup,Black,4796,675,6.49522923526708,4.49728158921512,9.38077858407594
las_unavailable,0.913446821847922,0.345164608838008,2.64640927389117,0.00813513241166075,0.236936619787571,1.58995702390827,Race subgroup,Black,4796,675,2.49290032513776,1.26736078963363,4.90353818889129
cas_unavailable,5.52085922500854,1.28840543933354,4.28503253437391,1.82712448094067e-05,2.99563096642929,8.04608748358778,Race subgroup,Black,4796,675,249.849622031784,19.9979739601338,3121.55790150891
pm25_interval_5ug,-0.0737838602170572,0.129415527411768,-0.570131433937563,0.568588556544455,-0.327433632984378,0.179865912550264,Race subgroup,Asian,1251,210,0.928872438433284,0.720771125116749,1.19705684206098
age_interval,0.0209979037414732,0.00637865683377199,3.29190051897747,0.000995128057883688,0.00849596607753983,0.0334998414054066,Race subgroup,Asian,1251,210,1.02121991089434,1.00853215922331,1.03406727972879
sexM,-0.00315066399174536,0.160863282696391,-0.0195859734983267,0.984373653215192,-0.318436904511557,0.312135576528066,Race subgroup,Asian,1251,210,0.996854294141545,0.727284964908033,1.36633992409577
zcta_svi_proxy,1.09806242081823,0.527108880979321,2.08317951080264,0.0372348639972022,0.0649479981675492,2.13117684346891,Race subgroup,Asian,1251,210,2.99835084989922,1.06710353160228,8.42477562190472
post_cas,-6.49378327556345,1.20836816172573,-5.3740105716534,7.70043399533352e-08,-8.86214135261075,-4.12542519851615,Race subgroup,Asian,1251,210,0.00151281477264972,0.00014165141354331,0.0161566233551738
las_10,0.407375713956823,0.0799182257882836,5.09740687982774,3.44337702657176e-07,0.250738869703447,0.564012558210199,Race subgroup,Asian,1251,210,1.50286864832848,1.28497449474592,1.75771128793904
cas_10,1.76052520005466,0.296314801522983,5.9414014791229,2.82595557635752e-09,1.17975886098348,2.34129153912584,Race subgroup,Asian,1251,210,5.8154908886173,3.2535895409051,10.3946529979878
las_unavailable,0.219087206142423,0.589242074600263,0.371811884429756,0.710032914565641,-0.935806038249757,1.3739804505346,Race subgroup,Asian,1251,210,1.24493983835469,0.392269553804387,3.95104638147747
cas_unavailable,7.0929410173537,1.62438085573857,4.3665504874032,1.26224121979696e-05,3.90921304292975,10.2766689917777,Race subgroup,Asian,1251,210,1203.44194471745,49.8596990875479,29046.9565763386
no2_interval_10ppb,-0.0283544901948124,0.0269817970285498,-1.050874786613,0.293316101821601,-0.0812378406089398,0.024528860219315,Single pollutant,All,51932,5939,0.972043725749212,0.921974382416805,1.02483216756152
age,0.0162746841878453,0.00108755748595709,14.9644358095912,1.25382703489114e-50,0.0141431106842525,0.0184062576914382,Single pollutant,All,51932,5939,1.01640783822647,1.01424359764805,1.01857669696298
sexM,0.0102178360768993,0.0269119184252448,0.379676986064079,0.704185205614588,-0.0425285547914604,0.0629642269452589,Single pollutant,All,51932,5939,1.01027021641651,0.958363099271787,1.06498874064934
raceBLACK,-0.288757495104568,0.0811000735474539,-3.5605084246392,0.000370137435143736,-0.447710718401127,-0.129804271808009,Single pollutant,All,51932,5939,0.749193866555187,0.639089534136018,0.878267315772458
raceMULTI,-0.647612239695028,0.247349240625637,-2.61820993691745,0.00883924051261229,-1.13240784292461,-0.162816636465449,Single pollutant,All,51932,5939,0.523293786325043,0.322256378756402,0.849746986741251
raceMissing,-1.63974168261435,0.585655196481944,-2.79984142967457,0.00511277152967992,-2.78760477507769,-0.491878590151011,Single pollutant,All,51932,5939,0.19403015718078,0.0615685078679814,0.611476600607641
raceNATIVE,-0.250510808036729,0.207938436761696,-1.20473545890807,0.228305442682837,-0.658062655091212,0.157041039017754,Single pollutant,All,51932,5939,0.778403066959342,0.517853624370282,1.17004363035695
racePACIFIC,0.0372491484668866,0.345623376590625,0.107773811002971,0.914175117655465,-0.640160221865863,0.714658518799636,Single pollutant,All,51932,5939,1.03795159267345,0.527207947034726,2.04348875010867
raceWHITE,-0.386264399510637,0.0710964937471456,-5.43295989932196,5.54268671307575e-08,-0.525610966682119,-0.246917832339154,Single pollutant,All,51932,5939,0.679590818444286,0.591194054134054,0.781204880671973
zcta_svi_proxy,0.340341773162679,0.0777503521451572,4.37736632404279,1.20121987805214e-05,0.187953883172864,0.492729663152493,Single pollutant,All,51932,5939,1.40542784600956,1.2067778613003,1.63677798017504
post_cas,-5.63269928028081,0.202215814559539,-27.8548900468037,9.39818462543461e-171,-6.02903499392193,-5.23636356663968,Single pollutant,All,51932,5939,0.00357890181834425,0.00240781641533218,0.00531956595352836
las_10,0.509179584692306,0.0112206684152682,45.3787212889613,0,0.487187478715914,0.531171690668697,Single pollutant,All,51932,5939,1.66392552484271,1.62773174583196,1.70092409840419
cas_10,1.5904916633494,0.0512483450871773,31.0349858252759,1.81909655888652e-211,1.49004675271125,1.69093657398754,Single pollutant,All,51932,5939,4.90616051474507,4.43730297009866,5.42455882743305
las_unavailable,1.27513433199572,0.0901332621577209,14.1472116005788,1.9431041343615e-45,1.09847638435748,1.45179227963396,Single pollutant,All,51932,5939,3.5791821764945,2.99959231477182,4.27076205971358
cas_unavailable,5.15058689042631,0.296894285880549,17.3482183234021,2.03457109887447e-67,4.5686847828847,5.73248899796792,Single pollutant,All,51932,5939,172.532718409709,96.4172167715048,308.736758004423
no2_interval_10ppb,0.0111444746427094,0.0240893939066667,0.462629931076232,0.643629650603727,-0.036069869823756,0.0583588191091749,No center strata,All,51932,5939,1.01120680563376,0.964572896590361,1.06009530992895
age,0.0196291695375485,0.000965656815650818,20.3272728151555,7.37914665788771e-92,0.0177365169574472,0.0215218221176497,No center strata,All,51932,5939,1.01982308842998,1.01789474304998,1.02175508695382
sexM,0.00621955394868903,0.0265681903082509,0.234097764150595,0.81490908166309,-0.0458531421898888,0.0582922500872669,No center strata,All,51932,5939,1.00623893553512,0.955182227861149,1.06002474276986
raceBLACK,-0.254574401391609,0.0787772671934595,-3.23157187931426,0.00123111355912989,-0.408975007891278,-0.10017379489194,No center strata,All,51932,5939,0.77524637153612,0.664330835143205,0.904680175579033
raceMULTI,-0.648720408162444,0.245313936752493,-2.64444987003312,0.00818238258623832,-1.12952688910307,-0.16791392722182,No center strata,All,51932,5939,0.522714209845344,0.32318612313454,0.845426599769257
raceMissing,-1.46270561804531,0.582857534888628,-2.50954226460297,0.0120887748253379,-2.60508539454482,-0.320325841545805,No center strata,All,51932,5939,0.231608781335589,0.0738968265422457,0.725912466093386
raceNATIVE,-0.348054049255187,0.204736664686801,-1.70000839755609,0.0891293459635555,-0.749330538356169,0.0532224398457955,No center strata,All,51932,5939,0.706060713127389,0.472682889905888,1.05466421837527
racePACIFIC,0.106373929580829,0.340357746205268,0.312535650405547,0.754633473850208,-0.56071499484072,0.773462854002379,No center strata,All,51932,5939,1.11223769733378,0.570800798286469,2.16725817322613
raceWHITE,-0.393522255473413,0.0694768300298895,-5.6640790217993,1.47816280192078e-08,-0.529694340092008,-0.257350170854819,No center strata,All,51932,5939,0.67467630216928,0.588784910118119,0.773097450166472
zcta_svi_proxy,0.361838461593711,0.0749546135985177,4.82743415277732,1.3830339589235e-06,0.2149301184655,0.508746804721922,No center strata,All,51932,5939,1.4359669594097,1.23977525654145,1.66320556700625
post_cas,-4.55502866681441,0.14641438956736,-31.1105259549562,1.7354365596767e-212,-4.84199559718486,-4.26806173644397,No center strata,All,51932,5939,0.0105141988192065,0.00789129049087768,0.0140089098148899
las_10,0.491142280135752,0.0108180816257209,45.4001270399014,0,0.469939229767525,0.51234533050398,No center strata,All,51932,5939,1.63418184768059,1.59989696415263,1.66920143679576
cas_10,1.27590984165357,0.0352341556190087,36.212300798411,3.89855425843913e-287,1.20685216561463,1.3449675176925,No center strata,All,51932,5939,3.58195894340519,3.34294503543646,3.83806186946931
las_unavailable,1.14191068629479,0.0844010680963836,13.5295762488546,1.04624992479398e-41,0.976487632569169,1.30733374002042,No center strata,All,51932,5939,3.13274834976653,2.65511410871089,3.69630525135127
cas_unavailable,4.00682596610941,0.259753797537702,15.4254759856893,1.10338648836899e-53,3.49771787808801,4.51593405413082,No center strata,All,51932,5939,54.9721100219949,33.039964628559,91.4629574893135
no2_interval_10ppb,-0.0102686127027191,0.0276103214065549,-0.371912103141301,0.709958293496988,-0.064383848261142,0.0438466228557038,Exclude multi-organ,All,49197,5578,0.989783929501726,0.937645017036464,1.04482209076975
age,0.0174527862979064,0.00114792647595884,15.2037492499931,3.33948129870935e-52,0.0152028917481271,0.0197026808476857,Exclude multi-organ,All,49197,5578,1.01760597607115,1.01531904357495,1.01989805971691
sexM,0.00251884124983945,0.0278275469891022,0.0905161080430797,0.927877094129267,-0.0520221486268969,0.0570598311265758,Exclude multi-organ,All,49197,5578,1.00252201619563,0.949307840744866,1.0587191528602
raceBLACK,-0.289419305243262,0.0833250010196314,-3.47337895831618,0.000513949124659302,-0.452733306253503,-0.126105304233021,Exclude multi-organ,All,49197,5578,0.748698206492972,0.6358876982871,0.881522013896089
raceMULTI,-0.646279228577133,0.25503449961915,-2.53408550428369,0.0112741218305345,-1.14613766264586,-0.146420794508404,Exclude multi-organ,All,49197,5578,0.523991807892034,0.317862092182894,0.863794146865363
raceMissing,-2.07724217155754,0.715433531566523,-2.90347332058812,0.00369048413117192,-3.47946612676022,-0.675018216354852,Exclude multi-organ,All,49197,5578,0.125275223813861,0.0308238626762437,0.509147145717994
raceNATIVE,-0.288128916433885,0.216489105358234,-1.33091647248071,0.183216496466884,-0.71243976598132,0.13618193311355,Exclude multi-organ,All,49197,5578,0.74966494187835,0.490446162729549,1.14589035003089
racePACIFIC,0.0868907879506563,0.364728302246603,0.238234289512052,0.811699383415613,-0.627963548595124,0.801745124496436,Exclude multi-organ,All,49197,5578,1.09077754716174,0.533677503443196,2.2294281653542
raceWHITE,-0.412076435916195,0.0728323610709742,-5.6578755632353,1.53258184715665e-08,-0.554825240524321,-0.269327631308069,Exclude multi-organ,All,49197,5578,0.662273652624013,0.574172594530649,0.763892939401758
zcta_svi_proxy,0.287750489987797,0.0805063680927337,3.57425750042956,0.000351223153263332,0.129960907999914,0.445540071975679,Exclude multi-organ,All,49197,5578,1.3334245598354,1.13878386511552,1.56133320047686
post_cas,-6.07803600817507,0.218709709183138,-27.7904260897973,5.66213538905722e-170,-6.50669916124325,-5.64937285510689,Exclude multi-organ,All,49197,5578,0.00229267502910358,0.00149340107243993,0.00351972345947711
las_10,0.521041725996635,0.0115770319153885,45.0065033770923,0,0.498351160394603,0.543732291598667,Exclude multi-organ,All,49197,5578,1.68378077460799,1.64600503370568,1.72242346705146
cas_10,1.70675837553865,0.0551016816199527,30.9747057687006,1.18136309606664e-210,1.59876106407595,1.81475568700135,Exclude multi-organ,All,49197,5578,5.51106767900912,4.94689973438099,6.13957601597103
las_unavailable,1.25496693338323,0.0972530586642105,12.9041384468565,4.26559544348215e-38,1.06435444101502,1.44557942575145,Exclude multi-organ,All,49197,5578,3.50772238391309,2.89896692571655,4.24431069339078
cas_unavailable,5.64902446462216,0.311973100528876,18.1074087959685,2.78555073252672e-73,5.03756842344026,6.26048050580405,Exclude multi-organ,All,49197,5578,284.014264673139,154.094865645233,523.470410257105
no2_interval_10ppb,-0.0283952567288646,0.0269796286488949,-1.05247025814893,0.292583849089521,-0.0812743571969636,0.0244838437392343,Adjust multi-organ,All,51932,5939,0.97200409970328,0.921940715672814,1.02478603426305
age,0.0161781257879621,0.00109822821506032,14.7311146864621,4.06937772820348e-49,0.0140256380396382,0.018330613536286,Adjust multi-organ,All,51932,5939,1.01630970025008,1.01412445876827,1.01849965050338
sexM,0.010827191512875,0.0269300572752494,0.402048588393682,0.687648268004769,-0.0419547508482147,0.0636091338739648,Adjust multi-organ,All,51932,5939,1.01088601766655,0.958913169598379,1.06567578078184
raceBLACK,-0.288538487779071,0.0810965114472993,-3.55796424075009,0.000373740177653149,-0.447484729487618,-0.129592246070525,Adjust multi-organ,All,51932,5939,0.749357963468737,0.639233977606169,0.878453550790404
raceMULTI,-0.647046143070126,0.247356191035558,-2.61584777951692,0.00890062275724639,-1.13185536885283,-0.162236917287423,Adjust multi-organ,All,51932,5939,0.523590105035912,0.322434466239959,0.850239744182603
raceMissing,-1.6433242953761,0.585700221769683,-2.80574299666616,0.00502007141705965,-2.7912756357818,-0.495372954970404,Adjust multi-organ,All,51932,5939,0.19333626597742,0.0613429127692579,0.609343607185607
raceNATIVE,-0.250606661358768,0.207931858444248,-1.2052345572911,0.22811276525084,-0.658145615147976,0.156932292430439,Adjust multi-organ,All,51932,5939,0.778328458015303,0.51781066498619,1.16991639902325
racePACIFIC,0.0398864464291565,0.345564069177989,0.115424171627671,0.908108920813147,-0.637406683510811,0.717179576369123,Adjust multi-organ,All,51932,5939,1.04069259312247,0.528661634812015,2.0486470022836
raceWHITE,-0.386507294190698,0.0710929443167758,-5.43664772791656,5.42923274986194e-08,-0.52584690460649,-0.247167683774906,Adjust multi-organ,All,51932,5939,0.679425769495435,0.59105458548964,0.781009719892537
zcta_svi_proxy,0.340261315385801,0.0777535936498048,4.37614905515889,1.20794426678127e-05,0.187867072163622,0.492655558607981,Adjust multi-organ,All,51932,5939,1.40531477295837,1.20667310424333,1.63665669198241
multi_organ_candidate,-0.0352212228749777,0.056758103444473,-0.620549679032791,0.534895957573262,-0.146465061456944,0.0760226157069882,Adjust multi-organ,All,51932,5939,0.965391825877698,0.863755910180632,1.07898697593464
post_cas,-5.63466901176393,0.202239462702672,-27.8613725356257,7.84357260789103e-171,-6.0310510749139,-5.23828694861396,Adjust multi-organ,All,51932,5939,0.00357185928098841,0.00240296695252256,0.00530934422955335
las_10,0.509092340997057,0.0112222288799845,45.3646371359485,0,0.487097176566022,0.531087505428092,Adjust multi-organ,All,51932,5939,1.66378036416358,1.62758476479231,1.7007809117269
cas_10,1.59135860258854,0.051267634731672,31.040218861617,1.54612349258487e-211,1.4908758849419,1.69184132023517,Adjust multi-organ,All,51932,5939,4.91041570203673,4.4409836066647,5.42946889752601
las_unavailable,1.27505879262139,0.0901337852746759,14.1462914126566,1.96869098048181e-45,1.09839981969275,1.45171776555002,Adjust multi-organ,All,51932,5939,3.57891181752377,2.99936266078374,4.27044383964706
cas_unavailable,5.15293805319594,0.29691514126106,17.3549184164551,1.81057467993893e-67,4.57099506985964,5.73488103653224,Adjust multi-organ,All,51932,5939,172.938848165268,96.640225719715,309.476152212962
no2_interval_10ppb,-0.138455666049779,0.113987407045873,-1.21465756295394,0.224496724399417,-0.361866878550796,0.0849555464512386,Age subgroup,<18,1248,284,0.870701852066014,0.696375064129428,1.08866867043689
sexM,0.0454753597546999,0.127076697055853,0.3578575837135,0.720449894680671,-0.203590389749079,0.294541109258478,Age subgroup,<18,1248,284,1.04652521765818,0.815796461352479,1.34251015183221
race_groupBlack,-0.167857225645342,0.348853820278252,-0.481167801205263,0.630397243280269,-0.851598149259924,0.51588369796924,Age subgroup,<18,1248,284,0.845474538149338,0.426732404627088,1.675118146426
race_groupOther/Unknown,-0.0963939473762072,0.441954003685849,-0.218108551053485,0.82734453501331,-0.962607877423754,0.76981998267134,Age subgroup,<18,1248,284,0.908106199538267,0.381895649162932,2.15937749342623
race_groupWhite,-0.625226491773454,0.303737080326743,-2.05844637441326,0.0395473039730279,-1.22054022998322,-0.0299127535636883,Age subgroup,<18,1248,284,0.535140209936808,0.295070717809365,0.970530205156539
zcta_svi_proxy,0.331786739955319,0.346622376982953,0.957199425043572,0.338466607219734,-0.347580635166934,1.01115411507757,Age subgroup,<18,1248,284,1.39345564840935,0.706395051350114,2.74877158379403
post_cas,-3.75643219371109,2.00037612099726,-1.87786294501374,0.0603999166582574,-7.67709734639966,0.164232958977485,Age subgroup,<18,1248,284,0.0233669606188132,0.00046331779993042,1.17848882266809
las_10,-0.245058919827078,0.114239336092475,-2.14513606441749,0.0319419696830305,-0.468963904186095,-0.0211539354680614,Age subgroup,<18,1248,284,0.782658422784393,0.625650166100699,0.979068239641068
cas_10,0.488871095488701,0.348409418647967,1.40315120465402,0.160571754723643,-0.193998816935852,1.17174100791325,Age subgroup,<18,1248,284,1.63047453055213,0.82365887870929,3.22760703914842
las_unavailable,-0.688161240175503,0.3940557874589,-1.74635486161278,0.0807493082811084,-1.46049639149452,0.0841739111435116,Age subgroup,<18,1248,284,0.502499195434529,0.232121023225564,1.08781806104213
cas_unavailable,-13.2155748871521,1648.35234258238,-0.00801744538819172,0.993603072639563,-3243.92680018084,3217.49565040654,Age subgroup,<18,1248,284,1.82200158873806e-06,0,Inf
no2_interval_10ppb,0.0206842027218721,0.0700871911088191,0.295121011337967,0.767901439452507,-0.116684167628989,0.158052573072733,Age subgroup,18-39,5715,813,1.02089960341007,0.889866197336956,1.17122776813174
sexM,-0.0593120981600481,0.0751474627227864,-0.789276124715563,0.42995063782814,-0.206598418626276,0.0879742223061795,Age subgroup,18-39,5715,813,0.942412598016505,0.813346209101118,1.09195997345554
race_groupBlack,0.0394311063319953,0.244061743174423,0.161562012215143,0.871650774079518,-0.438921120293939,0.517783332957929,Age subgroup,18-39,5715,813,1.04021883192543,0.644731633865859,1.67830328380852
race_groupOther/Unknown,-0.393047744332851,0.467999445426896,-0.839846602754677,0.400994399998672,-1.31030980215429,0.524214313488583,Age subgroup,18-39,5715,813,0.674996519558283,0.269736478496923,1.6891311992901
race_groupWhite,-0.258391399311198,0.21845608128,-1.18280707864576,0.236885614537595,-0.686557450823753,0.169774652201357,Age subgroup,18-39,5715,813,0.77229289803578,0.503305744888263,1.185037775575
zcta_svi_proxy,0.10160295808687,0.21266213060536,0.477767046712308,0.632816017975434,-0.315207158775188,0.518413074948928,Age subgroup,18-39,5715,813,1.10694388134943,0.729637707757992,1.67936051471637
post_cas,-4.80599358318018,0.758920886120021,-6.33266743751222,2.40958566950294e-10,-6.29345118709065,-3.31853597926972,Age subgroup,18-39,5715,813,0.008180568899414,0.0018483698563122,0.0362057990123142
las_10,0.466821840655873,0.0291492355071338,16.0148913868299,1.00582206870079e-57,0.409690388885014,0.523953292426731,Age subgroup,18-39,5715,813,1.59491722869616,1.50635132979193,1.68869035800779
cas_10,1.34554474696798,0.180532424315295,7.45320267021964,9.11011704120598e-14,0.991707697268302,1.69938179666767,Age subgroup,18-39,5715,813,3.84027795067342,2.69583421247005,5.47056442499701
las_unavailable,0.910547848055854,0.327311559644537,2.7818994509229,0.00540417803728651,0.269028979428929,1.55206671668278,Age subgroup,18-39,5715,813,2.48568393754211,1.30869306567463,4.72121752564627
cas_unavailable,4.01202298130791,1.05080694894889,3.81804001707555,0.000134516109918601,1.95247920666367,6.07156675595214,Age subgroup,18-39,5715,813,55.2585445709332,7.04613476833149,433.359117941037
no2_interval_10ppb,-0.0775249789097371,0.0434073911396087,-1.78598567834676,0.0741015770435824,-0.162601902206213,0.00755194438673892,Age subgroup,40-59,17908,2230,0.925403908527232,0.849929476123647,1.00758053223806
sexM,-0.0286215688826454,0.0448253813693033,-0.638512557134552,0.523140082551362,-0.116477701959753,0.0592345641944619,Age subgroup,40-59,17908,2230,0.971784148251774,0.890049943124866,1.06102408981441
race_groupBlack,-0.190513183269472,0.132878644861487,-1.43373815610524,0.151646999222759,-0.450950541512475,0.0699241749735315,Age subgroup,40-59,17908,2230,0.826534861225427,0.637022347560702,1.07242686137607
race_groupOther/Unknown,-0.0977223675034634,0.226063651851017,-0.432278107087581,0.665539296960519,-0.540798983345058,0.345354248338131,Age subgroup,40-59,17908,2230,0.906900653897946,0.582282832182232,1.41249020335726
race_groupWhite,-0.308152448378035,0.122250888764147,-2.52065609905331,0.0117136270308104,-0.547759787433775,-0.0685451093222947,Age subgroup,40-59,17908,2230,0.734803289900314,0.57824374940387,0.933751338263425
zcta_svi_proxy,0.357768744535322,0.126913575229282,2.81899508298443,0.00481742560756419,0.109022707936714,0.60651478113393,Age subgroup,40-59,17908,2230,1.43013485573518,1.11518767366504,1.83402825720525
post_cas,-6.09310308118465,0.412655797966912,-14.7655821418344,2.44204554476941e-49,-6.90189358321143,-5.28431257915787,Age subgroup,40-59,17908,2230,0.0022583900627013,0.00100587890912607,0.00507051656917555
las_10,0.581974271283216,0.0180412416418974,32.257994368397,2.71769721090136e-228,0.546614087428713,0.61733445513772,Age subgroup,40-59,17908,2230,1.78956803818947,1.72739429883741,1.85397958385339
cas_10,1.70093445774829,0.099779308895689,17.0469657143695,3.68155560095814e-65,1.50537060591045,1.89649830958614,Age subgroup,40-59,17908,2230,5.47906495498208,4.50582320560356,6.66252345266875
las_unavailable,0.513410293031054,0.213393371434837,2.40593365004232,0.0161311941608048,0.0951669704791947,0.931653615582914,Age subgroup,40-59,17908,2230,1.67098002067058,1.09984248102172,2.53870374863718
cas_unavailable,5.83274672529891,0.525411768328423,11.101286794271,1.23650643021895e-28,4.8029585823217,6.86253486827612,Age subgroup,40-59,17908,2230,341.294835960595,121.870448419819,955.786792973073
no2_interval_10ppb,-0.101875088439199,0.045152315316791,-2.25625392019077,0.0240547334352379,-0.190372000278706,-0.0133781765996928,Age subgroup,60+,27061,2612,0.903142357544857,0.826651562127005,0.98671091347477
sexM,0.060701714569829,0.0410075002036297,1.48025883724695,0.138804183843101,-0.0196715089253041,0.141074938064962,Age subgroup,60+,27061,2612,1.06258191420794,0.980520712713005,1.15151093675293
race_groupBlack,-0.701221370051039,0.128969515399913,-5.43710944308558,5.41518786626098e-08,-0.953996975338453,-0.448445764763625,Age subgroup,60+,27061,2612,0.495979159612097,0.385198314260522,0.638619946304198
race_groupOther/Unknown,-1.24653706726411,0.308009074939258,-4.0470790268434,5.18607362801895e-05,-1.85022376105655,-0.642850373471663,Age subgroup,60+,27061,2612,0.287498663553786,0.157201986695225,0.525791583699645
race_groupWhite,-0.534721184856545,0.101909477522901,-5.24702115891413,1.54578151934066e-07,-0.734460090484725,-0.334982279228365,Age subgroup,60+,27061,2612,0.585832606378404,0.479764418435869,0.715350762807748
zcta_svi_proxy,0.494174170099475,0.121597746079178,4.06400764844518,4.82372440530074e-05,0.255846967183039,0.732501373015911,Age subgroup,60+,27061,2612,1.63914402581133,1.29155506250597,2.0802776554798
post_cas,-6.99752897167172,0.288852062789393,-24.2253037907981,1.20432506424787e-129,-7.56366861159903,-6.43138933174441,Age subgroup,60+,27061,2612,0.00091413803798493,0.000518967855795929,0.00161021216084631
las_10,0.638001357338909,0.0191763073077609,33.2702927158818,1.03877920361439e-242,0.600416485659225,0.675586229018593,Age subgroup,60+,27061,2612,1.89269427700656,1.82287784479486,1.96518468664396
cas_10,2.01081752680917,0.0751547595546162,26.7556910397389,1.0601680975498e-157,1.86351690481536,2.15811814880299,Age subgroup,60+,27061,2612,7.46942130407018,6.44636821520333,8.65483521188181
las_unavailable,0.421629061775198,0.38222892759638,1.10307993805331,0.269992452228673,-0.327525870163075,1.17078399371347,Age subgroup,60+,27061,2612,1.52444294563225,0.720704646287639,3.22451965095344
cas_unavailable,6.67861190204436,0.441013741751525,15.1437727893005,8.32949651920264e-52,5.81424085152413,7.5429829525646,Age subgroup,60+,27061,2612,795.214509909808,335.036959137808,1887.45181546072
no2_interval_10ppb,-0.0392700139986797,0.0368081299545221,-1.06688424669222,0.286024109316794,-0.111412623047813,0.0328725950504535,Sex subgroup,Female,22171,3119,0.96149105804795,0.894569552749507,1.03341886817495
age_interval,0.01650617652086,0.00149182210268314,11.064440251403,1.86624390552798e-28,0.0135822589282602,0.0194300941134597,Sex subgroup,Female,22171,3119,1.01664315608432,1.01367491683303,1.01962008692313
race_groupBlack,-0.176914412763526,0.112100565340315,-1.57817591933145,0.114525200768988,-0.396627483477122,0.0427986579500696,Sex subgroup,Female,22171,3119,0.837851490848054,0.672584527821304,1.04372772741334
race_groupOther/Unknown,-0.736499422771141,0.228927821222186,-3.21716870775759,0.00129462446776104,-1.18518970742585,-0.287809138116431,Sex subgroup,Female,22171,3119,0.478787016330056,0.305688182679423,0.749904706805887
race_groupWhite,-0.301878485541887,0.101003050244016,-2.98880563322168,0.00280070233599814,-0.499840826348847,-0.103916144734926,Sex subgroup,Female,22171,3119,0.739427910612516,0.60662721109629,0.901300873076075
zcta_svi_proxy,0.233259837565633,0.107584240308309,2.1681599172627,0.0301465213325133,0.0223986012572453,0.444121073874021,Sex subgroup,Female,22171,3119,1.26270953607664,1.02265133334749,1.55911924280169
post_cas,-5.77823357373909,0.290641563485894,-19.8809609487238,5.94836237026629e-88,-6.34788057058185,-5.20858657689632,Sex subgroup,Female,22171,3119,0.00309417621788522,0.00175045316947841,0.0054693988015568
las_10,0.505849437573241,0.0173580035749509,29.1421438755334,1.05064230932968e-186,0.47182837572282,0.539870499423663,Sex subgroup,Female,22171,3119,1.65839362418368,1.60292225974407,1.71578465269565
cas_10,1.64211151342251,0.0728575207711723,22.5386685690278,1.73456602386762e-112,1.49931339670813,1.78490963013689,Sex subgroup,Female,22171,3119,5.16606622208106,4.4786129840156,5.95904140549287
las_unavailable,1.48943017389444,0.131458362007837,11.330052734155,9.31486428621235e-30,1.23177651889245,1.74708382889643,Sex subgroup,Female,22171,3119,4.43456786637368,3.42731281712805,5.73784571492743
cas_unavailable,5.49499915428052,0.425196866941216,12.9234234339742,3.32032846701457e-38,4.66162860873646,6.32836969982457,Sex subgroup,Female,22171,3119,243.471320252143,105.808262171827,560.242485497559
no2_interval_10ppb,-0.0196635846865363,0.0401296583316538,-0.490001298391966,0.624132980060795,-0.0983162697284754,0.0589891003554028,Sex subgroup,Male,29761,2820,0.980528482624034,0.906362203491005,1.06076367873005
age_interval,0.014549730489001,0.00162964116292641,8.92818052219144,4.33072529977055e-19,0.0113556925019413,0.0177437684760607,Sex subgroup,Male,29761,2820,1.01465609304041,1.01142041312855,1.01790212435942
race_groupBlack,-0.473876304181577,0.121433630139051,-3.90234816861649,9.52639947148662e-05,-0.711881845766074,-0.23587076259708,Sex subgroup,Male,29761,2820,0.622584258874348,0.49071986890423,0.789882749731842
race_groupOther/Unknown,-0.325391817950761,0.206626826583287,-1.57478011607366,0.11530720762133,-0.730372956293807,0.0795893203922856,Sex subgroup,Male,29761,2820,0.722244309909428,0.481729292611042,1.08284227510683
race_groupWhite,-0.502137183412668,0.101081095772681,-4.96766660050769,6.77633347550613e-07,-0.700252490644967,-0.304021876180369,Sex subgroup,Male,29761,2820,0.605235776641602,0.496459936475477,0.737844725049746
zcta_svi_proxy,0.478473272564838,0.113929651676311,4.199725580872,2.67238668918661e-05,0.255175258508076,0.7017712866216,Sex subgroup,Male,29761,2820,1.61360897955888,1.29068780507107,2.01732280159699
post_cas,-5.67069206696489,0.298019327175026,-19.0279339287096,1.00123080009211e-80,-6.2547992149248,-5.08658491900498,Sex subgroup,Male,29761,2820,0.00344547994794477,0.00192121166796104,0.00617908597457582
las_10,0.528970650246367,0.0154363321488803,34.2678976549969,2.36106771608847e-257,0.498715995181164,0.55922530531157,Sex subgroup,Male,29761,2820,1.69718441281762,1.64660566315943,1.74931678880799
cas_10,1.58031512443049,0.076589819031325,20.6334881635396,1.37374403575255e-94,1.43020183754665,1.73042841131433,Sex subgroup,Male,29761,2820,4.85648596750464,4.17954269543881,5.64307094608906
