organ,organ_label,model,focal_term,exposure,exposure_label,curve_group,curve_exposure_value,source_n,n,sampled,finegray_max_n,time_days,cif
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,0.5,0.0010049368291173977
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,1,0.002009785116757201
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,2,0.0030150060288226532
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,5,0.005027313004803191
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,6,0.007038470086898396
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,7,0.008045977738804666
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,8,0.00905414059544718
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,9,0.010061889663859458
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,10,0.013084244303270376
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,11,0.015101193096944798
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,12,0.01713166657371712
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,13,0.018149625577661532
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,15,0.019167988021046356
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,16,0.020185582766808152
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,17,0.02120679714292084
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,19,0.023251041362442715
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,22,0.024276188154502498
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,24,0.026326005632858362
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,25,0.02940658939474572
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,26,0.030440350185896747
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,27,0.03147440252117084
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,29,0.03251040633573454
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,30,0.03354716687836601
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,31,0.03458381650685427
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,32,0.035621271488788464
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,33,0.03769520500634971
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,34,0.03873242008721389
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,35,0.0397697828113861
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,36,0.04080771115177295
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,38,0.041846709526222936
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,42,0.042885198591063656
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,43,0.0449595737311298
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,44,0.04599747570249768
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,47,0.047036781835956054
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,48,0.048076006671962546
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,50,0.049116359050203395
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,56,0.05015886806244996
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,64,0.05120200747643622
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,66,0.05224676252441385
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,67,0.05329307177693132
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,70,0.05538828663227913
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,72,0.056436891249305954
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,76,0.0574894880771224
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,79,0.05854293690333645
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,80,0.05959613391349505
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,84,0.06064909801092255
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,87,0.06170494650603142
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,90,0.06382246985393569
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,91,0.06594421824678509
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,92,0.06700697464645322
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,94,0.069135768817977
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,98,0.0702043755252938
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,99,0.07127336223082903
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,104,0.07234362614146073
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,111,0.07341400945477539
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,115,0.07448675150452266
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,118,0.07556482966266853
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,120,0.07664259612126045
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,124,0.07771995482839245
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,128,0.07879723564198704
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,135,0.0798781701902549
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,142,0.08095910000347406
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,143,0.08204320469637427
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,146,0.08312738051790325
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,147,0.0842124799165408
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,148,0.08529795974013721
HR,Heart,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3672844179726238,73624,999,TRUE,1000,151,0.08638368550875608
