organ,organ_label,model,endpoint,term,exposure,source_n,source_adverse_events,n,adverse_events,sampled,finegray_max_n,subdistribution_hazard_ratio,conf_low,conf_high,p_value,elapsed_seconds,center_adjustment,variance_estimator,error
HR,Heart,o3,death_or_deterioration_delist_subdistribution,o3_10ppb,Ozone per 10 ppb,73624,9823,999,133,TRUE,1000,0.9989037161142171,0.8066336585362596,1.237003469304076,0.991976477185454,0.41000000000000014,top_20_listing_center_fixed_effect_dummies_plus_other,cmprsk_crr_model_based,NA
