organ,organ_label,model,endpoint,term,exposure,source_n,source_adverse_events,n,adverse_events,sampled,finegray_max_n,subdistribution_hazard_ratio,conf_low,conf_high,p_value,elapsed_seconds,center_adjustment,variance_estimator,error
KI,Kidney,heat_humidity,death_or_deterioration_delist_subdistribution,tmax_5c,Tmax per 5 C,678254,117219,998,172,TRUE,1000,1.0536367779300462,0.9141510030401808,1.2144059965091059,0.47082984237346626,0.7099999999999991,top_20_listing_center_fixed_effect_dummies_plus_other,cmprsk_crr_model_based,NA
KI,Kidney,heat_humidity,death_or_deterioration_delist_subdistribution,rmax_10pct,Maximum relative humidity per 10 pct,678254,117219,998,172,TRUE,1000,0.9663123530148783,0.8335250995132889,1.1202536841834645,0.6495669447145027,0.7099999999999991,top_20_listing_center_fixed_effect_dummies_plus_other,cmprsk_crr_model_based,NA
